id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
42196,50 sm Studio in the historic centre,184487,Carlo,,Santo Stefano,44.4850712858515,11.347863741411924,Entire home/apt,68,3,160,2018-07-29,1.66,4,246
46352,A room in Pasolini's house,467810,Eleonora,,Porto - Saragozza,44.491455468419446,11.335035377810266,Private room,28,1,151,2018-07-25,1.57,2,332
59697,BOLOGNA CENTRE RELAX & COMFORT,286688,Paolo,,Santo Stefano,44.48754833993418,11.340577016490862,Entire home/apt,55,1,206,2018-08-20,2.95,1,305
70366,Fuoriporta,356310,Maria Ebe,,Porto - Saragozza,44.49699262412887,11.322056843021514,Entire home/apt,69,1,5,2015-07-16,0.09,1,323
72319,AmaBologna Bed & Breakfast porticos,374533,Ersi,,Porto - Saragozza,44.48971877929874,11.32072251647731,Private room,36,2,29,2018-04-21,0.35,2,334
83173,Cosy and bright rooms in Bologna,453008,Fulvio,,Navile,44.510127960382356,11.343160937088964,Private room,26,1,70,2018-06-19,0.79,2,273
85368,Garden House Bologna,467675,Anna Maria,,Santo Stefano,44.478344645807375,11.356715250599693,Entire home/apt,130,2,37,2018-05-14,0.47,1,298
87363,Green courtyard in Bologna,478689,Michelle,,Porto - Saragozza,44.49109068103253,11.322442256675343,Entire home/apt,80,4,21,2018-03-20,0.28,2,196
87369,Flat in Bologna 1-4 guests,478689,Michelle,,Porto - Saragozza,44.49078932429276,11.32139021673814,Entire home/apt,80,5,1,2013-01-26,0.01,2,342
106260,Nice room & great food experience!!,550844,Andrea & Susanna,,Navile,44.52569967031994,11.31529481254983,Private room,24,1,157,2018-08-17,1.79,3,349
130642,B&B Betta & Bologna,643133,Elisabetta,,Savena,44.4675509848099,11.388903192700726,Private room,50,2,25,2016-10-19,0.29,1,364
145779,SINGLE ROOM,705535,Valerio,,Porto - Saragozza,44.49219739390243,11.337265943691733,Private room,40,2,51,2018-08-06,0.60,8,351
163336,Guesthouse Cartoleria - room 2,779753,Samantha,,Santo Stefano,44.48944095850857,11.34848169460723,Private room,35,1,82,2018-07-04,0.95,6,18
174096,Charming  bedroom with ensuit,831542,Giovanna,,Borgo Panigale - Reno,44.503119607172074,11.301107233539357,Private room,75,2,55,2016-10-04,0.64,1,352
174609,be in the city standing campaign,834262,Vasco,,Borgo Panigale - Reno,44.51051339172902,11.272953645662268,Private room,30,1,2,2014-03-19,0.04,4,364
187872,"HOMEMADE Breakfast, Pasta or Pizza!",550844,Andrea & Susanna,,Navile,44.525704631509285,11.314098323596635,Private room,35,1,44,2018-05-25,0.52,3,358
204553,Private Room & Bath Ex-Convent in Centro Storico,569422,Elizabeth,,Porto - Saragozza,44.49104877664529,11.339822011165275,Private room,43,2,205,2018-05-20,2.42,1,202
209692,a Bologna per vacanze e lavoro ,1033461,Lelio,,Navile,44.516278319451104,11.33073788956799,Private room,25,1,11,2018-06-29,1.38,2,333
219878,Gorgeous Haven in Centro Storico,1139326,Eli,,Santo Stefano,44.48676143994252,11.352751045057245,Entire home/apt,85,3,116,2018-07-28,1.39,2,134
228124,"Self Check-In Apartment ""da Carlo e Alice""",1189801,Michela,,San Donato - San Vitale,44.50461411883777,11.369239662821228,Entire home/apt,50,2,118,2018-08-28,2.20,1,285
228628,"room in luxurious penthouse,centre",1193466,Luca,,Porto - Saragozza,44.49584988298575,11.338376789089493,Private room,66,2,94,2018-06-03,1.29,1,353
229114,Terrace between fair&city center,1196205,Davide,,Navile,44.51163344147234,11.349162439424774,Entire home/apt,64,3,22,2018-04-30,0.31,1,253
