id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
5696088,310,29531169,Private room,Italy,Bologna,,San Donato - San Vitale,6,4.5,2,1,2,27,1,,2016-02-07 07:03:28.623648,44.510711,11.390212,0101000020E6100000750305DEC9C726408E5A61FA5E414640
4414965,310,9006331,Entire home/apt,Italy,Bologna,,Porto - Saragozza,87,4.5,5,1,1,80,1,,2016-02-07 07:03:21.642360,44.498428,11.327921,0101000020E6100000DE57E542E5A7264091B41B7DCC3F4640
11008250,310,56799424,Entire home/apt,Italy,Bologna,,Santo Stefano,0,,4,2,1,104,1,,2016-02-07 07:03:10.495695,44.50452,11.34829,0101000020E6100000350C1F1153B22640C616821C94404640
9602577,310,47788314,Entire home/apt,Italy,Bologna,,Santo Stefano,3,4.5,2,1,1,67,2,,2016-02-07 07:03:06.408884,44.493064,11.348125,0101000020E61000000AD7A3703DB22640DF6A9DB81C3F4640
9966673,310,41953449,Private room,Italy,Bologna,,San Donato - San Vitale,1,,1,1,2,21,3,,2016-02-07 07:03:01.354010,44.499144,11.359511,0101000020E6100000C11A67D311B8264050FF59F3E33F4640
9995746,310,51350806,Private room,Italy,Bologna,,Porto - Saragozza,0,,2,1,1,31,1,,2016-02-07 07:02:49.331539,44.491306,11.32838,0101000020E61000002A52616C21A826400F2A711DE33E4640
8733076,310,16200733,Entire home/apt,Italy,Bologna,,Santo Stefano,0,,4,2,1,138,3,,2016-02-07 07:02:39.685529,44.478109,11.360321,0101000020E6100000C11F7EFE7BB826402E76FBAC323D4640
10033353,310,30954849,Private room,Italy,Bologna,,Santo Stefano,8,4.5,2,1,1,46,1,,2016-02-07 07:02:34.555376,44.496194,11.343803,0101000020E61000008B8862F206B02640583CF548833F4640
9915793,310,2845503,Private room,Italy,Bologna,,San Donato - San Vitale,0,,2,1,1,40,1,,2016-02-07 07:02:30.934243,44.493089,11.366044,0101000020E610000047CB811E6ABB26403882548A1D3F4640
8785142,310,46047181,Private room,Italy,Bologna,,Navile,0,,2,1,1,46,2,,2016-02-07 07:02:27.410874,44.509649,11.355214,0101000020E6100000A629029CDEB5264035B8AD2D3C414640
793706,310,4181174,Entire home/apt,Italy,Bologna,,Santo Stefano,194,4.5,2,1,1,40,3,,2016-02-07 07:02:15.829202,44.487897,11.341925,0101000020E61000009E5E29CB10AF26408368AD68733E4640
4557480,310,23626284,Private room,Italy,Bologna,,Porto - Saragozza,54,5,2,1,1,52,1,,2016-02-07 07:02:09.697294,44.503838,11.344249,0101000020E6100000855CA96741B02640B43D7AC37D404640
6619466,310,34645004,Private room,Italy,Bologna,,Santo Stefano,10,5,2,1,1,98,1,,2016-02-07 07:02:00.503437,44.49882,11.344431,0101000020E61000000875914259B026409D4B7155D93F4640
7187900,310,33796853,Private room,Italy,Bologna,,Porto - Saragozza,23,4.5,2,1,1,58,2,,2016-02-07 07:01:53.262142,44.499299,11.336196,0101000020E61000008F17D2E121AC264077F69507E93F4640
10514403,310,44546363,Entire home/apt,Italy,Bologna,,San Donato - San Vitale,2,5,2,0,1,58,1,,2016-02-07 07:01:41.681608,44.492632,11.373605,0101000020E6100000813E912749BF2640467BBC900E3F4640
6458208,310,2189158,Entire home/apt,Italy,Bologna,,Porto - Saragozza,39,4.5,4,1,1,80,2,,2016-02-07 07:01:20.813909,44.50536,11.337413,0101000020E6100000917D9065C1AC2640715AF0A2AF404640
9382153,310,44752106,Entire home/apt,Italy,Bologna,,Porto - Saragozza,3,5,3,1,1,80,2,,2016-02-07 07:01:15.801330,44.493683,11.338387,0101000020E61000007AC8940F41AD2640ABCB2901313F4640
8030861,310,18257833,Entire home/apt,Italy,Bologna,,Santo Stefano,30,5,2,1,1,73,1,,2016-02-07 07:00:55.040673,44.499401,11.345972,0101000020E6100000D6A9F23D23B126407B4B395FEC3F4640
3097594,310,15753604,Entire home/apt,Italy,Bologna,,Santo Stefano,25,5,4,2,2,144,2,,2016-02-07 07:00:52.189288,44.490014,11.357009,0101000020E61000005DC136E2C9B62640844A5CC7B83E4640
10750333,310,35547626,Shared room,Italy,Bologna,,Santo Stefano,0,,2,1,1,25,1,,2016-02-07 07:00:48.932620,44.486956,11.354488,0101000020E61000001EA67D737FB52640A54BFF92543E4640
10777048,310,9201622,Private room,Italy,Bologna,,Santo Stefano,0,,2,1,1,92,1,,2016-02-07 07:00:38.508052,44.492833,11.343194,0101000020E6100000EA5DBC1FB7AF2640DDB1D826153F4640
7687527,310,10727963,Private room,Italy,Bologna,,Porto - Saragozza,0,,2,1,1,40,1,,2016-02-07 07:00:34.346686,44.496855,11.330204,0101000020E61000004B04AA7F10A9264052EDD3F1983F4640
7287298,310,21322058,Entire home/apt,Italy,Bologna,,Santo Stefano,3,5,4,1,1,79,1,,2016-02-07 07:00:31.488401,44.502104,11.351238,0101000020E610000093399677D5B326406C98A1F144404640
2349486,310,11997215,Entire home/apt,Italy,Bologna,,San Donato - San Vitale,48,5,3,1,1,87,2,,2016-02-07 07:00:24.076058,44.506681,11.355565,0101000020E610000059349D9D0CB6264096404AECDA404640
5888440,310,30579105,Private room,Italy,Bologna,,San Donato - San Vitale,3,4.5,2,1,1,35,1,,2016-02-07 07:00:01.793707,44.50805,11.379319,0101000020E6100000BB80971936C22640CC5D4BC807414640
7112907,310,37259831,Private room,Italy,Bologna,,Santo Stefano,13,4.5,1,1,,35,2,,2016-02-07 06:59:57.371936,44.493754,11.351803,0101000020E6100000F644D7851FB426407522C154333F4640
1927237,310,2459989,Entire home/apt,Italy,Bologna,,Porto - Saragozza,61,4.5,2,1,1,58,2,,2016-02-07 06:59:53.170417,44.501355,11.328873,0101000020E61000002713B70A62A82640D15790662C404640
6461406,310,33743816,Private room,Italy,Bologna,,Porto - Saragozza,35,5,2,1,1,64,1,,2016-02-07 06:59:41.607167,44.501031,11.340806,0101000020E6100000A88FC01F7EAE26401EA4A7C821404640
10183794,310,45136743,Entire home/apt,Italy,Bologna,,Santo Stefano,0,,,3,2,170,2,,2016-02-07 06:59:35.216321,44.495365,11.34755,0101000020E61000001973D712F2B12640A14ACD1E683F4640
10833003,310,56088817,Private room,Italy,Bologna,,Navile,1,5,2,1,1,25,1,,2016-02-07 06:59:32.135960,44.530366,11.366005,0101000020E61000004F58E20165BB264086747808E3434640
8251754,310,43515841,Private room,Italy,Bologna,,Santo Stefano,15,4.5,2,1,1,40,1,,2016-02-07 06:59:20.034120,44.489132,11.352496,0101000020E61000000FF10F5B7AB42640AAB69BE09B3E4640
5796449,310,4141786,Private room,Italy,Bologna,,Savena,19,5,2,1,1,27,1,,2016-02-07 06:59:08.216137,44.483907,11.380831,0101000020E6100000209BE447FCC226401AA721AAF03D4640
7478787,310,483382,Entire home/apt,Italy,Bologna,,Santo Stefano,7,4.5,4,1,1,72,2,,2016-02-07 06:59:06.194755,44.495861,11.343536,0101000020E610000050FF59F3E3AF2640512E8D5F783F4640
8726171,310,18044449,Entire home/apt,Italy,Bologna,,Santo Stefano,2,4,3,1,1,87,,,2016-02-07 06:59:03.515456,44.493992,11.353449,0101000020E6100000999B6F44F7B42640293E3E213B3F4640
10121197,310,7721608,Entire home/apt,Italy,Bologna,,Santo Stefano,3,4.5,2,0,1,58,2,,2016-02-07 06:58:59.338720,44.498601,11.350887,0101000020E6100000E02EFB75A7B326405F605628D23F4640
4630323,310,23978261,Private room,Italy,Bologna,,Santo Stefano,0,,2,1,1,35,1,,2016-02-07 06:58:46.296247,44.489635,11.352229,0101000020E6100000D367075C57B426400DFD135CAC3E4640
7183613,310,6855688,Entire home/apt,Italy,Bologna,,Santo Stefano,7,5,2,1,1,93,3,,2016-02-07 06:58:29.255525,44.492936,11.343269,0101000020E6100000147651F4C0AF2640B282DF86183F4640
861683,310,4515077,Entire home/apt,Italy,Bologna,,Porto - Saragozza,31,4.5,4,2,1,57,1,,2016-02-07 06:58:01.720680,44.49971,11.325954,0101000020E610000032005471E3A62640F9BD4D7FF63F4640
5287205,310,27312639,Entire home/apt,Italy,Bologna,,Porto - Saragozza,3,4.5,4,0,1,68,2,,2016-02-07 06:57:56.102164,44.500524,11.32663,0101000020E6100000F3C81F0C3CA726407A6EA12B11404640
9181918,310,47775699,Entire home/apt,Italy,Bologna,,Borgo Panigale - Reno,4,5,3,1,1,35,2,,2016-02-07 06:57:51.865391,44.505742,11.308296,0101000020E6100000A9F92AF9D89D2640581B6327BC404640
3100947,310,15766914,Private room,Italy,Bologna,,Santo Stefano,91,5,2,1,1,58,1,,2016-02-07 06:57:44.045317,44.491362,11.348953,0101000020E6100000A3AEB5F7A9B22640A33F34F3E43E4640
6862243,310,26304388,Entire home/apt,Italy,Bologna,,Santo Stefano,26,5,3,1,1,104,1,,2016-02-07 06:57:33.410273,44.486643,11.34674,0101000020E61000001A6EC0E787B12640E6E95C514A3E4640
2826093,310,8063636,Private room,Italy,Bologna,,Borgo Panigale - Reno,118,4.5,5,1,1,32,1,,2016-02-07 06:57:30.069792,44.525251,11.27319,0101000020E61000004030478FDF8B26407C98BD6C3B434640
3714652,310,18960119,Private room,Italy,Bologna,,Porto - Saragozza,18,5,2,1,2,40,2,,2016-02-07 06:57:18.371257,44.49317,11.325965,0101000020E610000002486DE2E4A6264025AFCE31203F4640
5793742,310,18530037,Private room,Italy,Bologna,,Porto - Saragozza,7,4.5,2,1,1,57,1,,2016-02-07 06:57:13.579747,44.492887,11.340604,0101000020E610000009C6C1A563AE2640D1CFD4EB163F4640
2419593,310,12366227,Private room,Italy,Bologna,,Santo Stefano,38,5,2,1,1,104,1,,2016-02-07 06:57:10.561491,44.488345,11.342352,0101000020E6100000BD70E7C248AF26402315C616823E4640
3893521,310,6315946,Entire home/apt,Italy,Bologna,,Porto - Saragozza,31,4.5,2,1,1,93,2,,2016-02-07 06:57:03.219292,44.49042,11.330126,0101000020E61000005C1E6B4606A92640F4A62215C63E4640
8179096,310,43159776,Private room,Italy,Bologna,,San Donato - San Vitale,7,3.5,1,1,1,35,3,,2016-02-07 06:57:00.458177,44.503666,11.373597,0101000020E610000076C4211B48BF2640B70DA32078404640
5424976,310,26632008,Entire home/apt,Italy,Bologna,,Porto - Saragozza,10,4.5,3,1,1,69,2,,2016-02-07 06:56:54.848519,44.494977,11.331596,0101000020E610000005F86EF3C6A92640D7A205685B3F4640
954236,310,3349630,Private room,Italy,Bologna,,Porto - Saragozza,20,5,2,1,,58,1,,2016-02-07 06:56:34.315959,44.487793,11.33917,0101000020E61000009291B3B0A7AD2640DF1B4300703E4640
823379,310,4322997,Entire home/apt,Italy,Bologna,,Navile,49,5,3,1,1,81,1,,2016-02-07 06:56:22.481940,44.513201,11.35663,0101000020E6100000828B153598B6264023A30392B0414640
8565007,310,45075748,Entire home/apt,Italy,Bologna,,Santo Stefano,5,4,4,1,1,93,1,,2016-02-07 06:55:57.023025,44.479048,11.36065,0101000020E6100000D49AE61DA7B826406B9BE271513D4640
2572332,310,13172321,Entire home/apt,Italy,Bologna,,Porto - Saragozza,48,5,4,2,2,98,2,,2016-02-07 06:55:50.378397,44.488427,11.334736,0101000020E61000007496598462AB2640E0BDA3C6843E4640
10327911,310,30830702,Private room,Italy,Bologna,,Porto - Saragozza,0,,1,1,1,45,1,,2016-02-07 06:55:37.193393,44.496448,11.34118,0101000020E61000003B191C25AFAE26401215AA9B8B3F4640
3426592,310,14585163,Private room,Italy,Bologna,,Porto - Saragozza,1,5,4,1,2,115,1,,2016-02-07 06:55:23.101934,44.496322,11.338556,0101000020E6100000AABA473657AD26408524B37A873F4640
8676739,310,45572137,Entire home/apt,Italy,Bologna,,Santo Stefano,1,5,2,0,1,92,2,,2016-02-07 06:55:20.538500,44.494486,11.344747,0101000020E6100000C9C9C4AD82B02640392A37514B3F4640
10326583,310,30830702,Private room,Italy,Bologna,,Porto - Saragozza,1,5,2,1,1,57,1,,2016-02-07 06:55:16.175798,44.496905,11.341814,0101000020E610000040A19E3E02AF2640041C42959A3F4640
372849,310,1876282,Entire home/apt,Italy,Bologna,,Santo Stefano,21,4.5,2,1,1,63,2,,2016-02-07 06:55:10.410057,44.492425,11.355926,0101000020E61000009A97C3EE3BB62640CC5D4BC8073F4640
2195163,310,11196379,Entire home/apt,Italy,Bologna,,Santo Stefano,12,4.5,3,2,1,78,3,,2016-02-07 06:55:05.683228,44.497301,11.344743,0101000020E6100000C30C8D2782B0264051A2258FA73F4640
6013543,310,31215464,Entire home/apt,Italy,Bologna,,Porto - Saragozza,20,4,2,1,1,61,1,,2016-02-07 06:54:44.701721,44.4952,11.335594,0101000020E6100000B8770DFAD2AB2640567DAEB6623F4640
9027392,310,25102598,Private room,Italy,Bologna,,Navile,27,4.5,4,1,1,32,1,,2016-02-07 06:54:33.610762,44.508978,11.348421,0101000020E6100000AF7AC03C64B226401631EC3026414640
4699527,310,24292760,Entire home/apt,Italy,Bologna,,Santo Stefano,19,4.5,4,2,1,60,2,,2016-02-07 06:54:22.255834,44.494901,11.350575,0101000020E61000002497FF907EB32640FCE07CEA583F4640
943565,310,5105486,Entire home/apt,Italy,Bologna,,Santo Stefano,80,4,3,1,1,79,2,,2016-02-07 06:54:19.828403,44.496957,11.3465,0101000020E6100000C520B07268B12640574277499C3F4640
6695369,310,25293324,Private room,Italy,Bologna,,San Donato - San Vitale,3,4.5,2,1,1,29,1,,2016-02-07 06:54:06.951969,44.492992,11.364713,0101000020E610000023DA8EA9BBBA26404698A25C1A3F4640
5457107,310,28303563,Entire home/apt,Italy,Bologna,,Porto - Saragozza,18,4.5,3,1,1,74,1,,2016-02-07 06:53:45.862491,44.498257,11.31737,0101000020E61000008A7615527EA226406500A8E2C63F4640
4231365,310,21802541,Private room,Italy,Bologna,,San Donato - San Vitale,0,,2,1,1,46,,,2016-02-07 06:53:41.617179,44.505449,11.379695,0101000020E6100000D1E80E6267C22640E065868DB2404640
8395511,310,44235526,Private room,Italy,Bologna,,Porto - Saragozza,9,4.5,2,1,1,35,1,,2016-02-07 06:53:38.715441,44.502881,11.327967,0101000020E61000009F55664AEBA72640D06394675E404640
8767378,310,45970224,Entire home/apt,Italy,Bologna,,Santo Stefano,5,4.5,5,2,1,115,1,,2016-02-07 06:53:24.700985,44.48894,11.342097,0101000020E6100000931E865627AF264066DAFE95953E4640
8605541,310,45276106,Private room,Italy,Bologna,,Navile,16,4.5,3,1,1,42,1,,2016-02-07 06:53:13.529732,44.51502,11.33866,0101000020E61000003EEDF0D764AD26409964E42CEC414640
2795499,310,2130995,Private room,Italy,Bologna,,Borgo Panigale - Reno,17,4.5,2,1,1,63,2,,2016-02-07 06:52:48.486914,44.488806,11.295716,0101000020E6100000D1CE691668972640560BEC31913E4640
8714718,310,9723581,Private room,Italy,Bologna,,Porto - Saragozza,20,4,2,1,1,35,2,,2016-02-07 06:52:29.689495,44.494646,11.334653,0101000020E61000003E0455A357AB2640728C648F503F4640
10486610,310,30830702,Private room,Italy,Bologna,,Porto - Saragozza,0,,2,1,1,50,1,,2016-02-07 06:52:11.435732,44.495492,11.340946,0101000020E61000006F675F7990AE2640FEB627486C3F4640
204553,310,569422,Private room,Italy,Bologna,,Porto - Saragozza,141,5,2,1,2,50,2,,2016-02-07 06:52:00.237872,44.491049,11.339822,0101000020E610000031EC3026FDAD2640E3DD91B1DA3E4640
8826698,310,16872973,Entire home/apt,Italy,Bologna,,Porto - Saragozza,8,5,4,1,1,67,1,,2016-02-07 06:51:19.986327,44.494561,11.331698,0101000020E6100000164CFC51D4A9264043705CC64D3F4640
961864,310,705535,Private room,Italy,Bologna,,Porto - Saragozza,17,5,2,1,1,69,2,,2016-02-07 06:51:07.859429,44.492475,11.337036,0101000020E610000039268BFB8FAC26407E8CB96B093F4640
2719377,310,13916122,Private room,Italy,Bologna,,Santo Stefano,3,4.5,2,1,1,101,1,,2016-02-07 06:50:35.135185,44.495409,11.355455,0101000020E61000003C66A032FEB526407192E68F693F4640
840951,310,4170880,Entire home/apt,Italy,Bologna,,Porto - Saragozza,29,4.5,3,1,1,96,2,,2016-02-07 06:50:01.592504,44.495592,11.331089,0101000020E61000007521567F84A926406214048F6F3F4640
7963175,310,42003309,Entire home/apt,Italy,Bologna,,Borgo Panigale - Reno,15,5,2,1,1,37,1,,2016-02-07 06:49:57.326844,44.528655,11.280133,0101000020E61000008C0FB3976D8F2640F6EE8FF7AA434640
4852502,310,24965035,Entire home/apt,Italy,Bologna,,Santo Stefano,38,5,4,1,1,98,1,,2016-02-07 06:49:25.258422,44.491058,11.348465,0101000020E6100000ED9925016AB22640373811FDDA3E4640
8998336,310,38991644,Entire home/apt,Italy,Bologna,,Santo Stefano,1,4,3,0,1,190,,,2016-02-07 06:49:23.063023,44.494032,11.34616,0101000020E6100000E15D2EE23BB12640B796C9703C3F4640
9059241,310,47258499,Entire home/apt,Italy,Bologna,,San Donato - San Vitale,10,4,3,1,1,40,1,,2016-02-07 06:49:12.744991,44.498315,11.35732,0101000020E6100000D769A4A5F2B62640990D32C9C83F4640
663253,310,3349630,Private room,Italy,Bologna,,Santo Stefano,41,5,2,1,,58,1,,2016-02-07 06:48:57.984124,44.487671,11.34028,0101000020E61000003CF71E2E39AE2640931ADA006C3E4640
6531485,310,14713255,Private room,Italy,Bologna,,San Donato - San Vitale,68,5,2,1,1,38,1,,2016-02-07 06:48:53.933567,44.50464,11.369889,0101000020E6100000E04C4C1762BD26407120240B98404640
967017,310,5275503,Entire home/apt,Italy,Bologna,,Santo Stefano,92,5,2,1,1,75,4,,2016-02-07 06:48:49.021307,44.487321,11.342591,0101000020E6100000D1CE691668AF2640B7D3D688603E4640
9171999,310,32491350,Private room,Italy,Bologna,,Porto - Saragozza,1,3,2,1,1,38,2,,2016-02-07 06:48:46.557444,44.493318,11.337622,0101000020E6100000FAD170CADCAC26409A43520B253F4640
924387,310,4434674,Private room,Italy,Bologna,,Navile,80,5,2,1,,69,1,,2016-02-07 06:48:42.646822,44.508096,11.344782,0101000020E6100000BB7F2C4487B026403D9D2B4A09414640
4949187,310,18732232,Entire home/apt,Italy,Bologna,,Santo Stefano,2,,2,1,1,104,2,,2016-02-07 06:48:11.385085,44.494083,11.343165,0101000020E61000008143A852B3AF26403A419B1C3E3F4640
4350884,310,22584990,Private room,Italy,Bologna,,Santo Stefano,28,4,2,1,1,28,2,,2016-02-07 06:48:07.036185,44.484913,11.369326,0101000020E6100000FF1F274C18BD2640DF3312A1113E4640
7442902,310,38991644,Entire home/apt,Italy,Bologna,,Santo Stefano,4,5,4,2,1,213,,,2016-02-07 06:47:55.876397,44.493318,11.344447,0101000020E61000001F69705B5BB026409A43520B253F4640
4126396,310,21404723,Entire home/apt,Italy,Bologna,,Porto - Saragozza,114,4.5,4,1,1,71,1,,2016-02-07 06:47:50.257623,44.498415,11.343441,0101000020E61000000936AE7FD7AF2640FD6A0E10CC3F4640
8159300,310,42963739,Private room,Italy,Bologna,,Santo Stefano,1,5,3,1,1,69,1,,2016-02-07 06:47:31.374033,44.490665,11.355895,0101000020E6100000AE9E93DE37B626405B25581CCE3E4640
9386423,310,1932211,Entire home/apt,Italy,Bologna,,Santo Stefano,0,,2,0,1,80,5,,2016-02-07 06:47:26.639751,44.487451,11.341602,0101000020E6100000137F1475E6AE264085B35BCB643E4640
5308923,310,27499586,Private room,Italy,Bologna,,Porto - Saragozza,35,4.5,2,1,1,35,1,,2016-02-07 06:47:17.710547,44.500624,11.340852,0101000020E6100000698D412784AE2640DECB7D7214404640
1736073,310,7971236,Private room,Italy,Bologna,,Santo Stefano,8,5,2,1,1,65,2,,2016-02-07 06:47:13.479691,44.489744,11.354441,0101000020E61000001BB96E4A79B52640C4B46FEEAF3E4640
5373622,310,26178566,Entire home/apt,Italy,Bologna,,Santo Stefano,19,4.5,4,3,1,69,5,,2016-02-07 06:47:10.661939,44.500477,11.350567,0101000020E6100000191D90847DB3264039B35DA10F404640
7772868,310,34640632,Entire home/apt,Italy,Bologna,,Porto - Saragozza,6,5,4,1,,92,2,,2016-02-07 06:47:02.199432,44.492063,11.341123,0101000020E6100000AAD381ACA7AE26402C499EEBFB3E4640
5541527,310,13952626,Private room,Italy,Bologna,,Santo Stefano,14,4.5,2,1,2,39,2,,2016-02-07 06:46:45.601631,44.496107,11.35235,0101000020E6100000BF7D1D3867B426408928266F803F4640
1691892,310,8031444,Entire home/apt,Italy,Bologna,,Santo Stefano,9,4.5,4,2,1,87,2,,2016-02-07 06:46:38.865986,44.485852,11.33915,0101000020E610000076E09C11A5AD26401D59F965303E4640
5315089,310,27532595,Entire home/apt,Italy,Bologna,,Porto - Saragozza,42,4.5,2,0,1,72,2,,2016-02-07 06:46:28.104526,44.500591,11.340299,0101000020E610000017B9A7AB3BAE264002D6AA5D13404640
2902465,310,14720629,Private room,Italy,Bologna,,Santo Stefano,0,,3,1,1,46,1,,2016-02-07 06:46:23.323421,44.480726,11.37083,0101000020E610000059C0046EDDBD26401F2BF86D883D4640
8901013,310,46560366,Private room,Italy,Bologna,,Santo Stefano,8,4,2,1,1,35,1,,2016-02-07 06:46:19.183260,44.487637,11.340537,0101000020E6100000E9279CDD5AAE2640E7A8A3E36A3E4640
6369617,310,33184899,Private room,Italy,Bologna,,Santo Stefano,31,5,3,1,1,69,2,,2016-02-07 06:46:16.342584,44.501545,11.347659,0101000020E6100000F451465C00B22640753C66A032404640
5743743,310,5558301,Private room,Italy,Bologna,,Porto - Saragozza,7,5,2,1,1,58,1,,2016-02-07 06:45:57.040944,44.499872,11.334836,0101000020E6100000020CCB9F6FAB2640D31742CEFB3F4640
884148,310,4664996,Entire home/apt,Italy,Bologna,,Santo Stefano,259,5,4,1,1,60,1,,2016-02-07 06:45:35.428339,44.499446,11.345664,0101000020E610000020CF2EDFFAB026401B0FB6D8ED3F4640
8853909,310,5234186,Private room,Italy,Bologna,,Porto - Saragozza,0,,2,1,1,52,1,,2016-02-07 06:45:27.681651,44.491862,11.328199,0101000020E6100000E92807B309A8264094128255F53E4640
510771,310,2516628,Private room,Italy,Bologna,,Borgo Panigale - Reno,52,4.5,2,1,1,35,1,,2016-02-07 06:45:25.211779,44.495964,11.291097,0101000020E61000006CED7DAA0A95264026FF93BF7B3F4640
2318690,310,11841317,Entire home/apt,Italy,Bologna,,Santo Stefano,35,5,3,1,1,73,3,,2016-02-07 06:45:10.556154,44.503629,11.348038,0101000020E6100000CF87670932B22640992842EA76404640
8916073,310,19418490,Private room,Italy,Bologna,,San Donato - San Vitale,6,5,2,1,1,35,1,,2016-02-07 06:45:09.096736,44.492388,11.371941,0101000020E61000004415FE0C6FBE2640AF78EA91063F4640
2744500,310,13801712,Private room,Italy,Bologna,,Navile,35,5,2,1,1,41,2,,2016-02-07 06:45:04.936756,44.516537,11.347197,0101000020E6100000E38920CEC3B12640441669E21D424640
5869970,310,30479573,Private room,Italy,Bologna,,Porto - Saragozza,50,4.5,4,1,1,40,1,,2016-02-07 06:44:52.959794,44.498662,11.328133,0101000020E61000000B7A6F0C01A8264005E10A28D43F4640
8768010,310,22005267,Entire home/apt,Italy,Bologna,,Porto - Saragozza,9,5,4,2,1,64,2,,2016-02-07 06:44:49.771891,44.494988,11.33093,0101000020E6100000D3872EA86FA92640CBF44BC45B3F4640
6353643,310,11966417,Entire home/apt,Italy,Bologna,,Navile,17,5,4,1,1,102,1,,2016-02-07 06:44:46.616543,44.510001,11.345944,0101000020E6100000AE7E6C921FB12640B2F677B647414640
7298587,310,38229371,Private room,Italy,Bologna,,Santo Stefano,22,4.5,2,1,1,32,1,,2016-02-07 06:44:42.852566,44.495124,11.352607,0101000020E61000006DAE9AE788B426407BBB2539603F4640
8513011,310,22652004,Private room,Italy,Bologna,,Porto - Saragozza,4,4,3,1,1,29,1,,2016-02-07 06:44:37.991282,44.490689,11.337381,0101000020E61000006495D233BDAC2640E4C0ABE5CE3E4640
10609945,310,54748076,Private room,Italy,Bologna,,San Donato - San Vitale,1,4,2,1,1,35,1,,2016-02-07 06:44:32.545735,44.50224,11.359545,0101000020E610000072E1404816B826401C5F7B6649404640
7195704,310,36602952,Entire home/apt,Italy,Bologna,,Porto - Saragozza,2,5,3,2,2,114,2,,2016-02-07 06:44:20.920352,44.500833,11.338219,0101000020E61000008BC56F0A2BAD2640F8E0B54B1B404640
5033080,310,25982140,Entire home/apt,Italy,Bologna,,Porto - Saragozza,6,5,2,0,1,60,3,,2016-02-07 06:44:19.500478,44.492264,11.333007,0101000020E61000009BADBCE47FAA2640C37FBA81023F4640
6058378,310,31444512,Private room,Italy,Bologna,,Santo Stefano,31,5,2,1,1,58,2,,2016-02-07 06:44:14.447365,44.488926,11.343849,0101000020E61000004D86E3F90CB0264001158E20953E4640
7682827,310,6383879,Entire home/apt,Italy,Bologna,,Porto - Saragozza,2,4.5,3,1,1,46,2,,2016-02-07 06:44:06.069286,44.502524,11.338372,0101000020E6100000A4C343183FAD264041BAD8B452404640
7508130,310,39333094,Private room,Italy,Bologna,,Borgo Panigale - Reno,15,5,3,1,1,41,1,,2016-02-07 06:43:54.691125,44.504713,11.303566,0101000020E6100000E65AB4006D9B2640DB6E826F9A404640
11051708,310,49704909,Private room,Italy,Bologna,,Savena,0,,2,1,0,40,2,,2016-02-07 06:43:50.158379,44.479168,11.385191,0101000020E6100000556D37C137C5264016A58460553D4640
9055509,310,47243425,Private room,Italy,Bologna,,San Donato - San Vitale,2,4.5,2,1,1,23,1,,2016-02-07 06:43:41.975515,44.501585,11.361289,0101000020E610000020CF2EDFFAB826400395F1EF33404640
3481403,310,4101868,Private room,Italy,Bologna,,Porto - Saragozza,21,4.5,3,1,1,35,1,,2016-02-07 06:43:37.948274,44.498242,11.329949,0101000020E610000020B24813EFA826402FBFD364C63F4640
8984680,310,46937952,Entire home/apt,Italy,Bologna,,Porto - Saragozza,3,3.5,3,1,1,66,3,,2016-02-07 06:43:28.744408,44.495598,11.335249,0101000020E61000008D08C6C1A5AB264044FB58C16F3F4640
502969,310,1877146,Entire home/apt,Italy,Bologna,,Porto - Saragozza,47,4.5,3,1,1,80,2,,2016-02-07 06:43:26.742657,44.49797,11.331146,0101000020E61000000667F0F78BA92640CF31207BBD3F4640
8900518,310,13627646,Entire home/apt,Italy,Bologna,,Porto - Saragozza,3,4,3,1,1,60,1,,2016-02-07 06:43:19.875681,44.497847,11.336411,0101000020E6100000810706103EAC2640B3B45373B93F4640
2342800,310,11964476,Entire home/apt,Italy,Bologna,,Borgo Panigale - Reno,16,4.5,2,1,1,42,2,,2016-02-07 06:43:02.865039,44.510487,11.301299,0101000020E610000090A2CEDC439A26403E0455A357414640
1475477,310,7867976,Entire home/apt,Italy,Bologna,,Porto - Saragozza,39,4.5,4,2,1,80,2,,2016-02-07 06:43:00.006398,44.490233,11.337343,0101000020E6100000AE11C138B8AC2640C23577F4BF3E4640
9337410,310,48310015,Private room,Italy,Bologna,,Santo Stefano,3,4.5,1,1,1,19,1,,2016-02-07 06:42:52.412206,44.486977,11.36633,0101000020E61000005D16139B8FBB2640BD732843553E4640
7996811,310,2688746,Entire home/apt,Italy,Bologna,,Santo Stefano,17,4.5,3,0,1,57,2,,2016-02-07 06:42:48.412543,44.502478,11.351957,0101000020E6100000513239B533B42640D17AF83251404640
10482710,310,27038731,Private room,Italy,Bologna,,Santo Stefano,1,4,2,1,1,44,,,2016-02-07 06:42:35.437461,44.493689,11.353255,0101000020E6100000064CE0D6DDB426408EB27E33313F4640
5001023,310,25736875,Entire home/apt,Italy,Bologna,,Porto - Saragozza,19,5,4,1,1,104,2,,2016-02-07 06:42:31.907992,44.498627,11.340903,0101000020E6100000723788D68AAE264088F37002D33F4640
