id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year,month
15432493,appartamento LA TERRAZZA,26941415,Pierandrea,,Navile,44.509.540.605.798.600,11.349.918.109.008.500,Entire home/apt,90,2,0,,,6,345,june,2018
15434763,Appartamento villetta vicino aeroporto e fiera,96397389,Gaia,,Borgo Panigale - Reno,44.522.885.328.088.100,11.294.826.468.710.800,Entire home/apt,65,2,9,28/05/17,0.48,1,247,june,2018
15445223,La finestra sul cortile,1420043,Alessandra,,Santo Stefano,4.449.753.541.702.080,11.345.085.458.117.500,Entire home/apt,60,2,13,18/06/18,0.63,1,359,june,2018
15450007,Nel cuore di ciò che conta.,99103262,Michele,,Santo Stefano,44.496.304.145.415.700,11.349.421.109.285.600,Shared room,18,2,20,15/06/18,0.99,1,300,june,2018
15455437,Borghina - Double room in the center!,40558424,Michela,,Santo Stefano,444.999.503.918.443,11.348.803.347.029.100,Private room,25,1,2,23/10/16,0.10,1,29,june,2018
15457126,Modern and cozy steps from the center - 2884,5056483,Bettina,,Porto - Saragozza,4.449.952.516.152.370,11.327.628.296.481.200,Entire home/apt,100,3,3,31/10/17,0.15,64,213,june,2018
15457323,Riva Reno 114 II - A flat with a garden’s view,4235069,Elena,,Porto - Saragozza,44.499.622.273.375.200,11.339.590.010.542.200,Entire home/apt,40,2,34,21/05/18,1.67,2,156,june,2018
15459577,HouseConsolini Fiera-CentroStorico-FICO-CasaARTIST,98261236,Francesca,,San Donato - San Vitale,4.450.429.399.023.820,11.376.993.982.943.600,Entire home/apt,70,4,6,09/04/17,0.30,1,34,june,2018
15460234,ABITAROOM Wine Mini-flat,99194205,Pasquale,,Porto - Saragozza,4.450.430.414.633.320,1.134.172.150.825.100,Entire home/apt,85,1,25,16/06/18,1.59,5,109,june,2018
15463755,S.Orsola attic apartment,74180989,Marco,,San Donato - San Vitale,444.935.696.942.164,1.136.125.284.103.880,Entire home/apt,69,3,26,28/05/18,1.26,2,321,june,2018
15474049,Camera con Bagno Privato in centro/Stazione/MamBo,6664958,Enrico,,Porto - Saragozza,4.450.240.420.944.400,11.336.732.152.657.500,Private room,70,3,5,30/03/18,0.25,1,88,june,2018
15474207,Bentivoglio - Cozy flat in the heart of Bologna!,5056483,Bettina,,Santo Stefano,4.449.236.037.499.060,11.346.174.798.506.700,Entire home/apt,550,1,0,,,64,186,june,2018
15474214,monolocale Oberdan,99322914,Alina,,Santo Stefano,4.449.613.181.072.010,11.346.764.375.304.800,Entire home/apt,80,1,1,05/01/17,0.06,2,365,june,2018
15475866,Hercolani - Nice studio 40sqm heart of Bologna,5056483,Bettina,,Santo Stefano,4.449.385.709.077.670,11.344.192.508.569.900,Entire home/apt,429,1,0,,,64,217,june,2018
15476601,Uguzzoni - Stately 85sqm flat breathtaking views!,5056483,Bettina,,Santo Stefano,44.492.943.389.601.900,11.344.895.131.574.400,Entire home/apt,247,1,11,07/05/18,0.54,64,207,june,2018
15482819,Bologna Rainbow House,64299513,Sabrina,,Navile,44.526.344.389.179.000,11.315.823.931.229.200,Entire home/apt,54,2,5,25/03/18,0.39,1,195,june,2018
15496156,Appartamento in centro con terrazzo,7236033,Silvia,,Santo Stefano,4.448.942.285.074.730,1.135.475.649.586.890,Entire home/apt,55,2,8,10/06/18,0.39,1,299,june,2018
15496753,Gelsomino Apt with garden @bnbbologna Mascarella,91327300,Bnbbologna,,Santo Stefano,445.002.172.554.593,1.135.215.430.290.900,Entire home/apt,62,1,52,28/06/18,2.54,21,277,june,2018
15504889,Palazzo Cavalieri Guesthouse - Asinelli,7802745,Michele,,Porto - Saragozza,44.497.950.015.556.800,1.134.305.779.533.000,Private room,60,1,83,26/02/18,4.16,5,149,june,2018
15506168,La terrazza,2452550,Federico,,Santo Stefano,4.450.302.083.714.470,11.351.834.504.024.500,Entire home/apt,70,1,56,30/05/18,3.99,1,27,june,2018
15507694,Posizione centralissima tranquilla e silenziosa,55022472,Daniela,,Porto - Saragozza,44.498.715.505.991.200,11.340.803.796.019.500,Entire home/apt,72,2,78,26/06/18,4.40,2,43,june,2018
15507701,Eccezionale B&B SUITE ART,99625271,Suite,,Navile,4.450.659.151.978.860,11.342.137.624.990.300,Entire home/apt,280,4,2,01/01/17,0.10,6,360,june,2018
15508481,Monolocale in zona fiera /centro,99632788,Walid,,Navile,4.451.335.249.799.390,11.354.651.863.871.600,Entire home/apt,54,1,220,16/06/18,10.66,1,102,june,2018
15508986,Apartment in Bolognina 700m from the train station,19740526,Paolo,,Navile,44.510.895.367.498.600,11.345.871.774.874.500,Entire home/apt,50,1,8,01/01/18,0.39,1,149,june,2018
15510679,Palazzo Cavalieri Guesthouse -  Piazza Grande,7802745,Michele,,Porto - Saragozza,44.499.426.241.021.600,11.342.230.846.699.900,Private room,60,1,110,11/06/18,5.55,5,122,june,2018
15510863,BELLISSIMA SUITE ART BOLOGNA,99625271,Suite,,Porto - Saragozza,4.450.496.930.794.260,11.339.531.944.812.100,Private room,60,1,25,04/03/18,1.22,6,247,june,2018
15519023,room at the fair and for the center of Bologna,39033780,David,,San Donato - San Vitale,4.450.914.087.407.380,11.361.633.913.191.300,Private room,50,1,1,21/10/16,0.05,1,178,june,2018
15520072,Narciso Loft design  @bnbbologna Mascarella,91327300,Bnbbologna,,Santo Stefano,44.500.415.082.613.600,1.135.237.987.590.820,Entire home/apt,68,1,31,15/03/18,1.50,21,297,june,2018
15521698,Suite Bohemièn nel cuore di Bologna,80510067,Vic,,Santo Stefano,44.495.566.243.795.400,1.134.463.784.104.630,Entire home/apt,110,1,28,25/03/18,1.40,1,46,june,2018
15525304,Suite art bologna elegantissima,99625271,Suite,,Porto - Saragozza,4.450.596.727.413.180,11.339.439.596.533.900,Private room,75,1,22,06/03/18,1.07,6,244,june,2018
15526175,Cavalieri's Grand -  Nettuno suite,7802745,Michele,,Santo Stefano,4.449.880.103.027.460,11.343.947.709.827.100,Private room,60,1,129,09/06/18,6.55,5,151,june,2018
15527068,Palazzo Cavalieri Guesthouse -  Garisenda,7802745,Michele,,Santo Stefano,44.497.841.795.978.400,11.344.057.005.025.800,Private room,45,1,46,29/03/18,2.31,5,146,june,2018
15532454,Honey House,98122130,Raimondo & Elisabetta,,Navile,4.451.063.320.651,11.347.674.111.033.900,Entire home/apt,55,1,14,30/06/17,0.68,3,0,june,2018
15534481,Cozy and quite apartment in a strategic position,2047280,Gabriele,,Borgo Panigale - Reno,4.451.621.882.448.550,11.282.979.583.648.800,Entire home/apt,50,2,20,30/04/18,1.10,2,330,june,2018
15542389,APT MONDO,70328744,Danila,,San Donato - San Vitale,44.499.968.572.504.200,11.373.164.775.977.600,Entire home/apt,50,2,82,20/06/18,4.05,1,22,june,2018
15550466,Garden loft close to heart of town,3570100,Letizia,,Porto - Saragozza,4.449.335.586.807.110,11.316.519.215.987.900,Entire home/apt,60,1,74,27/06/18,3.73,1,189,june,2018
15555710,ATTIC FLAT FAIRGROUND DOWNTOWN AIRPORT MOTORWAY,100142895,Maria Cristina,,Santo Stefano,44.503.106.479.526.400,11.355.039.834.823.200,Entire home/apt,50,3,9,29/03/18,0.45,1,318,june,2018
15557430,Gorgeous apartment two steps from Bologna Airport,93668747,Fabiana,,Navile,4.453.642.915.037.070,11.303.529.721.889.400,Entire home/apt,60,7,16,22/09/17,0.79,1,59,june,2018
15557806,ca del bes,100164049,Marco,,Santo Stefano,444.362.354.334.044,11.348.912.537.970.600,Entire home/apt,52,2,2,14/11/16,0.10,1,171,june,2018
15559539,Luminosa camera matrimoniale,88450944,Chiara,,Porto - Saragozza,44.503.905.875.575.700,11.338.379.977.848.400,Private room,50,1,8,18/03/18,0.39,1,364,june,2018
15575718,Camera matrimoniale in casa panoramica in centro,100337422,Renata,,Santo Stefano,4.449.391.989.804.380,11.354.708.282.003.500,Private room,50,1,2,18/03/17,0.10,2,87,june,2018
15595230,Stanza matrimoniale vicino a  fiera e centro,96307323,Arianna,,San Donato - San Vitale,44.504.852.959.533.100,1.137.263.552.221.710,Private room,38,1,7,27/03/18,0.35,1,179,june,2018
15595679,Comfortable double room in Bologna,18809297,Sergio,,Navile,4.450.972.200.824.970,11.342.625.492.781.100,Private room,35,1,7,28/03/18,0.45,1,98,june,2018
15597313,Appartamento dotato di ogni comfort pieno centro,13471995,Roberta,,Porto - Saragozza,44.499.331.807.424.100,11.341.346.417.380.300,Entire home/apt,90,2,22,10/06/18,1.21,1,111,june,2018
15598156,bella camera singola in pieno centro Bologna,100337422,Renata,,Santo Stefano,44.493.681.478.988,11.352.197.675.203.400,Private room,30,1,4,29/01/17,0.20,2,81,june,2018
15612174,Stanza privata letto matrimoniale.,100664821,Antonella,,Navile,44.518.383.813.024.900,1.135.365.712.201.400,Private room,45,1,76,19/06/18,3.72,1,88,june,2018
15625876,Appartamento confortevole in zona residenziale,84559843,Marina,,Santo Stefano,4.448.176.109.133.430,11.369.651.203.363.200,Entire home/apt,50,2,29,03/01/18,1.48,1,362,june,2018
15628778,Villa Toscana 200,100757135,Renata,,Savena,444.528.384.528.593,11.365.888.576.014.600,Entire home/apt,300,3,2,18/02/18,0.10,3,90,june,2018
15628845,The Little Garden,99897244,Maria Grazia,,Borgo Panigale - Reno,4.451.870.772.312.910,11.274.010.998.137.900,Entire home/apt,45,2,10,22/04/18,0.75,1,347,june,2018
15639014,Bright two-room flat,15628721,Selene,,Santo Stefano,4.448.686.106.300.120,11.358.550.257.976.400,Entire home/apt,42,3,32,24/03/18,1.58,1,27,june,2018
15644076,Quiet and cozy room just outside the city walls,100901385,Paola,,Porto - Saragozza,4.449.236.556.151.820,11.325.087.285.848.200,Entire home/apt,55,2,9,30/04/18,0.45,1,10,june,2018
15650963,Bright & elegant 130sqm historical centre - 80961,5056483,Bettina,,Porto - Saragozza,4.450.163.629.690.060,11.332.598.904.867.900,Entire home/apt,160,3,0,,,64,194,june,2018
15652969,DOBLE ROOM BOLOGNA CENTER 1 / 2 PERSON,18452628,Francesco,,Porto - Saragozza,4.450.111.597.796.210,11.338.569.748.000.800,Private room,32,1,2,06/11/16,0.10,4,29,june,2018
15653365,3BC# - CAMERA TRIPLA DOPPIA SINGOLA BOLOGNA CENTRO,18452628,Francesco,,Porto - Saragozza,4.450.047.382.711.240,11.338.025.420.055.700,Private room,32,1,0,,,4,29,june,2018
15658858,alloggio strategico x la fiera,101082189,Giuseppe,,Navile,4.451.183.867.122.820,11.342.891.841.812.300,Private room,28,2,36,21/05/18,1.78,1,0,june,2018
15661488,Stanza ampia luminosa e con bagno privato,24893082,Sara,,San Donato - San Vitale,4.449.858.208.318.960,11.362.054.912.515.300,Private room,38,3,14,21/06/18,1.39,1,157,june,2018
15669559,BRIGHT three room apt. with BIG PRIVATE TERRACE,86642341,Francesca,,Santo Stefano,444.922.147.134.999,11.352.319.937.042.300,Entire home/apt,230,3,2,04/07/17,0.13,7,296,june,2018
15670106,my place for the location end the atmosphere,6046787,Maria,,Porto - Saragozza,4.450.054.940.823.250,11.337.971.829.892.300,Private room,50,2,93,20/06/18,4.80,1,246,june,2018
15672549,The Rose's flat 10 min walk far from the center!,101215918,Monica,,Santo Stefano,4.448.101.327.204.330,11.347.881.085.563.200,Entire home/apt,140,2,39,10/06/18,2.15,1,331,june,2018
15677104,"appartamento  ""Fabrizia""",30450176,Vito,,Porto - Saragozza,44.485.470.043.501.900,11.291.192.408.405.900,Private room,40,1,0,,,2,363,june,2018
15693721,Villa Toscana,100757135,Renata,,Savena,4.445.158.916.904.780,11.365.074.916.122.700,Entire home/apt,300,3,0,,,3,302,june,2018
15699554,comfort beauty and art for your journey in Bologna,101043907,Emi,,Savena,44.472.298.716.264.700,11.401.982.119.238.200,Private room,46,1,12,22/04/18,0.77,1,32,june,2018
15714209,low cost bologna 35 euro a persona,41535572,Luciano,,San Donato - San Vitale,4.449.016.596.287.300,11.375.385.822.224.900,Private room,31,1,2,18/03/18,0.10,4,365,june,2018
15724078,Mellara House,17873874,Wendy,,Porto - Saragozza,44.504.605.080.754.600,11.340.623.045.828.900,Entire home/apt,50,1,0,,,1,33,june,2018
15740951,CENTOTRECENTO SUITE,101720374,Antonella,,Santo Stefano,4.449.862.777.511.310,11.351.484.749.307.900,Entire home/apt,75,2,100,18/06/18,5.04,1,303,june,2018
15765494,Moderno trilocale in pieno centro,101877982,Marco,,Porto - Saragozza,4.449.999.890.426.650,11.341.991.533.253.300,Private room,45,1,5,28/09/17,0.25,1,364,june,2018
15779980,Loft in corte antica alberata,93627844,Domenico,,Porto - Saragozza,4.449.145.578.215.720,1.133.285.051.313.770,Entire home/apt,40,2,16,03/04/18,0.82,1,363,june,2018
15781331,PRIVATE ROOM IN THE CENTER OF BOLOGNA Indipendenza,57045370,Andrea,,Porto - Saragozza,444.982.188.403.896,11.342.348.366.554.800,Private room,30,1,7,24/06/18,7,1,32,june,2018
15794244,B&B Belle Arti frescoed room&breakfast,2459989,Gosia & Mario,,Santo Stefano,44.498.027.495.135.800,11.350.140.855.985.900,Private room,50,1,72,12/06/18,3.63,7,96,june,2018
15814028,Clara-Avesella GuestHouse,46172850,Andrea,,Porto - Saragozza,4.450.106.297.908.910,11.342.138.691.657.300,Private room,40,2,57,14/06/18,2.87,4,322,june,2018
15814448,Dina-Avesella GuestHouse,46172850,Andrea,,Porto - Saragozza,4.450.107.670.347.910,11.341.572.195.234.100,Private room,40,2,73,06/06/18,3.71,4,322,june,2018
15816448,Quiet apartment just outside the historical center,13498706,Roberto,,Porto - Saragozza,4.449.304.964.756.760,11.327.094.334.679.400,Entire home/apt,65,7,4,31/05/18,0.22,2,215,june,2018
15816556,Residenza La Terrazza,102376726,Chiara,,San Donato - San Vitale,4.449.211.580.133.270,1.136.815.224.901.820,Entire home/apt,60,1,27,20/12/17,1.48,2,1,june,2018
15823185,Skylight Apart superior @bnbbologna Mascarella,91327300,Bnbbologna,,Santo Stefano,44.501.595.259.293.100,11.354.257.415.687.700,Entire home/apt,79,1,46,24/06/18,2.32,21,260,june,2018
15826925,Bologna fiera centro terme ospedale,101386351,Davide,,Borgo Panigale - Reno,4.451.036.304.496.400,11.295.950.370.446.600,Entire home/apt,50,2,5,05/06/18,0.25,3,282,june,2018
15829966,Lovely room with pvt bathroom at Palazzo Bianconi,63106713,Gianluca,,Santo Stefano,4.448.036.925.015.550,11.364.376.827.833.400,Private room,25,2,44,17/06/18,2.22,1,154,june,2018
15842110,Solice's House a due passi Dalla Fiera,16945063,Sol & Alice,,Navile,4.451.160.804.301.780,11.352.537.341.575.200,Private room,60,1,7,22/04/18,0.35,1,90,june,2018
15842699,Stupenda suite art b&b,99625271,Suite,,Porto - Saragozza,445.049.237.265.143,11.339.461.631.152.100,Entire home/apt,103,1,37,27/06/18,1.87,6,334,june,2018
15848241,Villa Toscana immersa nel verde,100757135,Renata,,Savena,4.445.226.666.407.460,11.364.180.821.950.500,Entire home/apt,480,2,0,,,3,91,june,2018
15855842,Stanza privata Lilia,102134368,Lilia,,Savena,4.448.918.658.440.920,11.378.517.330.468.600,Private room,30,1,36,17/03/18,1.82,1,1,june,2018
15863389,Gianna-Avesella Guest,46172850,Andrea,,Porto - Saragozza,44.499.485.411.025.900,11.341.540.996.252,Private room,33,2,67,09/06/18,3.42,4,323,june,2018
15871524,Appartamentino nel centro di Bologna,102892963,Maria Letizia,,Porto - Saragozza,4.449.182.282.293.730,11.335.120.713.867.200,Entire home/apt,60,2,20,28/06/18,1.12,1,159,june,2018
15881868,Room and Bike by Pumpo,49269504,Antonio,,Borgo Panigale - Reno,4.450.663.595.019.620,11.303.875.545.585.000,Private room,30,1,4,08/09/17,0.20,2,23,june,2018
15883473,Via Belvedere cozy vintage studio,4476675,Marco,,Porto - Saragozza,444.955.387.397.509,11.337.278.450.684.100,Entire home/apt,50,1,140,14/06/18,7.04,2,7,june,2018
15884631,Ampia Camera Bagno Privato Ottima Posizione,38142153,Francesco,,Santo Stefano,4.448.446.839.493.970,11.359.345.164.199.300,Private room,40,2,32,24/06/18,2.21,1,130,june,2018
15886516,Monolocale nel cuore del ghetto ebraico di Bologna,103024123,Catia,,Santo Stefano,4.449.513.345.226.230,11.345.366.353.528.600,Entire home/apt,55,1,112,29/06/18,9.23,1,66,june,2018
15893812,Bright & modern steps from Piazza Maggiore-80975,5056483,Bettina,,Porto - Saragozza,4.449.491.272.853.090,11.336.553.933.650.200,Entire home/apt,140,3,0,,,64,238,june,2018
15894053,Casa Marta,103086670,Claudia,,Navile,44.531.732.059.328.600,1.131.437.288.589.850,Entire home/apt,58,2,27,27/06/18,1.38,1,86,june,2018
15894786,New charming apartment near park w. big terrace,3161416,Elena,,San Donato - San Vitale,4.448.605.541.567.220,1.137.259.210.425.230,Entire home/apt,39,1,14,05/06/18,0.71,1,75,june,2018
15896064,Appartamento Santa Caterina,34392337,Ruggero,,Porto - Saragozza,44.491.781.299.063.200,11.332.488.173.792.600,Entire home/apt,49,1,61,11/06/18,3.76,1,164,june,2018
15910912,Luca's 3 - Stadio/San Luca/Maggiore/Aeroporto,45215630,Maria Teresa,,Porto - Saragozza,4.449.291.665.969.960,11.303.329.119.041.100,Entire home/apt,45,2,17,21/09/17,0.87,5,137,june,2018
15914878,Lasuite camera 1 in centro storico,40188479,Giuseppe,,Santo Stefano,4.450.009.964.784.260,11.345.281.915.448.800,Private room,80,1,5,08/09/17,0.33,7,299,june,2018
15924797,monolocale Righi,103324202,Rossella,,Santo Stefano,4.449.858.485.740.590,113.458.606.596.957,Entire home/apt,30,3,37,24/06/18,2.13,1,303,june,2018
15925553,Room in apt in the center of Bologna:Aquattropassi,103324743,Mario,,Santo Stefano,4.449.771.777.942.430,11.345.407.812.373.700,Private room,50,4,8,28/05/17,0.46,3,146,june,2018
15940297,home sweet home in Bologna Stadium,103460236,Benedetto,,Porto - Saragozza,44.491.889.634.760.800,11.317.414.933.126.300,Private room,24,1,53,27/06/18,2.91,1,88,june,2018
15950086,Beautiful studio apartment close to Airport,96956367,Giulia,,Borgo Panigale - Reno,44.515.977.545.230.500,11.283.649.413.886.800,Entire home/apt,28,1,17,02/06/18,0.90,2,123,june,2018
15953734,BELLISSIMA Suite B&B fronte stazione,103544628,I Tre Moschettieri Bologna,,Porto - Saragozza,44.506.133.958.063,11.341.857.187.237.200,Private room,80,1,37,04/05/18,1.90,8,357,june,2018
15954197,Singola B&B fronte stazione.,103544628,I Tre Moschettieri Bologna,,Porto - Saragozza,4.450.567.279.047.130,11.339.630.211.353.300,Private room,37,1,50,30/05/18,2.64,8,179,june,2018
15960949,Doppia B&b fronte stazione,103544628,I Tre Moschettieri Bologna,,Porto - Saragozza,4.450.574.821.612.410,11.340.059.371.595.000,Private room,62,1,5,18/03/18,0.26,8,180,june,2018
15961390,Singola B&B fronte stazione,103544628,I Tre Moschettieri Bologna,,Porto - Saragozza,4.450.499.345.500.960,11.340.272.127.027.900,Private room,37,1,123,02/06/18,6.32,8,179,june,2018
15962303,Bel monolocale vicino al centro,2915720,Chiara,,Porto - Saragozza,4.449.751.709.288.590,11.326.717.454.919.600,Entire home/apt,45,1,24,01/05/18,1.27,1,364,june,2018
15963965,LOVELY APARTMENT close to CITY CENTER - Daino,103676479,Stephanie,,Santo Stefano,4.447.416.779.854.250,11.335.688.468.454.600,Entire home/apt,50,3,2,01/01/18,0.10,2,34,june,2018
15968521,PANORAMIC APPARTMENT close to CITY CENTER -Istrice,103676479,Stephanie,,Santo Stefano,4.447.334.552.132.580,11.333.985.990.287.300,Entire home/apt,70,2,0,,,2,48,june,2018
15981637,Apartment in Art Zone...three rooms,11610405,Ilaria Silvia,,Porto - Saragozza,4.449.831.767.086.910,11.334.232.008.176.600,Entire home/apt,120,1,15,17/05/18,0.83,4,40,june,2018
15983694,Cozy and Bright Mansarda,77046597,Laura,,Porto - Saragozza,4.449.111.037.260.870,11.310.588.928.114.800,Entire home/apt,65,2,41,18/03/18,2.26,1,190,june,2018
15991974,Casa Ardizzoni - La Rossa- Bologna,34015343,Gabriella,,Navile,44.516.920.720.852.800,11.348.992.610.631.100,Private room,70,2,0,,,2,28,june,2018
15992098,Nice cozy room,18928808,Lara,,Navile,4.451.632.052.700.960,1.135.601.814.394.760,Private room,15,15,2,03/02/18,0.31,3,165,june,2018
15995437,Luminoso Bilocale con ampia terrazza,103960579,Annalisa,,San Donato - San Vitale,4.450.751.559.705.620,1.135.551.000.591.290,Entire home/apt,75,2,6,14/06/18,0.38,1,52,june,2018
15995617,The Loft @bnbbologna Mascarella,91327300,Bnbbologna,,Santo Stefano,4.450.242.040.980.370,11.352.455.180.282.600,Entire home/apt,55,1,24,17/03/18,1.22,21,282,june,2018
15997906,Apartment with garden @bnbbologna Mascarella,91327300,Bnbbologna,,Santo Stefano,44.502.711.213.071.300,11.353.195.084.721.000,Entire home/apt,59,1,36,08/06/18,1.88,21,275,june,2018
16010995,Pretty 2level-flat ideal for 4 people - 79857,5056483,Bettina,,San Donato - San Vitale,4.449.291.241.185.880,11.380.977.181.260.700,Entire home/apt,99,3,0,,,64,160,june,2018
16027964,A casa di Ulisse,104266592,Denise,,Porto - Saragozza,4.449.911.911.961.690,11.328.841.857.978.500,Entire home/apt,29,1,96,21/06/18,5.34,1,270,june,2018
16038136,OTTO OCHE HOUSE   Lovely suite near the Two Towers,22436940,Margherita,,Santo Stefano,4.449.754.692.171.990,11.346.609.486.864.400,Entire home/apt,80,2,83,24/06/18,5.10,1,211,june,2018
16039931,Wooden Room surrounded by Nature Bologna Airport,10702275,Claudio,,Borgo Panigale - Reno,4.451.843.620.869.980,11.287.971.147.188.800,Private room,34,1,96,03/06/18,4.95,3,78,june,2018
16047206,Emilia Levante - Cozy and warm studio!,80005310,Michele,,Santo Stefano,44.482.906.505.528.100,11.375.480.584.464.600,Entire home/apt,45,1,2,13/04/17,0.13,13,359,june,2018
16062068,Bebeep two steps to ubiquity!,32514173,Mirko,,Santo Stefano,4.449.849.129.830.700,11.351.323.488.684.700,Private room,39,2,96,03/06/18,4.95,1,17,june,2018
16075352,Centro storico Bologna - zona Mercato delle Erbe,72427323,Francesco,,Porto - Saragozza,44.496.529.192.583.100,11.337.143.848.706.200,Private room,50,1,2,26/09/17,0.13,1,89,june,2018
16104804,Bella Casa,19903140,Chandra Sekhar,,Borgo Panigale - Reno,4.448.753.308.743.310,11.289.800.758.158.900,Private room,17,1,13,23/06/18,0.81,2,364,june,2018
16108770,Comfort and Style in the Heart of Old Bologna,23800647,Paola,,Porto - Saragozza,4.449.449.946.854.840,11.332.856.839.343.000,Entire home/apt,75,3,2,30/10/17,0.13,3,34,june,2018
16109161,FossolHome sweet home,60659141,Francesco,,Savena,4.448.663.764.869.420,1.137.802.233.698.570,Entire home/apt,40,1,37,09/05/18,1.93,1,122,june,2018
16110135,Bella stanza matrimoniale nel cuore di Bologna!,105034634,Barbara,,Santo Stefano,4.448.622.095.417.080,11.343.333.183.587.100,Private room,44,1,86,29/06/18,4.66,1,52,june,2018
16112060,Appartamento in centro/ 6 person/,26012538,Nicola / Liudmila,,Porto - Saragozza,4.449.873.567.036.010,11.329.875.903.289.000,Entire home/apt,60,1,0,,,6,88,june,2018
16119450,Appartamento centro storico ( 6 person),26012538,Nicola / Liudmila,,Porto - Saragozza,4.449.934.397.195.790,11.328.645.048.671.300,Entire home/apt,60,1,2,15/10/17,0.21,6,88,june,2018
16129184,Sweet & Elegant flat downtown Bologna,77067856,Alena,,Santo Stefano,4.448.826.016.728.390,11.344.651.474.023.500,Entire home/apt,110,2,17,26/05/18,0.90,1,29,june,2018
16141695,STUDIO 51,10421846,Giulia,,Porto - Saragozza,44.488.847.492.793.200,11.333.569.336.418.800,Entire home/apt,65,2,84,14/06/18,4.44,1,52,june,2018
16145245,Sant'Orsola Neighbours,57476678,Barbara,,San Donato - San Vitale,444.947.625.545.118,11.361.605.069.065.500,Entire home/apt,47,2,1,19/03/18,0.29,1,21,june,2018
16145732,FANTASTICO MONOLOCALE,103544628,I Tre Moschettieri Bologna,,Porto - Saragozza,4.450.622.262.515.830,11.339.613.842.820.500,Entire home/apt,130,1,3,10/12/17,0.38,8,180,june,2018
16150832,My little place,105408267,Andrea,,Santo Stefano,4.449.160.184.752.010,11.351.637.121.322.400,Entire home/apt,78,1,98,27/06/18,9.05,1,78,june,2018
16153062,Appartamento 2 posti letto,27886874,Rita,,Borgo Panigale - Reno,4.450.885.577.965.160,11.286.322.145.351.400,Entire home/apt,40,3,0,,,1,177,june,2018
16153494,Relax in Stazione Centrale/Centro - climatizzatore,77239424,Marco,,Navile,4.451.046.599.515.380,11.345.821.929.565.900,Private room,35,1,6,01/10/17,0.32,1,355,june,2018
16153532,Strada Maggiore in the heart of Bologna,86511946,Giuseppina,,Santo Stefano,44.490.861.667.491.900,11.355.461.378.257.800,Entire home/apt,80,3,5,31/01/18,0.35,1,313,june,2018
16160127,TRILOCALE in centro Bologna,69537306,Valeria,,Santo Stefano,4.448.649.876.787.250,11.340.385.686.529.600,Entire home/apt,75,3,2,08/04/17,0.11,1,364,june,2018
16173027,ILoveBO- Bin.1,18253369,Jessica,,Porto - Saragozza,4.450.441.672.745.560,11.343.083.853.895.000,Entire home/apt,75,2,59,22/06/18,3.27,1,173,june,2018
16183211,Room&breakfast for up to 4 people,2459989,Gosia & Mario,,Santo Stefano,44.498.203.299.250.300,11.349.727.990.800.200,Private room,50,1,60,27/05/18,3.17,7,113,june,2018
16197779,Casa Vacanza Antonia Interno 4,58174443,Antonia,,San Donato - San Vitale,4.449.047.780.349.980,11.398.878.721.438.800,Entire home/apt,45,2,7,25/05/18,1.53,2,158,june,2018
16212564,CasaMazzini,4760530,Carlotta,,San Donato - San Vitale,4.449.122.669.786.590,11.358.750.140.812.000,Entire home/apt,79,1,20,07/06/18,1.06,2,53,june,2018
16215188,Comodo appartamento nel cuore di Bologna,25029637,Daniele,,Porto - Saragozza,4.449.596.439.209.660,11.331.796.600.418.600,Entire home/apt,55,2,41,10/06/18,2.16,1,140,june,2018
16224770,B&B San Vitale seconda camera,68825925,Antonio,,San Donato - San Vitale,4.449.682.696.339.220,11.358.476.399.154.500,Private room,60,1,2,12/09/17,0.13,2,149,june,2018
16251536,Appartamento zona Castiglione,77548205,Marco Maria,,Santo Stefano,44.488.216.158.272.300,11.347.998.558.812.500,Entire home/apt,120,2,26,20/06/18,1.43,1,309,june,2018
16253987,La casa di Kro,69476864,Giuseppe,,Porto - Saragozza,44.501.076.475.881.500,11.341.642.200.137.500,Entire home/apt,300,1,37,24/06/18,2.00,1,327,june,2018
16263769,Saragozza Apartment 1: Bright and central flat,50905063,Nicolò,,Porto - Saragozza,4.449.001.396.106.820,11.327.690.934.639.400,Entire home/apt,99,1,55,16/06/18,3.03,7,274,june,2018
16264307,Saragozza Apartment 2: Bright and central flat,50905063,Nicolò,,Porto - Saragozza,4.449.072.670.297.570,11.325.898.821.735.500,Entire home/apt,67,1,30,26/05/18,1.65,7,307,june,2018
16265086,Piazza dell'Unità - Casa Clementina,106361416,Stefano & Clementina,,Navile,4.451.103.762.274.340,1.134.809.101.690.600,Entire home/apt,60,3,4,18/07/17,0.25,1,180,june,2018
16271943,Spacious studio apt. at city gates,26289239,Emanuela,,Santo Stefano,44.486.829.744.012.600,11.338.207.725.877.300,Entire home/apt,75,2,37,01/06/18,2.23,1,119,june,2018
16293723,Camera con bagno privato nel cuore della città,106595879,Dolly & Maurizio,,Santo Stefano,44.495.381.424.344.400,11.351.567.604.204.000,Private room,60,1,122,27/06/18,6.69,1,79,june,2018
16295193,La casa di Marti,105821738,Riccardo,,Borgo Panigale - Reno,44.494.286.343.654.200,11.300.018.025.821.100,Entire home/apt,59,2,16,20/05/18,0.98,1,149,june,2018
