id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year,month
10144505,Charming  three-room flat with beautiful terrace,52063915,Federica,,Santo Stefano,4.449.044.181.343.470,11.349.933.882.282.500,Entire home/apt,85,2,20,25/09/17,0.66,1,56,june,2018
10170479,Accogliente trilocale zona centrale,5437253,Fabrizia,,Santo Stefano,44.486.012.219.479.500,11.340.415.274.433.600,Entire home/apt,57,2,10,20/12/17,0.33,2,358,june,2018
10176620,heart of historical bologna,52253787,Francesco,,Porto - Saragozza,4.449.719.136.669.890,11.330.847.703.805.400,Entire home/apt,58,3,74,18/06/18,2.70,1,265,june,2018
10178007,Elegant apartment w/private parking,6265596,Maurizio,,Porto - Saragozza,444.920.817.185.767,11.304.107.072.201.900,Entire home/apt,49,3,7,01/05/18,0.25,2,62,june,2018
10183794,3 bedrooms apt in the heart of Bologna!,45136743,Andrea,,Santo Stefano,4.449.536.490.484.970,11.347.550.352.411.800,Entire home/apt,148,2,49,20/06/18,1.81,31,233,june,2018
10186998,B&B A due passi dal Lumière own bath,11610405,Ilaria Silvia,,Porto - Saragozza,4.449.930.228.527.850,11.335.063.671.178.300,Private room,42,1,122,06/06/18,4.48,4,48,june,2018
10227426,private room and bike,52556563,Francesco,,San Donato - San Vitale,44.504.799.604.543.300,11.364.248.247.261.900,Private room,32,1,115,20/06/18,3.91,2,153,june,2018
10238867,Cozy room with Private Bathroom,39333094,Carla E Franck,,Borgo Panigale - Reno,4.450.206.431.466.290,11.300.004.672.416.300,Private room,29,1,209,20/06/18,8.07,3,333,june,2018
10239841,| Comodo app.to in centro storico |,3558853,Pierfrancesco,,Porto - Saragozza,4.449.480.102.649.110,11.332.920.352.227.900,Entire home/apt,130,1,115,10/06/18,4.27,1,99,june,2018
10261360,Comfortable and central flat,52757489,Paola,,Santo Stefano,44.498.256.061.182.400,1.134.809.968.528.440,Entire home/apt,60,2,213,20/06/18,7.13,2,280,june,2018
10265774,Hotel Univesity Centro Stortico,43159093,Alberto,,Santo Stefano,4.449.780.303.353.820,11.348.188.268.111.200,Private room,60,1,1,27/07/16,0.04,1,38,june,2018
10265818,Private room close to center and fair,4374624,Luca,,San Donato - San Vitale,4.450.312.856.734.730,11.366.066.810.006.400,Private room,30,2,34,27/05/18,1.62,1,72,june,2018
10312580,Delizioso appartamento nel Borgo,37559846,Barbara,,Santo Stefano,4.450.006.420.207.120,11.348.827.237.333.700,Entire home/apt,90,2,88,17/06/18,2.97,1,303,june,2018
10326583,Doppia con bagno privato esterno,30830702,Nicola,,Porto - Saragozza,4.449.698.913.166.190,11.341.815.533.026.200,Private room,204,1,11,21/11/17,0.37,8,256,june,2018
10327458,Matrimoniale Barocca,30830702,Nicola,,Porto - Saragozza,4.449.736.595.463.660,11.340.464.703.393.700,Private room,474,1,3,08/01/18,0.10,8,283,june,2018
10327911,Singola con vista,30830702,Nicola,,Porto - Saragozza,4.449.647.092.773.720,11.341.192.698.280.700,Private room,299,1,0,,,8,285,june,2018
10328793,Suite,30830702,Nicola,,Porto - Saragozza,44.495.658.193.579.600,11.341.207.111.717.600,Private room,349,1,2,25/07/16,0.07,8,293,june,2018
10350499,Mirasole house in Old Town,9754905,Lucrezia,,Santo Stefano,4.448.652.969.925.780,11.341.187.763.034.900,Entire home/apt,55,2,112,27/06/18,3.93,1,305,june,2018
10363053,stanza in zona S.Orsola,41535572,Luciano,,Savena,4.448.290.134.171.780,11.377.009.511.070.100,Private room,35,1,2,29/03/18,0.50,4,365,june,2018
10363306,Bella stanza in Porta Mazzini,41535572,Luciano,,San Donato - San Vitale,4.448.634.417.093.970,11.372.546.174.998.000,Private room,35,1,3,29/04/18,0.85,4,90,june,2018
10401565,Camera a 5 min da Fiera e Stazione,678149,Puccia Coppola,,Navile,44.512.514.987.729.300,11.350.293.576.050.200,Private room,28,1,85,25/06/18,2.82,1,291,june,2018
10405031,Tasteful two-room apartment in the old town,20618957,Marcella,,Santo Stefano,44.484.993.104.568.300,11.350.643.680.855.600,Entire home/apt,70,3,31,08/05/18,1.19,1,145,june,2018
10407357,Stanza privata zona Colli,4821652,Gianfranco,,Santo Stefano,444.785.635.872.001,1.133.481.418.200.310,Private room,30,2,20,12/11/17,1.56,2,64,june,2018
10420350,Special Suite in Centre of Bologna,53589564,Sergio,,Porto - Saragozza,4.449.636.258.514.390,11.338.657.083.580.600,Private room,50,1,23,25/03/18,0.84,2,149,june,2018
10485067,Monolocale Santo Stefano in centro,48182927,Luigi,,Santo Stefano,4.448.829.877.199.640,11.351.408.064.803.600,Entire home/apt,50,2,112,28/06/18,3.93,2,318,june,2018
10485638,Grazioso appartamento di 50 mq a Bologna,43678693,Amalia,,Porto - Saragozza,4.450.035.750.352.310,11.319.482.262.516.900,Entire home/apt,60,2,6,05/04/17,0.28,1,363,june,2018
10485955,Quadrupla con bagno in camera,30830702,Nicola,,Porto - Saragozza,4.449.517.624.493.080,11.341.003.984.659.700,Private room,499,1,10,18/07/17,0.35,8,280,june,2018
10486610,Tripla con bagno privato esterno,30830702,Nicola,,Porto - Saragozza,4.449.550.678.609.090,11.340.979.768.980.600,Private room,399,1,0,,,8,278,june,2018
10496254,ATTICO MONOLOCALE IN TERRAZZA,38753010,Lidia,,San Donato - San Vitale,44.507.743.007.062.400,11.361.811.052.954.800,Private room,50,3,18,29/10/17,0.62,1,291,june,2018
10504362,VIII Agosto Sq. & Opera House,54161114,Aimone M.,,Santo Stefano,4.449.965.847.134.060,11.349.783.682.763.200,Entire home/apt,80,3,13,19/06/18,0.61,1,224,june,2018
10513042,Room in apartment a few meters from the station,54091625,Giusi,,Navile,44.510.805.699.952.900,11.342.517.889.738.900,Private room,24,1,182,24/06/18,6.08,1,107,june,2018
10543130,Private room in Bologna,788403,Simona,,Savena,44.477.689.116.755,11.387.895.338.167.900,Private room,30,1,21,22/04/18,0.76,1,361,june,2018
10556209,Benvenuti nel cuore di Bologna,52371185,Francesca,,Porto - Saragozza,44.495.430.027.116.700,11.337.554.819.583.800,Entire home/apt,68,2,60,23/06/18,2.04,1,350,june,2018
10580471,Appartamento moderno stile loft,54584297,Davide,,Santo Stefano,4.449.514.996.703.610,1.134.817.902.883.880,Entire home/apt,300,1,3,01/10/16,0.11,1,362,june,2018
10608510,Appartamento in centro,54740373,Sonia,,Santo Stefano,4.448.659.866.201.810,11.338.316.818.774.600,Entire home/apt,120,2,21,12/05/18,0.76,1,318,june,2018
10627745,Double room 5-min walk to station,7978039,Arianna,,Navile,4.450.727.329.912.280,1.134.888.473.687.160,Private room,32,2,7,08/09/17,0.24,2,58,june,2018
10629519,Casa in centro storico al Dimondi,21244311,Greta And Ermanno,,Santo Stefano,4.449.051.093.068.720,11.354.055.985.284.000,Entire home/apt,108,2,84,09/06/18,2.85,3,314,june,2018
10632504,Large room 5-min walk to station,7978039,Arianna,,Navile,44.508.389.035.713.500,11.350.596.854.602.600,Private room,37,2,54,13/04/17,1.87,2,27,june,2018
10646724,Dimondi - Doppia con terrazzo,21244311,Greta And Ermanno,,Santo Stefano,4.449.110.270.676.320,11.356.385.927.012.300,Private room,59,1,0,,,3,316,june,2018
10663087,Camera in centro al Dimondi,21244311,Greta And Ermanno,,Santo Stefano,4.448.974.112.817.050,1.135.553.342.191.510,Private room,49,2,0,,,3,316,june,2018
10663309,Bologna Altana Deluxe,54161205,Riccardo,,Santo Stefano,4.449.432.164.282.090,11.345.907.039.697.300,Entire home/apt,130,2,146,26/06/18,5.09,1,334,june,2018
10663659,Ampia camera doppia vicino a Stazione e Fiera,55083089,Massimo,,Navile,44.509.772.756.616.600,11.345.541.122.161.000,Private room,25,1,31,07/06/18,1.04,4,339,june,2018
10667689,Bright apt in the heart of Bologna,1123553,Margherita,,Porto - Saragozza,444.936.658.366.998,11.334.677.219.182.600,Entire home/apt,106,2,77,24/06/18,2.78,1,346,june,2018
10668280,Hidden Rose,5510279,Alessandro,,Santo Stefano,4.448.906.407.703.070,11.356.423.555.751.900,Entire home/apt,60,2,15,02/07/17,0.54,19,346,june,2018
10695597,Apartment downtown and hilltop house pal.,7313725,Raffaella,,Santo Stefano,4.448.343.793.491.620,11.339.504.077.187.700,Entire home/apt,39,5,32,23/06/18,1.15,1,303,june,2018
10705902,Accogliente trilocale,20071754,Silvano,,Borgo Panigale - Reno,44.501.517.901.932.600,11.296.838.262.162.700,Entire home/apt,55,3,2,03/05/18,0.07,1,365,june,2018
10713884,Habitacion con cama de matrimonio,10601893,Anto,,Porto - Saragozza,44.499.118.182.124.400,11.335.539.839.137.800,Private room,35,5,35,08/10/17,1.39,1,180,june,2018
10717992,Spazioso appartamento family friend,31034322,Chiara,,Borgo Panigale - Reno,4.450.908.484.915.870,1.130.266.456.374.010,Entire home/apt,80,2,21,19/04/18,0.77,1,303,june,2018
10720095,Downtown apartment and cosy terrace,6363600,Francesca,,Santo Stefano,4.448.771.436.657.230,11.350.915.652.178.000,Entire home/apt,69,2,105,17/06/18,3.78,1,276,june,2018
10737902,Bologna Elegance,55509327,Marta,,Santo Stefano,4.449.442.166.454.710,11.346.329.359.280.900,Entire home/apt,94,2,76,22/06/18,2.69,1,303,june,2018
10740672,LA SUITE NEL BORGHETTO PANIGALE,10565373,Borghetto Panigale,,Borgo Panigale - Reno,44.514.310.612.129.300,11.284.373.969.430.500,Entire home/apt,89,1,34,09/04/18,1.19,11,355,june,2018
10749401,A lovely studio,35786333,Chiara,,Santo Stefano,4.448.587.843.250.090,11.348.602.393.887.200,Entire home/apt,45,2,8,12/06/18,2.29,1,235,june,2018
10763405,Suite in Bologna,54174792,Pierre,,Santo Stefano,44.497.482.209.628.000,11.353.968.342.236.500,Entire home/apt,90,2,22,25/01/18,0.79,1,345,june,2018
10764456,New Loft in the heart of Bologna!,55670133,Anna E Carlo,,Santo Stefano,4.448.891.268.318.540,11.349.882.308.443.300,Entire home/apt,70,1,189,14/06/18,6.52,1,281,june,2018
10766264,Al Terrazzino B&B - Edera - Sant’Orsola,2439904,Valeria,,San Donato - San Vitale,44.492.148.081.750.600,11.365.341.704.730.400,Private room,90,2,0,,,4,237,june,2018
10766563,Al Terrazzino B&B - Camelia,2439904,Valeria,,San Donato - San Vitale,4.449.222.795.420.820,11.367.787.802.023.800,Private room,60,2,0,,,4,237,june,2018
10777048,Stanza matrimoniale Piazza Maggiore,9201622,Eleonora,,Santo Stefano,44.492.833.028.090.700,11.343.194.161.849.800,Private room,70,1,29,26/06/18,1.04,1,365,june,2018
10782156,Casa Michelino  appartamento in fiera,30961103,Cinzia,,San Donato - San Vitale,4.450.783.743.116.120,11.369.062.866.792.000,Entire home/apt,130,2,9,02/02/17,0.32,2,0,june,2018
10833507,Lovely flat in the heart of Bologna,30584188,Marco,,Santo Stefano,4.449.518.080.693.670,11.344.719.287.789.100,Entire home/apt,90,2,53,02/06/18,1.83,1,218,june,2018
10843817,Apartment in exclusive neighbourhood in Bologna,55890714,Fabio,,Santo Stefano,44.483.614.936.420.900,11.345.519.179.150.200,Entire home/apt,120,5,20,26/05/18,0.74,5,268,june,2018
10871422,monolocale nel centro storico BO,8303332,Carmen,,Porto - Saragozza,4.449.663.984.710.880,1.133.803.327.606.200,Entire home/apt,80,1,29,30/06/17,1.06,2,345,june,2018
10897522,Uno spazio di pace tra i libri,32402444,Stefania,,Porto - Saragozza,4.449.850.543.545.080,11.334.446.198.033.600,Private room,50,1,2,08/04/16,0.07,2,336,june,2018
10903600,Modern loft  in the city center,16606040,Alessandra,,Porto - Saragozza,4.449.715.233.337.150,11.329.386.809.873.200,Entire home/apt,50,1,197,10/06/18,7.45,1,126,june,2018
10905459,Private apartment in the center of Bologna,6667767,Giulia & Nara,,Porto - Saragozza,44.494.932.841.558.400,11.332.332.437.497.000,Entire home/apt,52,1,42,18/06/18,1.53,1,133,june,2018
10920266,Porta Santo Stefano Apartment,27113988,Giorgia,,Santo Stefano,4.447.967.456.222.940,11.359.189.675.347.400,Entire home/apt,50,3,7,04/06/18,0.79,1,88,june,2018
10924578,"Appartamento ""3 biciclette""",56629408,Elena,,San Donato - San Vitale,4.449.895.769.769.510,11.361.139.416.336.400,Entire home/apt,60,2,109,23/06/18,3.83,1,280,june,2018
10924694,LA KORTE IN THE HEART OF BOLOGNA,56628670,Fosca,,Porto - Saragozza,444.914.554.082.276,11.341.540.465.195.600,Entire home/apt,85,2,113,16/06/18,5.24,1,180,june,2018
10941169,Apartment/centro /6 person/,26012538,Nicola / Liudmila,,Santo Stefano,4.448.914.403.304.580,11.346.770.169.177.800,Entire home/apt,60,1,23,26/04/18,0.83,6,242,june,2018
10951755,Appartamento Parigi,56799424,Matteo,,Navile,4.451.580.969.195.730,11.317.531.090.839.500,Entire home/apt,70,1,1,03/10/17,,21,356,june,2018
10952275,Sofia apartment,56799424,Matteo,,San Donato - San Vitale,4.450.758.895.501.480,11.367.369.064.462.500,Entire home/apt,90,1,8,29/04/18,0.30,21,307,june,2018
10955432,TL appartamenti Palazzo Fantuzzi,28013834,Luca,,Santo Stefano,4.449.138.021.497.560,11.349.009.860.173.700,Entire home/apt,100,1,8,24/06/18,0.58,3,307,june,2018
10955998,TL appartamenti Murri,28013834,Luca,,Santo Stefano,4.447.516.006.554.600,1.136.744.215.099.720,Entire home/apt,90,1,2,23/05/18,0.41,3,314,june,2018
10957338,Corte Paradiso | Apartments&Dehors,15597400,Laura&Stefania,,Porto - Saragozza,44.497.431.840.805.500,11.334.394.717.259.900,Entire home/apt,210,2,67,18/06/18,2.45,4,249,june,2018
10977756,La Mansarda di Pinocchio,45685386,Massimo,,Santo Stefano,4.450.165.251.000.000,11.344.558.014.972.200,Entire home/apt,150,2,37,08/06/18,1.29,2,323,june,2018
10980174,Casa-hub,56968488,Annalisa,,Navile,4.451.430.871.715.490,11.346.630.579.272.400,Entire home/apt,75,14,3,13/02/16,0.10,1,136,june,2018
10999456,Cozy studio in the historic center of Bologna,51130019,Claudia,,Porto - Saragozza,444.949.468.507.333,11.329.921.076.067.100,Entire home/apt,49,2,8,11/09/17,0.27,1,308,june,2018
11008250,Vienna apartment,56799424,Matteo,,Santo Stefano,4.450.451.957.115.520,11.348.290.317.861.500,Entire home/apt,90,1,7,30/04/18,0.25,21,343,june,2018
11009180,Zer051  Apartment San Vitale,4322997,Elena,,Santo Stefano,4.449.480.563.580.240,11.353.306.232.849.200,Entire home/apt,90,1,21,10/04/18,0.77,4,349,june,2018
11009855,Appartamento Centro & Fiera,57129458,Eugenia,,San Donato - San Vitale,4.450.435.924.570.690,11.361.933.006.124.700,Entire home/apt,100,1,18,30/11/17,0.64,1,358,june,2018
11034895,Comfort in the heart of Bologna,57256031,Filippo,,Porto - Saragozza,4.450.083.400.464.040,113.423.520.869.062,Entire home/apt,113,2,105,07/06/18,3.80,1,132,june,2018
11058124,Gorgeous loft in the heart of town,45136743,Andrea,,Santo Stefano,4.449.893.082.623.110,11.344.669.208.985.500,Entire home/apt,123,2,64,23/06/18,2.27,31,285,june,2018
11065027,B&B Raggi di Sole Bologna,57431532,Maria Grazia,,Porto - Saragozza,4.449.670.248.539.550,11.342.624.298.270.900,Private room,90,2,14,04/05/18,0.64,2,358,june,2018
11065746,Boutique Hotel Raggi di Sole,57431532,Maria Grazia,,Santo Stefano,4.449.814.857.724.740,11.344.429.595.585.900,Private room,75,2,8,29/03/18,0.29,2,365,june,2018
11074063,Corte Paradiso | Ground floor,15597400,Laura&Stefania,,Porto - Saragozza,4.449.768.357.969.990,11.332.459.849.745.700,Entire home/apt,150,1,43,28/06/18,1.53,4,244,june,2018
11113183,Double room with private bathroom,30038755,Alessandra,,San Donato - San Vitale,44.498.483.868.414.500,11.358.464.125.537.800,Private room,45,1,19,08/04/16,0.66,1,365,june,2018
11120928,Farolfi Apartments Orso,32481880,Fabrizio,,Porto - Saragozza,4.449.816.642.750.610,1.134.351.435.553.960,Entire home/apt,80,1,39,30/05/18,1.35,8,148,june,2018
11130224,Appartamento - Centro storico,57841042,Paolo,,Santo Stefano,4.449.926.787.584.090,11.350.405.582.655.300,Entire home/apt,75,2,145,26/06/18,5.01,2,308,june,2018
11130501,Corte Paradiso | 1th floor,15597400,Laura&Stefania,,Porto - Saragozza,4.449.616.601.153.110,11.333.609.897.474.000,Entire home/apt,80,3,47,28/06/18,1.69,4,237,june,2018
11131095,ELEGANTE APPARTAMENTO VICINO CENTRO,57839191,Sergio,,Santo Stefano,4.448.277.728.462.900,1.136.752.724.559.840,Entire home/apt,120,2,5,09/10/16,0.18,1,181,june,2018
11148721,Camera matrimoniale o tripla posizione strategica.,11743809,Antonello,,Santo Stefano,44.483.182.152.198.900,11.364.572.439.688.200,Private room,30,1,5,03/06/18,0.32,1,84,june,2018
11154266,"""Sweet Home Bologna""charming house near the center",58000060,Raffaella,,Porto - Saragozza,4.449.648.626.711.390,1.131.893.196.950.290,Entire home/apt,50,2,25,29/05/18,0.89,1,164,june,2018
11178061,Casa Vacanza Antonia Interno 5,58174443,Antonia,,San Donato - San Vitale,4.449.182.046.169.730,1.140.026.469.100.840,Entire home/apt,45,2,16,13/05/18,0.58,2,231,june,2018
11182521,Comodità in centro a Bologna,29218532,Francesca,,Porto - Saragozza,4.450.370.593.464.250,11.340.118.948.044.400,Entire home/apt,80,3,52,25/06/18,1.97,1,68,june,2018
11197522,THIS must be the place,35186680,Manuela,,Porto - Saragozza,44.502.207.149.033.900,113.220.821.993.929,Entire home/apt,65,1,15,02/04/18,0.55,1,4,june,2018
11207724,Appartamento nuovo e confortevole,58365956,Ljubinka,,Navile,445.428.955.392.396,11.357.731.773.509.500,Entire home/apt,63,1,200,26/06/18,7.03,2,298,june,2018
11235352,Amazing attic downtown Bologna,9696899,Susanna,,Porto - Saragozza,44.500.043.433.759.500,11.338.591.893.514.000,Entire home/apt,130,3,11,20/03/18,0.51,1,1,june,2018
11236448,Awesome Two-Room Apartment near the Center,4654622,Tiziano,,Porto - Saragozza,445.045.444.857.266,11.344.893.543.483.100,Entire home/apt,67,2,44,11/03/18,2.03,1,321,june,2018
11309510,Brand New Aparment in Via Stalingrado 15 @flatinbo,50429991,Filippo,,San Donato - San Vitale,4.450.628.424.275.200,11.356.494.914.390.600,Entire home/apt,90,2,32,29/03/18,1.18,6,43,june,2018
11313062,Modern and Spacious 1 Bedroom Apt in the ❤ of Town,45136743,Andrea,,Santo Stefano,44.497.686.450.238.200,11.343.576.331.008.100,Entire home/apt,109,2,1,30/09/16,0.05,31,179,june,2018
11313564,The Old Portico Apartment - Cozy and Central,45136743,Andrea,,Santo Stefano,44.496.352.318.155,11.345.433.534.578.600,Entire home/apt,84,2,2,29/09/16,0.09,31,177,june,2018
11313788,Large Family House in the ❤ of Bologna,45136743,Andrea,,Santo Stefano,4.449.846.195.520.720,11.345.335.717.753.600,Entire home/apt,144,2,1,26/09/16,0.05,31,170,june,2018
11314124,Lovely and Modern Apt ☆ 5min walk to Towers,45136743,Andrea,,Santo Stefano,44.497.529.974.134.500,11.348.599.836.677.700,Entire home/apt,129,2,0,,,31,179,june,2018
11315554,Quite and Spacious 1 Bedroom Apt | Very Central,45136743,Andrea,,Santo Stefano,4.449.687.159.749.870,1.134.877.526.007.730,Entire home/apt,94,2,1,04/04/17,0.07,31,276,june,2018
11315919,Spacious Studio near the Towers!,45136743,Andrea,,Santo Stefano,4.449.607.873.242.180,1.134.929.750.585.580,Entire home/apt,84,2,1,31/10/16,0.05,31,179,june,2018
11316698,Studio in the city center,45136743,Andrea,,Santo Stefano,4.449.605.071.011.900,11.347.366.019.944.100,Entire home/apt,74,2,9,26/08/17,0.33,31,292,june,2018
11319331,A yellow vintange Studioflat,8188283,Alessandro,,Porto - Saragozza,44.502.576.763.032.200,11.342.734.812.224.100,Entire home/apt,60,1,181,27/06/18,7.51,6,342,june,2018
11328254,Friends&Family Apt | Modern and Perfectly Located,45136743,Andrea,,Santo Stefano,4.449.602.146.901.390,11.347.646.071.452.700,Entire home/apt,129,2,7,29/03/18,0.26,31,260,june,2018
11328626,Towers View Historic Centre Apt ★ Family Friendly,45136743,Andrea,,Santo Stefano,44.496.010.446.136.100,11.347.964.916.676.900,Entire home/apt,144,2,1,30/09/16,0.05,31,174,june,2018
11329073,Large Family Apartment - Unique Central Location,45136743,Andrea,,Santo Stefano,4.449.617.716.073.080,11.349.217.534.951.100,Entire home/apt,144,2,8,22/04/17,0.31,31,179,june,2018
11374864,il filo di Arianna,59622782,Arianna,,Navile,44.509.149.159.106.000,11.339.820.969.303.000,Entire home/apt,50,2,117,20/06/18,4.21,2,137,june,2018
11379523,COZY FLAT NEAR MALPIGHI'S PLACE (CITY CENTER-LTZ),59666499,Valerio,,Porto - Saragozza,44.490.923.107.968.700,11.332.745.772.412.500,Entire home/apt,69,2,6,18/03/18,0.22,1,160,june,2018
11386044,Spazioso appartamento zona Toscana,59716684,Marina,,Savena,4.446.656.943.208.450,11.371.112.489.102.000,Entire home/apt,75,3,8,19/03/18,0.29,1,364,june,2018
11409626,La Ca' Anna-Anna Affittaly Apartments,42673858,Alessandro,,San Donato - San Vitale,4.449.506.326.402.040,11.375.569.935.148.500,Entire home/apt,44,1,1,08/04/16,0.04,8,241,june,2018
11427425,Elegant apartment under the TOWERS,38991644,Francesca,,Santo Stefano,4.449.341.867.085.940,11.345.955.441.934.800,Entire home/apt,210,3,5,28/05/18,0.18,4,294,june,2018
11432983,Double room in the city center,34640454,Carlotta,,Porto - Saragozza,4.450.077.206.856.610,11.336.626.319.182.700,Private room,30,2,45,14/04/18,1.63,1,353,june,2018
11440369,La Cà Anna-Grassetti Affittaly Apartments,42673858,Alessandro,,San Donato - San Vitale,444.938.572.630.838,11.374.706.522.348.400,Entire home/apt,49,1,1,28/09/17,0.11,8,262,june,2018
11450470,Luxurious 2 Beds Apartment - @FlatinBo,50429991,Filippo,,Santo Stefano,4.449.350.912.346.320,11.346.752.492.964.100,Entire home/apt,149,2,100,22/06/18,3.97,6,101,june,2018
11451832,Rita & Mou (dog friendly )-centro palazzo d'epoca,13598228,Rita & Mou,,Porto - Saragozza,4.449.846.448.085.240,1.134.296.456.707.080,Private room,52,1,5,22/06/17,0.18,4,11,june,2018
11491361,Magnificent 2 Beds Apartment - @FlatinBo,50429991,Filippo,,Santo Stefano,4.449.316.986.459.250,11.347.007.715.695.000,Entire home/apt,150,2,99,18/06/18,4.49,6,124,june,2018
11522860,Apartment in the historical centre,49573063,Marco,,Santo Stefano,4.449.094.300.509.630,1.135.578.152.897.310,Entire home/apt,60,1,10,21/06/18,0.64,1,177,june,2018
11558085,Appartamento Musica,56799424,Matteo,,Savena,44.482.271.822.422.900,11.379.226.157.478.200,Entire home/apt,70,4,2,13/11/16,0.10,21,349,june,2018
11562274,Casa Bononia in old town,47607539,Enrico,,Porto - Saragozza,4.450.176.547.469.010,11.339.168.359.680.900,Entire home/apt,70,2,11,04/05/18,0.40,1,327,june,2018
11563589,AirBnBo Mascarella,57525336,Michele,,Santo Stefano,4.449.915.475.071.510,11.349.952.765.907.400,Private room,40,1,116,23/06/18,4.14,1,311,june,2018
11563617,spacious apartment bright & modern and quiet,43440468,Pier Federico,,Savena,4.446.048.972.157.630,11.371.445.624.121.900,Entire home/apt,45,2,142,12/06/18,5.09,1,45,june,2018
11582282,London Apartment,56799424,Matteo,,Navile,4.450.926.688.568.570,11.347.118.084.834.200,Entire home/apt,90,2,2,09/04/17,0.10,21,325,june,2018
11596695,Affitta Camere GOBETTI YELLOW,20556591,Francesco,,Navile,4.451.350.881.003.980,11.340.715.338.341.800,Private room,47,1,11,21/03/17,0.40,2,90,june,2018
11598139,Luxury apartment with terrace,61363760,Helen,,Porto - Saragozza,444.958.129.592.166,11.338.563.578.821.800,Entire home/apt,160,2,41,30/05/18,1.61,1,260,june,2018
11598456,Affitta Camere GOBETTI AMARANTH,20556591,Francesco,,Navile,4.451.441.055.410.230,11.341.251.097.404.500,Private room,55,1,8,06/04/17,0.29,2,90,june,2018
11606448,nice apartment in the city center,51979689,Roberta,,Santo Stefano,4.449.035.291.562.440,1.135.633.110.831.560,Entire home/apt,90,2,89,24/06/18,3.28,1,294,june,2018
11613421,Delightful loft in Bologna centre,36400670,Giovanna,,Santo Stefano,4.448.890.807.914.880,11.350.176.344.882.400,Entire home/apt,60,2,48,09/06/18,1.78,1,272,june,2018
11618076,The right place to live Bologna's downtown,61517225,Elena,,Santo Stefano,4.449.006.277.191.020,11.352.548.638.878.500,Private room,34,2,47,16/06/18,2.06,1,75,june,2018
11618415,White Apartment Irnerio,61521841,Elena,,Santo Stefano,4.449.965.806.360.570,11.346.830.433.506.700,Entire home/apt,146,3,7,26/05/18,0.49,3,84,june,2018
11618939,Design Apartment Historic Centre,61521841,Elena,,Porto - Saragozza,4.449.617.583.013.650,11.338.823.500.320.100,Entire home/apt,162,3,19,23/06/18,0.81,3,337,june,2018
11620086,Charming Villetta with a garden,61535692,Luca,,Santo Stefano,4.448.746.343.755.390,11.364.343.397.876.100,Entire home/apt,136,3,3,30/03/18,0.22,1,253,june,2018
11645317,Prestigioso attico su due piani .,44362064,Laura,,Santo Stefano,4.448.909.545.444.150,11.331.766.856.364.900,Entire home/apt,360,2,7,19/03/18,0.25,1,344,june,2018
11654764,Harmony Apartment Centro Storico,61835843,Letizia,,Porto - Saragozza,4.449.215.612.823.170,11.338.786.140.735.900,Entire home/apt,156,3,18,14/05/18,0.72,1,177,june,2018
11664150,Stanza ARMONIA alla FIERA DI BOLOGNA e FICO,61915858,Luna,,San Donato - San Vitale,4.450.691.940.182.090,1.137.018.580.460.270,Private room,35,1,27,22/04/18,0.97,1,92,june,2018
11664406,The Piazza Maggiore Penthouse,61521841,Elena,,Santo Stefano,4.449.484.184.233.800,11.345.140.348.492.300,Entire home/apt,177,3,9,09/04/18,0.40,3,250,june,2018
11671080,Center Cozy Place,1487783,Camilla,,Santo Stefano,4.448.753.313.387.340,11.346.000.011.670.000,Entire home/apt,80,2,20,05/09/17,1.06,1,27,june,2018
11676934,Casetta Sauro,62013562,Michele,,Porto - Saragozza,4.449.729.242.665.800,11.340.444.615.192.100,Entire home/apt,50,1,185,11/06/18,6.65,1,177,june,2018
11692415,Fra Home Bologna confortevole appartamento,35692976,Francesca,,Porto - Saragozza,4.450.369.836.479.610,1.131.458.739.984.860,Entire home/apt,56,1,25,24/06/18,1.06,2,43,june,2018
11711101,Cozy room next to Giardini Margherita!,31659520,Clementina,,Santo Stefano,4.448.385.061.309.020,11.356.370.809.729.400,Private room,25,1,18,25/06/18,0.76,1,141,june,2018
11711144,Camera Blu,61070910,Roberto,,Porto - Saragozza,4.449.752.040.180.790,11.333.585.821.478.200,Private room,80,1,0,,,3,91,june,2018
11718748,Stanza luminosa con letto doppio,35500617,Caterina,,Santo Stefano,4.448.144.657.085.260,1.136.581.539.215.630,Private room,40,1,6,22/04/18,0.22,1,365,june,2018
11726976,DoubleRoom in the middle of Bologna,37078573,Fabrizio,,Porto - Saragozza,44.495.747.899.315.300,11.340.601.245.424.500,Private room,52,1,51,24/06/18,1.83,1,114,june,2018
11739089,Camera Verde,61070910,Roberto,,Porto - Saragozza,4.449.744.240.748.780,11.334.434.965.582.500,Private room,80,1,1,23/03/16,0.04,3,98,june,2018
11746646,Frescoed room private bathroom & breakfast,2459989,Gosia & Mario,,Santo Stefano,4.449.672.573.582.380,11.348.389.570.515.100,Private room,51,1,72,14/06/18,3.64,7,76,june,2018
11746780,Magò - delightful room in the tower,19858775,Lucia,,Borgo Panigale - Reno,445.285.437.853.367,11.285.703.419.723.500,Private room,30,1,14,10/06/18,4.38,1,11,june,2018
