,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,zone
12,266777,BOLOGNA CENTRE APARTMENT W/ GARDEN,1398894,Giulia,,Porto - Saragozza,44.49487,11.332410000000001,Entire home/apt,75,60,53,2020-03-01,0.41,1,198,0,,Malpighi
13,293536,Wonderful house in the heart of Bologna,1517643,Nicola,,Santo Stefano,44.49439,11.353710000000001,Entire home/apt,170,7,35,2022-07-13,0.28,1,101,3,,Irnerio
14,306910,Albiroli apartment-Piazza Maggiore,1578729,Giulio,,Santo Stefano,44.49555,11.3443,Entire home/apt,80,10,25,2022-07-03,0.2,1,5,2,,Irnerio
15,373095,A due passi da Piazza Maggiore,1877146,Giulio,,Porto - Saragozza,44.49745,11.33025,Entire home/apt,69,2,77,2020-02-23,0.62,4,0,0,,Malpighi
16,374090,Appartamento in pieno centro,1882258,Morena,,Porto - Saragozza,44.49548,11.330219999999999,Entire home/apt,120,2,243,2022-07-30,1.92,2,344,28,,Malpighi
17,374610,"Cozy studio ,WIFI,kitchen and bath!",1884566,Federico,,Santo Stefano,44.491279999999996,11.35617,Entire home/apt,48,2,100,2022-05-05,0.86,4,29,15,,Irnerio
18,376826,"Nice, Loft in the historic center",1877146,Giulio,,Porto - Saragozza,44.49564,11.33601,Entire home/apt,85,2,208,2022-08-31,1.65,4,69,8,,Marconi
19,377126,Camera a Bologna,1895492,Cristina,,San Donato - San Vitale,44.50483,11.362060000000001,Private room,35,3,0,,,1,257,0,,San Donato
20,383256,Apartment Open Space on two floor!,1884566,Federico,,Porto - Saragozza,44.50103,11.34218,Entire home/apt,72,2,174,2022-07-20,1.37,4,61,10,,Marconi
21,411523,Melograno's house downtown Bologna,2048622,Irene,,Santo Stefano,44.4931,11.35442,Entire home/apt,100,3,110,2022-07-15,0.98,3,313,8,,Irnerio
22,434796,"BELLA RESINA,zona FIERA tangenziale",2160085,Claudia,,San Donato - San Vitale,44.52134,11.381730000000001,Private room,100,2,11,2018-09-27,0.09,1,359,0,,San Donato
23,447120,Green area ten minutes from downtow,2219894,Stefania,,Savena,44.469359999999995,11.38413,Private room,49,1,10,2018-03-16,0.09,1,0,0,,Mazzini
24,524880,Petronio's house in the heart of Bo,2048622,Irene,,Santo Stefano,44.48855,11.35387,Entire home/apt,58,3,126,2022-03-24,1.02,3,105,3,,Galvani
25,556818,A nice flat in the heart of thcity,612927,Angiolo,,Santo Stefano,44.49723,11.347010000000001,Entire home/apt,150,3,98,2022-08-29,0.85,1,236,11,,Irnerio
26,570880,sweet loft in bologna's heart,123920,Giorgio,,Porto - Saragozza,44.49147,11.33661,Entire home/apt,150,2,67,2022-07-03,0.54,1,281,2,,Malpighi
27,574089,Comfort and relax,2818199,Cristina,,Porto - Saragozza,44.47674,11.27824,Entire home/apt,49,2,34,2018-03-18,0.31,1,16,0,,
28,584370,Cosy Single Room with  bathroom,2879369,Andrea,,Porto - Saragozza,44.49092,11.31353,Private room,68,1,18,2022-04-10,0.16,2,348,1,,Costa Saragozza
29,606753,Two rooms in Bologna,2671558,Fabio,,Santo Stefano,44.47685,11.37327,Shared room,30,2,6,2015-08-17,0.05,1,44,0,,Murri
30,648513,Cosy studio in the World Heritage site,95428,Simona,,Porto - Saragozza,44.49395,11.341280000000001,Entire home/apt,54,7,13,2022-02-28,0.11,2,256,2,,Malpighi
31,670610,Easy Bologna for all seasons,3315552,Federica,,Porto - Saragozza,44.503609999999995,11.33204,Entire home/apt,80,5,42,2022-09-11,0.35,1,232,3,,Saffi
32,670725,Camera singola e bagno accogliente,3398944,Enzo,,Savena,44.469879999999996,11.37673,Private room,75,1,4,2022-06-11,0.03,2,352,2,,S. Ruffillo
33,684271,Ca 'de' Fiori self catering apartm.,3488947,Cristina,,Navile,44.515409999999996,11.34628,Entire home/apt,120,2,4,2018-11-11,0.05,1,107,0,,Bolognina
34,690226,Bologna on the roof,2048622,Irene,,Santo Stefano,44.49007,11.35267,Entire home/apt,100,3,72,2022-09-11,0.59,3,75,10,,Galvani
35,715819,Bright and elegant big apartment,3688693,Nic&Giovi,,Santo Stefano,44.473490000000005,11.36903,Entire home/apt,80,3,97,2022-08-19,0.82,1,13,8,,Murri
36,724304,Bologna cities and universities,3026417,Michela,,Santo Stefano,44.49325,11.351189999999999,Entire home/apt,124,2,55,2022-09-03,0.47,1,250,10,,Irnerio
37,728099,Large tavernetta 7 minutes from Bologna,2047280,Gabriele,,Borgo Panigale - Reno,44.515859999999996,11.28225,Entire home/apt,49,2,173,2022-09-04,1.43,2,314,9,,Borgo Panigale
38,732204,V4 - BOLOGNA AT HEART,1647751,Claudia,,Porto - Saragozza,44.49779,11.342319999999999,Private room,48,1,548,2022-08-21,4.82,1,208,98,,Marconi
39,732525,room in Bologna with bathroom,2879369,Andrea,,Porto - Saragozza,44.49092,11.31235,Private room,120,1,16,2017-10-06,0.14,2,348,0,,Costa Saragozza
40,742415,"IN FIERA 5: large,in the face fair",3858191,Ennio,,San Donato - San Vitale,44.50522,11.363539999999999,Entire home/apt,210,2,36,2022-06-07,0.35,3,314,4,482750,San Donato
41,749324,Quiet Studio in Old Town,1877146,Giulio,,Porto - Saragozza,44.49561,11.3361,Entire home/apt,71,2,356,2022-08-14,2.96,4,94,17,,Marconi
42,793706,Miniappartamento in Tavernetta,4181174,Flavia,,Santo Stefano,44.48753,11.34114,Entire home/apt,28,3,354,2022-09-09,3.0,2,129,7,,Galvani
43,795585,Strada Maggiore Trentasette Studio,4190791,Samantha,,Santo Stefano,44.49265,11.352160000000001,Entire home/apt,100,2,9,2015-11-22,0.08,1,225,0,,Irnerio
44,804596,A quiet Place to stay,4235069,Elena,,Porto - Saragozza,44.49824,11.33956,Entire home/apt,104,2,211,2022-08-17,1.79,2,144,14,,Marconi
45,823379,Zer051 Apartment Dossetti,4322997,Elena,,Navile,44.5132,11.356630000000001,Entire home/apt,80,2,54,2019-05-19,0.47,1,79,0,,Bolognina
46,840951,Attic in historical center in Bolog,4170880,Laura,,Porto - Saragozza,44.49442,11.331760000000001,Entire home/apt,120,3,126,2022-09-08,1.08,2,224,14,,Malpighi
47,842573,Artist's house,4399085,Anna,,Santo Stefano,44.48749,11.3487,Entire home/apt,65,6,48,2022-07-22,0.42,1,103,4,,Galvani
48,860436,close to the station & the center with priv. bath.,4506590,Alessandro,,Navile,44.50938,11.34944,Private room,85,1,40,2022-08-02,0.35,1,79,8,,Bolognina
49,884148,APOSA FLAT / CITY CENTER - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49945,11.34566,Entire home/apt,74,2,695,2022-09-13,5.99,5,187,32,,Irnerio
50,892817,"DOUBLE ROOM, PRIVATE BATH BOLOGNA MINIMUM 2 PEOPLE",4747696,Lella,,Porto - Saragozza,44.49064,11.33281,Private room,87,1,7,2018-10-05,0.13,4,67,0,,Malpighi
51,892847,flat 3 rooms 3 bath bologna for you,4747696,Lella,,Porto - Saragozza,44.49165,11.33162,Entire home/apt,271,3,12,2022-05-15,0.16,4,11,1,,Malpighi
52,943565,bright living in Bologna center,5105486,Lorenza,,Santo Stefano,44.496959999999994,11.3465,Entire home/apt,99,3,102,2022-07-31,0.88,1,349,4,,Irnerio
53,944794,PrettyJewelAttic in Typical Village,3715410,Katia,,Borgo Panigale - Reno,44.51419,11.2841,Entire home/apt,60,3,151,2022-07-29,1.31,1,100,4,U06356,Borgo Panigale
54,952460,Apartment in the historical center,4928901,Anna E Elena,,Santo Stefano,44.486940000000004,11.34884,Entire home/apt,67,2,210,2022-09-06,1.83,1,313,32,181448/2012,Galvani
55,961864,"LARGE DOUBLE ROOM, IN THE CENTER",705535,Valerio,,Porto - Saragozza,44.4931,11.33756,Private room,100,20,42,2020-01-02,0.36,9,225,0,,Malpighi
56,967017,Luminous peaceful comfortable loft,5275503,Paola,,Santo Stefano,44.48879,11.342080000000001,Entire home/apt,80,2,195,2021-07-21,1.7,1,0,0,,Galvani
57,967061,Little Venice/Center BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,72,2,509,2022-08-29,4.41,5,175,76,,Irnerio
58,978836,Appartamento dentro porta,1882258,Morena,,Porto - Saragozza,44.49962,11.33484,Entire home/apt,131,3,139,2022-09-11,1.23,2,333,29,,Marconi
59,978945,Triple room with private bathroom minimum 2 people,4747696,Lella,,Porto - Saragozza,44.49094,11.33192,Private room,87,1,14,2021-09-10,0.19,4,102,0,,Malpighi
60,979026,TWIN ROOM WITH  PRIVATE BATHROOM,4747696,Lella,,Porto - Saragozza,44.49165,11.33162,Private room,74,1,6,2019-04-23,0.11,4,71,0,,Malpighi
61,981083,Doppia o Matrimoniale con bagno,3398944,Enzo,,Savena,44.47116,11.37847,Private room,120,1,4,2022-05-01,0.04,2,353,1,,Mazzini
62,981727,I 4 GATTI Bologna Guesthouse x4,5234186,Filippo,,Porto - Saragozza,44.49263,11.3271,Private room,94,1,34,2022-08-23,0.33,6,333,9,,Costa Saragozza
63,984616,Beautiful flat in central Bologna,4916370,Paola,,Santo Stefano,44.487633,11.352789999999999,Entire home/apt,120,29,2,2015-05-31,0.02,1,224,0,,Galvani
64,993645,Villa Benni An elegant mansion b&b,5458518,Marcella,,Porto - Saragozza,44.48867,11.31842,Private room,135,1,119,2022-08-09,1.07,2,67,24,,Costa Saragozza
65,1002365,FARM HOUSE with garden and parking,5512231,Federica,,Borgo Panigale - Reno,44.54527,11.24873,Entire home/apt,90,3,19,2022-07-28,0.17,2,341,6,186433/2005,Borgo Panigale
66,1007486,APPARTAMENTO CON PARCHEGGIO E GIARDINO,5512231,Federica,,Borgo Panigale - Reno,44.54493,11.249089999999999,Entire home/apt,70,3,3,2022-03-19,0.03,2,339,2,,Borgo Panigale
67,1013831,A gourmet's cozy apt near the station (+garden),5577185,Bebe,,Navile,44.51628,11.34291,Entire home/apt,63,2,181,2022-09-13,1.62,1,131,18,,Bolognina
68,1022814,Camera Bolognese di Carlo Alberto,5631196,Carlo,,Porto - Saragozza,44.50326,11.34192,Hotel room,89,1,1,2013-06-11,0.01,1,0,0,,Marconi
69,1022914,A whole house and a walk downtown,5630894,Andrea,,Porto - Saragozza,44.49625,11.32006,Entire home/apt,71,2,56,2016-11-01,0.49,1,0,0,,Costa Saragozza
70,1023596,APT IN DOWNTOWN WITH A LOT OF GREEN,14234395,Nicola,,Porto - Saragozza,44.49559,11.33248,Entire home/apt,195,2,120,2022-06-02,1.11,2,356,14,,Malpighi
71,1029853,Bologna Best Bed : feel at home,4259314,Nathalie,,Navile,44.51612,11.34044,Entire home/apt,68,3,184,2022-08-16,1.6,1,51,22,,Bolognina
72,1076605,FAIR&FICO! ROOM&BREAKFAST From Dusk till Dawn,5923033,Matteo&Tomoko,,San Donato - San Vitale,44.50072,11.37081,Private room,40,2,84,2022-06-05,0.74,1,151,3,,San Donato
73,1116883,Room Airport,6129734,Manuel,,Borgo Panigale - Reno,44.522870000000005,11.27813,Private room,30,20,202,2022-08-16,1.8,1,76,13,,Borgo Panigale
74,1142503,A touch of luxury.GLBT f/ndly wifi,6265596,Maurizio,,Santo Stefano,44.48715,11.34036,Entire home/apt,60,3,444,2022-08-30,3.95,1,44,52,,Galvani
75,1149912,Renting room in Bologna Airport,6129693,Manuel,,Borgo Panigale - Reno,44.51978,11.27588,Private room,31,30,164,2021-10-01,1.45,1,348,4,,Borgo Panigale
76,1181594,lovely flat in Bologna city center,5936779,Laura,,Porto - Saragozza,44.498490000000004,11.340119999999999,Entire home/apt,67,2,520,2022-09-13,4.59,1,292,68,,Marconi
77,1189302,Al Mulino /Center - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,70,2,329,2022-09-10,3.03,5,182,40,,Irnerio
78,1199947,Al Morelo / Ceity Center-BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,65,2,135,2022-08-25,1.3,5,177,24,,Irnerio
79,1207685,Cosy and lovely central attic!,5581314,Martina,,Porto - Saragozza,44.495090000000005,11.332410000000001,Private room,45,3,164,2022-08-22,1.46,1,307,6,,Malpighi
80,1214730,"Cozy room,Wifi,kitchen and pvt bath",1884566,Federico,,Santo Stefano,44.49088,11.35648,Entire home/apt,62,2,12,2022-08-29,0.11,4,28,4,,Irnerio
81,1222273,A casa Gasperini - Appartamento privato,6667767,Giulia & Nara,,Borgo Panigale - Reno,44.47971,11.27325,Entire home/apt,161,2,15,2021-11-12,0.21,4,83,3,,
82,1222983,In the heart and soul bologna,6670383,Mario,,Porto - Saragozza,44.498670000000004,11.337710000000001,Private room,400,1,5,2016-03-23,0.05,3,365,0,,Marconi
83,1228143,Il Salotto - City centre,6698997,Francesco,,Porto - Saragozza,44.4948,11.330219999999999,Entire home/apt,100,3,84,2022-08-21,0.75,1,211,4,,Malpighi
84,1250727,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49951,11.337860000000001,Private room,400,1,19,2018-03-27,0.17,3,365,0,,Marconi
85,1250790,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49828,11.33821,Private room,400,3,10,2016-04-08,0.09,3,365,0,,Marconi
86,1289329,7 Quadri Home fra le 2 Torri e Sant'Orsola,7441756,Raffaello,,Santo Stefano,44.493347,11.352333999999999,Entire home/apt,104,2,2,2022-08-10,0.65,13,14,2,PG 60206/2021,Irnerio
87,1364242,MAST AIRPORT proximity and 10 min from the CENTER,2005506,Massimo,,Borgo Panigale - Reno,44.50554,11.29359,Private room,39,1,39,2020-07-12,0.36,1,136,0,,S. Viola
88,1391869,charming open space historic center,7524892,Franco,,Porto - Saragozza,44.48942,11.33297,Entire home/apt,75,3,122,2022-08-21,1.11,1,102,15,,Malpighi
89,1408005,DOLCE VITA IN THE HEART OF BOLOGNA,7593939,Danilo,,Santo Stefano,44.49888,11.34414,Entire home/apt,73,2,330,2022-08-19,2.97,1,261,54,,Marconi
90,1435627,heart of Bologna Piazza Maggiore,7714013,Carlotta,,Porto - Saragozza,44.49321,11.33569,Entire home/apt,78,2,577,2022-09-07,5.29,1,106,104,,Malpighi
91,1451862,comode stanze private in elegante villa storica,5458518,Marcella,,Porto - Saragozza,44.490320000000004,11.318019999999999,Private room,205,1,20,2022-08-03,0.19,2,67,4,,Costa Saragozza
92,1470008,Pisolo in città home holidays in city center,7871222,Paolo,,Porto - Saragozza,44.49105,11.33268,Entire home/apt,70,2,84,2022-07-25,0.77,1,72,10,,Malpighi
93,1491202,Massarenti ospedale sant'orsola,7973070,Andrea,,San Donato - San Vitale,44.49272,11.368210000000001,Entire home/apt,147,1,25,2022-07-31,0.26,5,363,6,,S. Vitale
94,1496752,Home away from Home,1373203,Ludovica,,Porto - Saragozza,44.50111,11.34239,Entire home/apt,152,1,78,2022-07-27,0.71,2,11,15,,Marconi
95,1538460,Piccola Venezia/ Centro Bologna,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49895,11.34632,Entire home/apt,61,1,85,2022-09-10,0.78,5,190,24,,Irnerio
96,1566003,"""i portici di via Piella """,8325248,Massimo,,Santo Stefano,44.49855,11.34411,Entire home/apt,56,2,833,2022-09-05,7.63,4,125,108,,Irnerio
97,1571942,Cozy apartment in a quiet area,4594761,Sara,,Navile,44.51813,11.33951,Private room,37,2,63,2022-09-10,0.58,1,344,10,,Bolognina
98,1577979,A room in Pasolini's house 2,467810,Eleonora,,Porto - Saragozza,44.491690000000006,11.33361,Private room,29,1,343,2022-09-01,3.12,2,296,64,,Malpighi
99,1588677,Cozy at Bologna's best location!,2345001,Demian,,Porto - Saragozza,44.49483,11.33163,Entire home/apt,56,5,103,2022-09-11,0.94,1,79,11,,Malpighi
100,1676504,Sweet Wolf - historical centre Bo,3934207,Sandra E Stefano,,Porto - Saragozza,44.49644,11.3422,Entire home/apt,63,2,56,2022-07-31,0.52,2,288,7,,Marconi
101,1693874,Room in University District,2673876,Cris,,Santo Stefano,44.49622,11.351189999999999,Private room,44,2,57,2022-09-03,0.57,2,298,12,,Irnerio
102,1702612,accogliente camera centro bologna,8947541,Lillo Carmine,,Santo Stefano,44.48363,11.3588,Private room,55,7,27,2022-07-17,0.26,1,170,7,,Murri
103,1739565,Casa Letizia One confort e relax in Strada Maggiore sotto le Due Torri,9081398,Letizia,,Santo Stefano,44.493840000000006,11.34731,Entire home/apt,100,3,264,2022-09-02,2.43,2,84,33,,Irnerio
104,1744706,Private room in quiet zone 1,9183683,Massimo,,Porto - Saragozza,44.488890000000005,11.32655,Private room,35,1,77,2022-09-12,0.71,3,154,25,,Costa Saragozza
105,1782703,A beautiful view on the old canal,9357589,Elena Maria,,Santo Stefano,44.4976,11.34737,Entire home/apt,123,3,83,2022-07-23,0.77,1,0,17,,Irnerio
106,1791860,"Strategico centro, fiera, ospedale",9401144,Antonella,,San Donato - San Vitale,44.507459999999995,11.37597,Entire home/apt,106,2,102,2021-10-19,0.94,1,73,1,,San Donato
107,1853123,B&B Chez moi,9587199,Uliana,,Santo Stefano,44.49201,11.352780000000001,Hotel room,129,1,0,,,4,44,0,03336131200,Irnerio
108,1863235,beautifull loft  top of Bologna,8864905,Robert,,Savena,44.47614,11.38541,Entire home/apt,95,5,28,2022-03-01,0.27,1,330,4,,Mazzini
109,1872453,RoomTouchAndGo fiera Bologna,9757089,Leonardo,,Navile,44.51598,11.35844,Entire home/apt,130,1,5,2022-06-26,0.05,1,350,3,,Bolognina
110,1929841,Petit Bijou avec Jardin,9992893,Isabelle,,Porto - Saragozza,44.49669,11.33163,Entire home/apt,80,2,103,2019-12-15,0.97,1,1,0,,Malpighi
111,1942540,Vista su Piazza Aldrovandi,7818383,Margherita,,Santo Stefano,44.49425,11.350999999999999,Private room,60,1,53,2019-12-08,0.51,2,225,0,,Irnerio
112,1949394,Matrimoniale nel cuore di Bologna,10080893,Flavio E Viviana,,Santo Stefano,44.4992,11.34747,Private room,30,5,20,2018-04-16,0.19,1,105,0,,Irnerio
113,1953800,Wanda's Apartment,5486828,Nicola,,Santo Stefano,44.48805,11.32981,Entire home/apt,101,1,202,2022-09-03,1.89,2,306,15,,Colli
114,1962775,Bright & Comfortable BedRoom,1033461,Lelio,,Navile,44.51616,11.3298,Private room,30,2,33,2020-02-14,0.32,3,273,0,,Lame
115,2050217,Nice Studio,10507736,Cosimo,,Navile,44.51099,11.33365,Entire home/apt,122,1,27,2022-06-18,0.26,1,222,4,,Bolognina
116,2099619,Casa Andrea APPARTAMENTO ESCLUSIVO,10708480,Pier Giuseppe,,Porto - Saragozza,44.49622,11.32639,Entire home/apt,78,2,192,2022-09-05,1.81,4,297,34,,Costa Saragozza
117,2112874,"Appartamento FIERA, SANT'ORSOLA, CENTRO",10772630,Federica,,San Donato - San Vitale,44.50074,11.37342,Entire home/apt,60,1,170,2020-02-09,1.62,1,0,0,,San Donato
118,2206704,Casa Luisa appartamento turistico,10708480,Pier Giuseppe,,Borgo Panigale - Reno,44.5063,11.30745,Entire home/apt,60,3,2,2017-04-06,0.02,4,324,0,,S. Viola
119,2212785,APPARTAMENTO SOGGIORNI BREVI,10708480,Pier Giuseppe,,Borgo Panigale - Reno,44.50636,11.30745,Entire home/apt,61,2,7,2022-08-08,0.55,4,324,6,,S. Viola
120,2219937,Camera tranquilla-luminosa zona Ospedale Maggiore,11325267,Ines,,Porto - Saragozza,44.50372,11.30865,Private room,29,2,156,2022-09-14,1.5,1,1,22,,S. Viola
121,2250424,Casa Letizia TWO historic center long term welcome,9081398,Letizia,,Santo Stefano,44.493840000000006,11.34731,Entire home/apt,104,3,161,2022-09-04,2.66,2,97,36,P.334393,Irnerio
122,2256148,Arte & Ospitalità da Nonno EROS/ERA,11521610,Clio,,San Donato - San Vitale,44.504540000000006,11.376389999999999,Private room,29,1,108,2022-06-04,1.04,2,39,30,,San Donato
123,2273362,"""Bijou House"", city centre, free wi-fi, 2 Smart Tv",11606565,Cristina,,Santo Stefano,44.496986,11.349186999999999,Entire home/apt,135,3,16,2022-08-11,0.17,1,169,6,,Irnerio
124,2280311,"""Behind Lumieré"" Big & Sunny room in Art District",11610405,Ilaria Silvia,,Porto - Saragozza,44.49868,11.33677,Private room,47,1,245,2022-09-11,2.91,4,59,32,,Marconi
125,2282623,"S.Orsola zone,parking for free and self check-in",11658074,Cecilia,,San Donato - San Vitale,44.49445,11.367172,Entire home/apt,63,1,774,2022-08-30,7.39,1,14,99,,S. Vitale
126,2317752,Central room with private bathroom,10882727,Marzia,,Porto - Saragozza,44.496759999999995,11.33269,Entire home/apt,56,2,177,2022-09-08,1.72,1,325,30,,Marconi
127,2329387,TONYS PLACE HOME HOLYDAYS BOLOGNA,11898231,Antonio,,Borgo Panigale - Reno,44.51725,11.27861,Entire home/apt,76,2,119,2022-09-14,1.14,1,153,43,PG 28338 del 30 / 01  / 2014,Borgo Panigale
128,2349237,Storia d'Italia - Vacation Home,7802745,Michele,,Santo Stefano,44.50112,11.348469999999999,Entire home/apt,8000,1,231,2020-08-25,2.26,12,117,0,,Irnerio
129,2349486,IDEAL APT. IN BOLOGNA - CENTRE/FAIR,11997215,Andrea,,San Donato - San Vitale,44.506679999999996,11.35556,Entire home/apt,89,28,152,2022-08-03,1.47,2,81,6,,San Donato
130,2349787,Private room in quiet zone 2,9183683,Massimo,,Porto - Saragozza,44.49096,11.32767,Private room,35,1,99,2022-09-07,0.96,3,147,15,,Costa Saragozza
131,2349835,From Grandfather Arts & hospitality,11521610,Clio,,San Donato - San Vitale,44.50564,11.37775,Private room,25,1,94,2022-06-05,0.91,2,296,26,,San Donato
132,2359237,Appartamento DIDI,8888372,Lorenzo,,San Donato - San Vitale,44.489309999999996,11.37748,Entire home/apt,84,2,0,,,1,350,0,,S. Vitale
133,2378587,Z8 Terra - Comfortable two bedrooms apartment,11890324,Silvia E Jacopo,,Santo Stefano,44.501881,11.351547,Entire home/apt,137,1,249,2022-08-31,2.4,13,43,45,,Irnerio
134,2409234,bungalow with two bedrooms,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.5147,11.284989999999999,Entire home/apt,514,1,96,2022-08-15,0.93,16,58,6,,Borgo Panigale
135,2423689,IN FIERA 8: elegant front fair,3858191,Ennio,,San Donato - San Vitale,44.5056,11.364139999999999,Entire home/apt,199,2,15,2022-08-21,0.15,3,259,4,482750,San Donato
136,2427429,modern loft with private garden,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51453,11.28531,Entire home/apt,187,1,58,2020-11-18,0.56,16,95,0,,Borgo Panigale
137,2427567,indipendent and bright studio,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.514520000000005,11.285160000000001,Entire home/apt,182,1,69,2022-04-28,0.67,16,109,2,,Borgo Panigale
138,2448735,House 15 min. from Bologna center,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51457,11.28426,Entire home/apt,151,1,68,2022-01-24,0.7,16,83,1,,Borgo Panigale
139,2486018,Live in history: loft with frescos,12721393,Monella,,Porto - Saragozza,44.49889,11.33953,Entire home/apt,107,4,297,2022-08-30,2.88,1,338,47,,Marconi
140,2511037,A cozy rooms in the heart of nature in Bologna,12855144,Federica,,Savena,44.452329999999996,11.41559,Private room,90,1,2,2022-09-11,0.42,2,364,2,,
141,2531214,Bright and Peaceful Apartment in Historic Palazzo,6318533,Luca,,Santo Stefano,44.493359999999996,11.35294,Entire home/apt,94,2,397,2022-07-21,3.85,2,213,66,,Irnerio
142,2541104,silence and calm in the city center,10822606,Umberto,,Santo Stefano,44.48568,11.35544,Entire home/apt,80,4,19,2022-05-04,0.18,1,248,4,,Galvani
143,2542891,casa ridente: Bologna,13020512,Alessandra,,San Donato - San Vitale,44.49583,11.358889999999999,Private room,107,1,1,2022-05-15,0.24,1,223,1,,S. Vitale
144,2572332,Central Flat in the Greenery,13172321,Eleonora,,Santo Stefano,44.48746,11.332230000000001,Entire home/apt,88,2,166,2022-09-10,1.62,1,188,19,,Colli
145,2581354,stanza 1/2 zona fiera,12899123,Mariella,,San Donato - San Vitale,44.51064,11.36941,Private room,100,1,3,2018-06-23,0.03,8,295,0,,San Donato
146,2581424,room in front of the fair,12899123,Mariella,,San Donato - San Vitale,44.5108,11.37047,Private room,100,1,7,2017-03-20,0.07,8,297,0,,San Donato
147,2603387,centralissimo piazza Cavour ad.ze,3694938,Angela,,Santo Stefano,44.49131,11.34567,Entire home/apt,60,2,216,2022-09-11,2.27,1,304,28,,Galvani
148,2613237,Apartment in the Historical Centre of Bologna,7638519,Andy,,Santo Stefano,44.4983,11.34633,Entire home/apt,52,4,148,2022-08-23,1.48,1,136,5,,Irnerio
149,2704474,Appartamento Bologna Centro / Colli,13841663,Andrea,,Porto - Saragozza,44.4868,11.33866,Entire home/apt,85,3,40,2019-11-03,0.42,1,234,0,,Malpighi
150,2719377,Bologna's roofs,13916122,Barbara,,Santo Stefano,44.494209999999995,11.354560000000001,Entire home/apt,65,3,47,2022-07-19,0.56,1,42,10,,Irnerio
151,2719751,Il paradiso dell'arte,13918024,Simona,,Santo Stefano,44.48165,11.359060000000001,Private room,28,3,92,2022-08-28,0.93,1,220,9,,Murri
152,2719775,Mum's house - Casa di Mamma,13918236,Franca E Mario,,Navile,44.507668,11.342004,Entire home/apt,87,2,93,2022-08-28,1.29,1,201,30,,Bolognina
153,2751383,Beautiful flat in vibrant Pratello,14074410,Valentina,,Porto - Saragozza,44.49629,11.33136,Entire home/apt,70,5,21,2021-10-26,0.21,1,264,3,,Malpighi
