,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,zone
20,377126,Camera a Bologna,1895492,Cristina,,San Donato - San Vitale,44.50483,11.362060000000001,Private room,35,3,0,,,1,326,0,,San Donato
21,383256,Apartment Open Space on two floor!,1884566,Federico,,Porto - Saragozza,44.50103,11.34218,Entire home/apt,59,2,163,2019-10-18,1.7,4,52,2,,Marconi
22,411523,Melograno's house downtown Bologna,2048622,Irene,,Santo Stefano,44.4931,11.35442,Entire home/apt,85,3,102,2021-07-26,1.03,3,222,5,,Irnerio
23,434796,"BELLA RESINA,zona FIERA tangenziale",2160085,Claudia,,San Donato - San Vitale,44.52134,11.381730000000001,Private room,100,2,11,2018-09-27,0.11,1,365,0,,San Donato
24,442819,apartment near down town,2200704,Gianmassimo,,Porto - Saragozza,44.496140000000004,11.31751,Private room,34,1,113,2018-03-23,1.04,1,10,0,,Costa Saragozza
25,447120,Green area ten minutes from downtow,2219894,Stefania,,Savena,44.469359999999995,11.38413,Private room,49,1,10,2015-09-29,0.1,1,0,0,,Mazzini
26,496906,charming studio in the old town,2453897,Alessandro,,Porto - Saragozza,44.490320000000004,11.337489999999999,Entire home/apt,50,2,5,2014-06-22,0.06,2,354,1,,Malpighi
27,510771,"BOLOGNA CITY, NEAR FAIR AND AIRPORT",2516628,Coach Maurizio Salamina,,Borgo Panigale - Reno,44.49596,11.2911,Private room,100,1,52,2013-07-14,0.48,1,365,0,,Barca
28,524880,Petronio's house in the heart of Bo,2048622,Irene,,Santo Stefano,44.48855,11.35387,Entire home/apt,58,3,121,2019-04-02,1.25,3,342,0,,Galvani
29,529982,studio apt cozy  center of bologna,1919078,Laura,,Porto - Saragozza,44.49273,11.341289999999999,Entire home/apt,42,5,7,2012-07-27,0.07,1,223,0,,Malpighi
30,531700,"Downtotown ♥ 2Torri♥Cozy restaurants, museum",2613427,Caterina,,Santo Stefano,44.494409999999995,11.349639999999999,Entire home/apt,60,2,326,2019-06-04,2.98,1,1,0,,Irnerio
31,556818,A nice flat in the heart of thcity,612927,Angiolo,,Santo Stefano,44.49723,11.347010000000001,Entire home/apt,120,2,87,2020-01-03,0.99,1,193,0,,Irnerio
32,570880,sweet loft in bologna's heart,123920,Giorgio,,Porto - Saragozza,44.49147,11.33661,Entire home/apt,100,2,65,2018-07-19,0.63,1,308,1,,Malpighi
33,659045,wonderful apartment near the center,2453897,Alessandro,,Porto - Saragozza,44.49961,11.31763,Entire home/apt,50,2,4,2013-06-03,0.04,2,173,0,,Saffi
34,670610,Easy Bologna for all seasons,3315552,Federica,,Porto - Saragozza,44.503609999999995,11.33204,Entire home/apt,60,5,39,2015-01-06,0.37,1,263,1,,Saffi
35,670725,Camera singola e bagno accogliente,3398944,Enzo,,Savena,44.469879999999996,11.37673,Private room,75,1,2,2018-10-07,0.02,2,365,0,,S. Ruffillo
36,684271,Ca 'de' Fiori self catering apartm.,3488947,Cristina,,Navile,44.515409999999996,11.34628,Entire home/apt,120,2,4,2018-11-11,0.06,1,360,0,,Bolognina
37,690226,Bologna on the roof,2048622,Irene,,Santo Stefano,44.49007,11.35267,Entire home/apt,150,3,62,2020-01-31,0.57,3,285,0,,Galvani
38,692204,"my nice, wood and white, apartment",1863279,Caterina,,Savena,44.46966,11.37762,Entire home/apt,60,3,17,2016-08-15,0.19,2,289,0,,S. Ruffillo
39,708145,A little nest in Bologna,3641392,A Casa Fuori Casa Di Stefano & Cinz,,Borgo Panigale - Reno,44.50815,11.295630000000001,Entire home/apt,1429,2,32,2016-12-02,0.31,1,362,0,,S. Viola
40,715819,Bright and elegant big apartment,3688693,Nic&Giovi,,Santo Stefano,44.473490000000005,11.36903,Entire home/apt,80,3,89,2020-01-02,0.85,1,0,0,,Murri
41,724304,Bologna cities and universities,3026417,Michela,,Santo Stefano,44.49325,11.351189999999999,Entire home/apt,110,2,45,2021-05-29,0.53,1,324,1,,Irnerio
42,724499,Cozy single room in historic centre,184487,Carlo,,Santo Stefano,44.486979999999996,11.348939999999999,Private room,40,1,36,2018-09-15,0.47,3,259,3,,Galvani
43,728099,Large tavernetta 7 minutes from Bologna,2047280,Gabriele,,Borgo Panigale - Reno,44.515859999999996,11.28225,Entire home/apt,41,2,160,2018-09-23,1.48,2,335,10,,Borgo Panigale
44,732204,V4 - BOLOGNA AT HEART,1647751,Claudia,,Porto - Saragozza,44.49779,11.342319999999999,Private room,41,1,440,2019-11-15,4.37,1,247,41,,Marconi
45,742415,"IN FIERA 5: large,in the face fair",3858191,Ennio,,San Donato - San Vitale,44.50522,11.363539999999999,Entire home/apt,179,1,32,2019-04-02,0.36,3,233,0,,San Donato
46,749324,Quiet Studio in Old Town,1877146,Giulio,,Porto - Saragozza,44.49561,11.3361,Entire home/apt,68,2,337,2020-02-12,3.15,5,323,5,,Marconi
47,793706,Miniappartamento in Tavernetta,4181174,Flavia,,Santo Stefano,44.48753,11.34114,Entire home/apt,25,3,345,2019-10-01,3.3,1,84,7,,Galvani
48,795585,Strada Maggiore Trentasette Studio,4190791,Samantha,,Santo Stefano,44.49265,11.352160000000001,Entire home/apt,100,2,9,2015-04-02,0.09,1,0,0,,Irnerio
49,804596,A quiet Place to stay,4235069,Elena,,Porto - Saragozza,44.49824,11.33956,Entire home/apt,64,2,195,2020-01-02,1.86,2,94,4,,Marconi
50,813260,Very cosy bedroom in a flat in a beatiful side,4129542,Neva,,Santo Stefano,44.47918,11.35856,Entire home/apt,120,1,3,2013-03-28,0.03,1,365,0,,Murri
51,823379,Zer051 Apartment Dossetti,4322997,Elena,,Navile,44.5132,11.356630000000001,Entire home/apt,70,1,54,2015-08-09,0.53,1,0,0,,Bolognina
52,838885,Very good Double room with private Bathroom -,4350204,Marco,,Porto - Saragozza,44.49205,11.31838,Private room,38,2,3,2019-04-02,0.06,1,178,0,,Costa Saragozza
53,840951,Attic in historical center in Bolog,4170880,Laura,,Porto - Saragozza,44.49442,11.331760000000001,Entire home/apt,90,3,110,2019-10-12,1.32,2,245,1,,Malpighi
54,840988,Downtown studio with own bathroom,2438671,Vanessa,,Santo Stefano,44.487809999999996,11.36444,Private room,21,26,43,2019-05-18,0.43,1,25,10,,Murri
55,842573,Artist's house,4399085,Anna,,Santo Stefano,44.48749,11.3487,Entire home/apt,65,5,44,2016-03-22,0.46,1,145,0,,Galvani
56,860436,close to the center & trainstation,4506590,Alessandro,,Navile,44.50938,11.34944,Private room,44,1,29,2015-12-29,0.3,1,112,6,,Bolognina
57,875210,"WiFi, new Studio/Loft in Fiera and BO center!!",4209521,Emma,,San Donato - San Vitale,44.50659,11.3677,Entire home/apt,69,4,43,2018-09-15,0.41,1,331,0,,San Donato
58,884148,APOSA FLAT / CITY CENTER - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49945,11.34566,Entire home/apt,45,1,657,2020-10-04,6.37,5,264,21,,Irnerio
59,892817,"DOUBLE ROOM, PRIVATE BATH BOLOGNA MINIMUM 2 PEOPLE",4747696,Lella,,Porto - Saragozza,44.49064,11.33281,Private room,80,1,7,2018-02-15,0.16,4,79,0,,Malpighi
60,892847,flat 3 rooms 3 bath bologna for you,4747696,Lella,,Porto - Saragozza,44.49165,11.33162,Entire home/apt,105,2,11,2017-05-12,0.34,4,0,0,,Malpighi
61,915905,Prestigious loft in central Bologna,4916370,Paola,,Santo Stefano,44.48814,11.3491,Entire home/apt,94,3,30,2021-08-16,0.36,1,2,3,485150/2019,Galvani
62,944794,PrettyJewelAttic in Typical Village,3715410,Katia,,Borgo Panigale - Reno,44.51419,11.2841,Entire home/apt,44,5,147,2019-09-20,1.45,1,0,7,U06356,Borgo Panigale
63,952460,Apartment in the historical center,4928901,Anna E Elena,,Santo Stefano,44.486940000000004,11.34884,Entire home/apt,54,2,175,2018-05-03,1.74,1,244,3,,Galvani
64,961864,"LARGE DOUBLE ROOM, IN THE CENTER",705535,Valerio,,Porto - Saragozza,44.4931,11.33756,Private room,70,20,42,2019-03-18,0.47,9,365,0,,Malpighi
65,967017,Luminous peaceful comfortable loft,5275503,Paola,,Santo Stefano,44.48879,11.342080000000001,Entire home/apt,80,2,195,2019-09-27,2.16,1,0,1,,Galvani
66,967061,Little Venice/Center BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,49,1,423,2019-12-22,4.13,5,223,12,,Irnerio
67,978836,Appartamento dentro porta,1882258,Morena,,Porto - Saragozza,44.49962,11.33484,Entire home/apt,107,3,109,2019-06-01,1.14,2,354,1,,Marconi
68,978945,Triple room with private bathroom minimum 2 people,4747696,Lella,,Porto - Saragozza,44.49094,11.33192,Private room,60,1,13,2018-10-17,0.22,4,163,0,,Malpighi
69,979026,TWIN ROOM WITH  PRIVATE BATHROOM,4747696,Lella,,Porto - Saragozza,44.49165,11.33162,Private room,80,1,6,2019-04-23,0.14,4,343,0,,Malpighi
70,981083,Doppia o Matrimoniale con bagno,3398944,Enzo,,Savena,44.47116,11.37847,Private room,120,1,3,2015-10-01,0.06,2,365,0,,Mazzini
71,981727,I 4 GATTI Bologna Guesthouse x4,5234186,Filippo,,Porto - Saragozza,44.49263,11.3271,Private room,60,1,24,2015-07-22,0.27,6,156,0,,Costa Saragozza
72,993645,Villa Benni An elegant mansion b&b,5458518,Marcella,,Porto - Saragozza,44.48867,11.31842,Private room,104,1,90,2021-08-03,0.92,2,351,5,,Costa Saragozza
73,1001947,Casa Dumas,5510279,Alessandro,,Santo Stefano,44.4943,11.35324,Entire home/apt,65,2,94,2019-08-19,0.92,21,0,1,,Irnerio
74,1002365,FARM HOUSE with garden and parking,5512231,Federica,,Borgo Panigale - Reno,44.54527,11.24873,Entire home/apt,85,3,11,2019-10-08,0.13,2,335,2,,Borgo Panigale
75,1007486,APPARTAMENTO CON PARCHEGGIO E GIARDINO,5512231,Federica,,Borgo Panigale - Reno,44.54493,11.249089999999999,Entire home/apt,65,3,1,2013-04-17,0.01,2,339,0,,Borgo Panigale
76,1008937,Just like Montmartre in Italy,5549727,Thierry,,Santo Stefano,44.486940000000004,11.35337,Entire home/apt,85,2,136,2019-11-02,1.46,1,232,0,,Galvani
77,1013831,A gourmet's cozy apt near the station (+garden),5577185,Bebe,,Navile,44.5163,11.342839999999999,Entire home/apt,43,2,163,2019-09-19,1.71,1,201,0,,Bolognina
78,1022814,Camera Bolognese di Carlo Alberto,5631196,Carlo,,Porto - Saragozza,44.50326,11.34192,Hotel room,89,1,1,2013-06-11,0.01,1,0,0,,Marconi
79,1022914,A whole house and a walk downtown,5630894,Andrea,,Porto - Saragozza,44.49625,11.32006,Entire home/apt,71,2,56,2016-09-29,0.61,1,362,0,,Costa Saragozza
80,1023596,APT IN DOWNTOWN WITH A LOT OF GREEN,14234395,Nicola,,Porto - Saragozza,44.49559,11.33248,Entire home/apt,75,2,104,2019-12-27,1.33,2,338,3,,Malpighi
81,1027489,Casa Munay Appartments S.Orsola,2845503,Simone,,San Donato - San Vitale,44.49243,11.36684,Entire home/apt,53,4,0,,,4,15,0,,S. Vitale
82,1029853,Bologna Best Bed : feel at home,4259314,Nathalie,,Navile,44.51612,11.34044,Entire home/apt,60,2,161,2021-07-13,1.6,1,54,6,,Bolognina
83,1076605,FAIR&FICO! ROOM&BREAKFAST From Dusk till Dawn,5923033,Matteo&Tomoko,,San Donato - San Vitale,44.50072,11.37081,Private room,34,2,81,2018-09-22,0.82,1,314,0,,San Donato
84,1105477,Private room in Bologna,2900560,Laura,,Borgo Panigale - Reno,44.49736,11.29391,Private room,36,1,16,2020-03-09,0.36,1,363,0,,Barca
85,1112850,BEAUTIFUL STYLISH FLAT IN TOWN,6029035,Michela,,Porto - Saragozza,44.497659999999996,11.33267,Entire home/apt,98,2,1,2016-09-28,0.02,1,170,0,,Marconi
86,1116883,Room Airport,6129734,Manuel,,Borgo Panigale - Reno,44.522870000000005,11.27813,Private room,27,1,189,2017-08-16,1.94,1,0,2,,Borgo Panigale
87,1142503,A touch of luxury.GLBT f/ndly wifi,6265596,Maurizio,,Santo Stefano,44.48715,11.34036,Entire home/apt,50,3,387,2020-01-26,3.96,1,47,21,,Galvani
88,1149912,Renting room in Bologna Airport,6129693,Manuel,,Borgo Panigale - Reno,44.51978,11.27588,Private room,26,2,157,2019-06-02,1.58,1,355,1,,Borgo Panigale
89,1175984,Large / Central. Ideal for family,6435724,Angelo & Aurelia,,Santo Stefano,44.49677,11.35425,Entire home/apt,69,2,24,2018-07-01,0.28,1,222,0,,Irnerio
90,1181594,lovely flat in Bologna city center,5936779,Laura,,Porto - Saragozza,44.498490000000004,11.340119999999999,Entire home/apt,55,2,449,2021-05-26,4.48,1,255,28,,Marconi
91,1189302,Al Mulino /Center - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,49,1,284,2020-09-01,3.0,5,217,13,,Irnerio
92,1199947,Al Morelo / Ceity Center-BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,47,1,111,2020-02-23,1.22,5,257,2,,Irnerio
93,1207685,Cosy and lovely central attic!,5581314,Martina,,Porto - Saragozza,44.495090000000005,11.332410000000001,Private room,38,3,158,2018-11-23,1.62,1,335,0,,Malpighi
94,1214730,"Cozy room,Wifi,kitchen and pvt bath",1884566,Federico,,Santo Stefano,44.49088,11.35648,Entire home/apt,58,2,8,2014-04-09,8.0,4,10,2,,Irnerio
95,1222983,In the heart and soul bologna,6670383,Mario,,Porto - Saragozza,44.498670000000004,11.337710000000001,Private room,58,1,5,2016-03-23,0.06,3,354,0,,Marconi
96,1228143,Comfortable flat in the city centre,6698997,Francesco,,Porto - Saragozza,44.4948,11.330219999999999,Entire home/apt,65,2,80,2019-12-30,0.85,1,278,0,,Malpighi
97,1250727,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49951,11.337860000000001,Private room,58,1,19,2018-03-27,0.23,3,354,0,,Marconi
98,1250790,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49828,11.33821,Private room,58,3,10,2015-10-08,0.1,3,354,0,,Marconi
99,1364242,MAST AIRPORT proximity and 10 min from the CENTER,2005506,Massimo,,Borgo Panigale - Reno,44.50554,11.29359,Private room,39,1,39,2014-07-07,0.41,1,232,0,,S. Viola
100,1391869,charming open space historic center,7524892,Franco,,Porto - Saragozza,44.48942,11.33297,Entire home/apt,65,3,107,2021-07-02,1.14,1,223,5,,Malpighi
101,1408005,DOLCE VITA IN THE HEART OF BOLOGNA,7593939,Danilo,,Santo Stefano,44.49888,11.34414,Entire home/apt,73,2,273,2019-09-15,2.82,1,348,5,,Marconi
102,1435627,heart of Bologna Piazza Maggiore,7714013,Carlotta,,Porto - Saragozza,44.49321,11.33569,Entire home/apt,55,2,466,2020-01-07,4.87,1,125,51,,Malpighi
103,1451862,comode stanze private in elegante villa storica,5458518,Marcella,,Porto - Saragozza,44.490320000000004,11.318019999999999,Private room,205,1,16,2016-08-30,0.43,2,322,0,,Costa Saragozza
104,1470008,Pisolo in città home holidays in city center,7871222,Paolo,,Porto - Saragozza,44.49105,11.33268,Entire home/apt,60,2,74,2017-10-08,0.77,1,205,4,,Malpighi
105,1491202,Massarenti ospedale sant'orsola,7973070,Andrea,,San Donato - San Vitale,44.49272,11.368210000000001,Entire home/apt,55,1,19,2017-09-29,0.24,5,365,0,,S. Vitale
106,1496752,Home away from Home,1373203,Ludovica,,Porto - Saragozza,44.50111,11.34239,Entire home/apt,100,2,63,2015-05-15,0.66,1,0,0,,Marconi
107,1538460,Piccola Venezia/ Centro Bologna,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49895,11.34632,Entire home/apt,45,1,59,2018-08-05,0.63,5,227,11,,Irnerio
108,1566003,"""i portici di via Piella """,8325248,Massimo,,Santo Stefano,44.49855,11.34411,Entire home/apt,49,1,709,2019-08-23,7.36,3,129,95,,Irnerio
109,1571942,Cozy apartment in a quiet area,4594761,Sara,,Navile,44.51813,11.33951,Private room,28,2,52,2019-02-26,0.54,1,356,1,,Bolognina
110,1577979,A room in Pasolini's house 2,467810,Eleonora,,Porto - Saragozza,44.491690000000006,11.33361,Private room,28,1,268,2019-10-15,2.87,2,316,9,,Malpighi
111,1588677,Cozy at Bologna's best location!,2345001,Demian,,Porto - Saragozza,44.49483,11.33163,Entire home/apt,43,5,90,2018-06-24,1.0,1,324,8,,Malpighi
112,1676504,Sweet Wolf - historical centre Bo,3934207,Sandra E Stefano,,Porto - Saragozza,44.49644,11.3422,Entire home/apt,40,2,49,2019-11-13,0.52,3,240,0,,Marconi
113,1693874,Room in University District,2673876,Cris,,Santo Stefano,44.49622,11.351189999999999,Private room,39,2,45,2015-03-14,0.51,2,255,3,,Irnerio
114,1702612,accogliente camera centro bologna,8947541,Lillo Carmine,,Santo Stefano,44.48363,11.3588,Private room,50,2,20,2017-10-29,0.22,1,272,0,,Murri
115,1704805,Lame 71 Guest House - Intero Apt,8999501,Alex,,Porto - Saragozza,44.5058,11.32885,Entire home/apt,80,2,8,2019-11-30,0.08,1,232,0,,Saffi
116,1739565,Casa Letizia One confort e relax in Strada Maggiore sotto le Due Torri,9081398,Letizia,,Santo Stefano,44.493840000000006,11.34731,Entire home/apt,66,3,230,2021-08-13,2.5,2,221,9,,Irnerio
117,1744706,Private room in quiet zone 1,9183683,Massimo,,Porto - Saragozza,44.488890000000005,11.32655,Private room,30,1,52,2020-02-23,0.64,3,139,0,,Costa Saragozza
118,1782703,A beautiful view on the old canal,9357589,Elena,,Santo Stefano,44.500170000000004,11.34858,Entire home/apt,86,2,65,2019-04-17,0.68,1,151,0,,Irnerio
119,1791860,"Strategico centro, fiera, ospedale",9401144,Antonella,,San Donato - San Vitale,44.507459999999995,11.37597,Entire home/apt,69,2,101,2018-09-28,1.07,1,55,4,,San Donato
120,1827439,La Casa del Borgo in the heart of Bologna,9561972,Angela,,Santo Stefano,44.5003,11.34796,Entire home/apt,75,2,93,2017-08-11,1.0,1,263,0,,Irnerio
121,1853123,B&B Chez moi,9587199,Uliana,,Santo Stefano,44.49201,11.352780000000001,Hotel room,253,1,0,,,5,29,0,,Irnerio
122,1863235,beautifull loft  top of Bologna,8864905,Robert,,Savena,44.47614,11.38541,Entire home/apt,90,6,24,2015-04-02,0.29,1,307,0,,Mazzini
123,1872453,RoomTouchAndGo fiera Bologna,9757089,Leonardo,,Navile,44.51598,11.35844,Entire home/apt,130,1,2,2014-09-28,0.05,1,361,0,,Bolognina
124,1929841,Petit Bijou avec Jardin,9992893,Isabelle,,Porto - Saragozza,44.49669,11.33163,Entire home/apt,80,2,103,2018-11-13,1.11,1,232,0,,Malpighi
125,1942540,Vista su Piazza Aldrovandi,7818383,Margherita,,Santo Stefano,44.49425,11.350999999999999,Private room,60,1,53,2015-10-26,0.59,2,232,0,,Irnerio
126,1949394,Matrimoniale nel cuore di Bologna,10080893,Flavio E Viviana,,Santo Stefano,44.4992,11.34747,Private room,30,5,20,2018-04-10,0.22,1,47,0,,Irnerio
127,1953800,Wanda's Apartment,5486828,Nicola,,Santo Stefano,44.48805,11.32981,Entire home/apt,45,1,182,2021-07-21,1.94,2,257,6,,Colli
128,1962775,Bright & Comfortable BedRoom,1033461,Lelio,,Navile,44.51616,11.3298,Private room,28,2,33,2020-02-14,0.4,3,232,0,,Lame
129,2050217,Nice Studio,10507736,Cosimo,,Navile,44.51099,11.33365,Entire home/apt,60,2,22,2018-03-18,0.3,1,65,0,,Bolognina
130,2099619,Casa Andrea APPARTAMENTO ESCLUSIVO,10708480,Pier Giuseppe,,Porto - Saragozza,44.49622,11.32639,Entire home/apt,60,2,156,2021-06-19,1.68,4,328,8,,Costa Saragozza
131,2112874,"Appartamento FIERA, SANT'ORSOLA, CENTRO",10772630,Federica,,San Donato - San Vitale,44.50074,11.37342,Entire home/apt,60,1,170,2019-11-01,1.89,1,108,0,,San Donato
132,2121602,"Cozy, central, double room.",10819161,Giorgia,,Porto - Saragozza,44.49866,11.32846,Private room,41,2,4,2015-09-13,0.04,1,87,0,,Marconi
133,2175745,COZY APARTMENT IN BOLOGNA,10988970,Daniela,,Navile,44.51512,11.34633,Entire home/apt,40,2,57,2019-04-23,0.63,2,204,0,,Bolognina
134,2176533,Stanza privata in appartamento accogliente,10988970,Daniela,,Navile,44.515190000000004,11.34631,Private room,25,2,46,2018-11-04,1.06,2,201,2,,Bolognina
135,2206704,Casa Luisa appartamento turistico,10708480,Pier Giuseppe,,Borgo Panigale - Reno,44.5063,11.30745,Entire home/apt,39,3,2,2014-03-29,0.04,4,359,0,,S. Viola
136,2212785,APPARTAMENTO SOGGIORNI BREVI,10708480,Pier Giuseppe,,Borgo Panigale - Reno,44.50636,11.30745,Entire home/apt,39,2,0,,,4,359,0,,S. Viola
137,2219937,Camera tranquilla-luminosa zona Ospedale Maggiore,11325267,Ines,,Porto - Saragozza,44.50372,11.30865,Private room,27,2,134,2017-04-14,1.51,1,328,5,,S. Viola
138,2250424,Casa Letizia TWO historic center long term welcome,9081398,Letizia,,Santo Stefano,44.493840000000006,11.34731,Entire home/apt,72,3,122,2021-08-05,2.57,2,259,12,P.334393,Irnerio
139,2256148,Arte & Ospitalità da Nonno EROS/ERA,11521610,Clio,,San Donato - San Vitale,44.504540000000006,11.376389999999999,Private room,25,1,73,2019-09-29,0.8,2,52,11,,San Donato
140,2273362,"""Bijou House"", city centre, free wi-fi, Netflix",11606565,Cristina,,Santo Stefano,44.498000000000005,11.34982,Entire home/apt,128,3,10,2016-10-13,0.5,1,365,0,,Irnerio
141,2280311,"""Behind Lumieré"" Big & Sunny room in Art District",11610405,Ilaria Silvia,,Porto - Saragozza,44.49868,11.33677,Private room,43,1,213,2021-06-28,2.98,4,69,8,,Marconi
142,2282623,"S.Orsola zone,parking for free and self check-in",11658074,Cecilia,,San Donato - San Vitale,44.49328,11.3665,Entire home/apt,40,1,668,2019-09-12,7.28,1,5,98,,S. Vitale
143,2317752,Central room with private bathroom,10882727,Marzia,,Porto - Saragozza,44.496759999999995,11.33269,Entire home/apt,38,2,142,2021-07-19,1.61,1,332,10,,Marconi
144,2329387,TONYS PLACE HOME HOLYDAYS BOLOGNA,11898231,Antonio,,Borgo Panigale - Reno,44.51725,11.27861,Entire home/apt,60,2,75,2019-11-11,0.83,1,165,4,,Borgo Panigale
145,2349486,IDEAL APT. IN BOLOGNA - CENTRE/FAIR,11997215,Andrea,,San Donato - San Vitale,44.506679999999996,11.35556,Entire home/apt,75,28,146,2019-10-11,1.64,1,75,1,,San Donato
146,2349787,Private room in quiet zone 2,9183683,Massimo,,Porto - Saragozza,44.49096,11.32767,Private room,30,1,84,2019-03-24,0.99,3,154,10,,Costa Saragozza
147,2349835,From Grandfather Arts & hospitality,11521610,Clio,,San Donato - San Vitale,44.50564,11.37775,Private room,18,1,62,2018-12-20,0.83,2,233,13,,San Donato
148,2378587,Z8 Acqua - Comfortable two bedrooms apartment,11890324,Silvia E Jacopo,,Santo Stefano,44.50221,11.35161,Entire home/apt,106,1,197,2021-06-26,2.24,7,162,8,,Irnerio
149,2409234,bungalow with two bedrooms,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.5147,11.284989999999999,Entire home/apt,141,1,90,2019-09-22,1.0,16,17,7,,Borgo Panigale
150,2419593,4 Patroni your suite in the center,12366227,Simona,,Santo Stefano,44.48835,11.34235,Entire home/apt,70,1,130,2019-06-30,1.44,1,254,4,,Galvani
151,2423689,IN FIERA 8: elegant front fair,3858191,Ennio,,San Donato - San Vitale,44.5056,11.364139999999999,Entire home/apt,158,1,11,2019-12-04,0.18,3,249,0,,San Donato
152,2427429,modern loft with private garden,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51453,11.28531,Entire home/apt,118,1,59,2019-07-11,0.65,16,69,1,,Borgo Panigale
