id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,march,2019
5509330,BeHome |Studio Flat in the City Center,28574369,Giuseppe,,Santo Stefano,4.449.813,1.135.578,Entire home/apt,520,2,31,20/11/17,0.95,1,89,march,2019
5530453,Casa delle Moline.......nel cuore di Bologna,28533520,Michela,,Santo Stefano,4.449.903,1.134.615,Entire home/apt,79,2,54,03/02/19,1.13,1,151,march,2019
5541527,Friendly house in the center,13952626,Gilad,,Santo Stefano,4.449.611,1.135.235,Private room,30,4,161,05/03/19,3.33,1,19,march,2019
5546701,Attic with a view in the city centre,6559406,Carolina,,Porto - Saragozza,4.448.905,1.133.892,Entire home/apt,84,1,257,02/03/19,5.32,1,189,march,2019
5560418,Emilia Residence,23427631,Cristina,,Savena,4.448.116,1.138.227,Entire home/apt,200,1,50,25/11/18,1.04,2,338,march,2019
5574004,Casa tra centro fiera ed ospedale,18751380,Eva,,San Donato - San Vitale,4.450.273,113.637,Entire home/apt,80,2,27,11/11/18,0.56,1,351,march,2019
5574071,Bell'appartamento in zona centrale,24852094,Callisto,,Santo Stefano,4.447.359,1.136.963,Entire home/apt,84,3,4,02/01/19,0.23,3,341,march,2019
5596670,Residenza Ognibene,4136566,Maddalena,,Porto - Saragozza,4.449.222,11.328,Entire home/apt,49,1,206,17/02/19,4.30,1,101,march,2019
5596958,Quiet House in Bologna center,21694640,Paolo,,Santo Stefano,4.449.059,1.135.544,Entire home/apt,64,2,75,04/01/19,1.98,1,310,march,2019
5601984,Room Private Parking and  Garden!,29040593,Andrea,,Porto - Saragozza,444.934,1.132.287,Private room,34,1,125,24/01/19,2.58,1,335,march,2019
5604845,Sui tetti di Bologna,29055883,Giulia,,Santo Stefano,4.449.779,1.134.418,Entire home/apt,120,3,152,03/02/19,3.23,1,199,march,2019
5623483,Lovely  in the hearth of Bologna ,9643122,Silvia,,Porto - Saragozza,4.449.249,1.133.399,Entire home/apt,110,2,47,13/01/19,0.97,1,324,march,2019
5662830,Cozy quiet apartment in Bologna,21480118,Daniela,,Santo Stefano,444.867,1.133.143,Entire home/apt,150,2,7,01/12/18,0.15,11,362,march,2019
5663061,Brand new apt in city center,22818703,Francesca E Alessandro,,Porto - Saragozza,4.449.212,1.133.948,Entire home/apt,105,2,143,18/02/19,3.05,2,102,march,2019
5666813,Central Loft with Air Conditioning,29375675,Federico,,Santo Stefano,4.449.905,1.135.351,Entire home/apt,49,1,265,17/02/19,6.66,1,249,march,2019
5682099,Very comfortable room with bathroom,29458243,Valeria,,Porto - Saragozza,4.448.995,1.133.164,Private room,60,2,10,24/09/18,0.21,2,355,march,2019
5692455,appartamento brevi periodi serlio 1,26941415,Pierandrea,,Navile,4.450.894,1.134.991,Entire home/apt,110,1,5,05/11/18,0.12,7,333,march,2019
5718124,In the very heart of Bologna !,29646055,Sarah & Davide,,Porto - Saragozza,4.449.652,1.134.225,Entire home/apt,70,2,63,20/11/18,1.32,1,158,march,2019
5726946,THE FLOWER OF GIO',9203419,Cecilia,,Navile,445.071,1.134.044,Entire home/apt,65,2,97,02/12/18,2.08,1,339,march,2019
5764771,Casa Vancini,29043493,Olinka,,Porto - Saragozza,4.449.459,1.131.504,Entire home/apt,45,2,14,20/02/19,0.29,1,280,march,2019
5765785,Cozy flat in the heart of Bologna,914617,Paolo,,Santo Stefano,4.448.867,113.532,Entire home/apt,54,2,172,26/02/19,3.60,1,12,march,2019
5796449,Carpaccionmymind,4141786,Simone & Ilaria,,Savena,4.448.391,1.138.083,Private room,25,1,67,22/02/19,1.45,1,161,march,2019
5828908,Silenzioso e riservato bilocale via Vallescura,21480118,Daniela,,Santo Stefano,4.448.765,1.133.143,Entire home/apt,110,2,6,30/06/18,0.13,11,356,march,2019
5830058,Two large cozy and quiet rooms,29458243,Valeria,,Santo Stefano,4.448.863,1.133.321,Entire home/apt,100,2,13,28/09/18,0.28,2,334,march,2019
5837131,LikeHome - Accoglienza in centro storico,30169759,Jonathan,,Santo Stefano,4.448.957,1.134.839,Entire home/apt,70,2,168,19/02/19,3.57,1,211,march,2019
5848985,A cozy bedroom for Cosmoprof,28239894,Marinella,,San Donato - San Vitale,4.452.841,1.138.371,Private room,27,2,28,19/03/18,0.60,1,349,march,2019
5849940,A tutta birra BLQ Airport room rent,30373860,Salvatore,,Borgo Panigale - Reno,4.452.118,1.129.516,Private room,30,1,153,18/02/19,3.37,1,251,march,2019
5856975,"Le stanze di Sara - room""Elegante""",29995287,Marco,,Porto - Saragozza,4.449.743,1.133.178,Private room,70,2,10,13/10/18,0.24,3,288,march,2019
5864670,"Le stanze di Sara - room""Briosa""",29995287,Marco,,Porto - Saragozza,444.963,1.133.262,Private room,70,2,5,08/09/18,0.19,3,321,march,2019
5865395,"Le stanze di Sara - room""Romantica""",29995287,Marco,,Porto - Saragozza,4.449.776,1.133.242,Private room,80,2,17,26/11/18,0.37,3,335,march,2019
5867886,Appartamento nel cuore della città,30468224,Lisetta,,Porto - Saragozza,4.449.652,1.133.302,Entire home/apt,80,2,48,20/05/18,1.01,1,250,march,2019
5869622,Piccola mansarda nel cuore di Bologna,8381715,Sacha,,Santo Stefano,444.942,1.134.508,Entire home/apt,100,2,10,11/11/18,0.22,1,351,march,2019
5885899,Upscale quiet apartment downtown,21480118,Daniela,,Santo Stefano,444.861,1.133.093,Entire home/apt,150,2,2,22/03/16,0.05,11,362,march,2019
5888440,Bella camera vicina a Bolognafiere,30579105,Angelo,,San Donato - San Vitale,4.450.805,1.137.932,Private room,33,2,20,04/11/18,0.43,1,362,march,2019
5893595,studio with balcony x 2 ,30605519,Corrado,,Borgo Panigale - Reno,4.449.477,1.129.383,Entire home/apt,48,2,4,04/11/18,0.09,1,0,march,2019
5938714,Ca' del Genio: camera con vista,30832857,Lorenzo,,Porto - Saragozza,4.448.075,1.132.246,Private room,59,1,104,21/10/18,2.33,3,154,march,2019
5939378,Cozy 1bd apt University area 4101,5056483,Bettina,,Santo Stefano,4.449.424,1.135.506,Entire home/apt,123,3,1,10/02/19,1,64,73,march,2019
5941837,Luxury apartment Piazza Maggiore,30846782,Lamberto,,Santo Stefano,4.449.289,1.134.392,Entire home/apt,140,3,5,08/09/17,0.13,1,42,march,2019
5952668,Martini's Interno 3,28458607,Donata,,Porto - Saragozza,4.449.546,1.132.833,Entire home/apt,80,2,264,01/03/19,5.61,2,172,march,2019
5956692,Casa Mascarella wonderful apartment,30920863,Giuseppe,,Santo Stefano,4.450.233,1.135.295,Entire home/apt,75,1,0,,,1,84,march,2019
5997725,DAFNE  Canton de Fiori Apartments MAY 19-22 DISC!,12779047,Elena,,Santo Stefano,4.449.687,1.134.381,Entire home/apt,100,3,24,09/07/18,0.57,4,269,march,2019
6014087,Casa Dotti : un B&B nel verde,31190835,Lorena,,Porto - Saragozza,4.448.708,1.131.563,Entire home/apt,70,2,28,18/03/18,0.61,1,353,march,2019
6020806,House with 4 bedrooms 3 bathrooms,31254544,Giuseppe,,San Donato - San Vitale,4.449.837,1.140.969,Entire home/apt,93,4,5,14/08/18,0.11,1,15,march,2019
6051726,Mini loft in the historic center SF,1877146,Giulio,,Porto - Saragozza,4.449.488,1.133.697,Entire home/apt,90,2,203,09/12/18,4.31,5,215,march,2019
6058378,wonderful Italian prestigious house A,31444512,Nicola Filippo,,Santo Stefano,4.448.893,1.134.385,Private room,60,2,198,18/02/19,4.27,2,277,march,2019
6060728,A dieci minuti da......,30961103,Cinzia,,Savena,4.448.048,1.137.727,Entire home/apt,50,3,14,02/01/19,0.34,2,220,march,2019
6061875,Delightful sunny apartment,31452296,Monica,,Santo Stefano,4.447.945,1.133.741,Entire home/apt,90,4,31,29/09/18,0.72,1,273,march,2019
6122797,camera doppia zona fiera,19239096,Barbara,,San Donato - San Vitale,445.043,1.137.128,Private room,56,1,1,24/05/15,0.02,3,273,march,2019
6133250,Cozy big and well lit apartment,217249,Pietro,,San Donato - San Vitale,4.449.269,1.138.655,Private room,59,2,15,20/03/17,0.32,1,22,march,2019
6140312,APPARTAMENTO FIERA - ZONA S.ORSOLA,25139254,Hanna,,San Donato - San Vitale,4.449.417,1.137.875,Entire home/apt,70,4,6,28/09/18,0.13,1,363,march,2019
6150628,Piso en el centro de Bolonia,31906158,Chiara,,Porto - Saragozza,4.449.602,1.132.908,Entire home/apt,130,2,63,21/02/19,1.42,1,114,march,2019
6175399,Appartamento,29404800,Diego,,Santo Stefano,4.450.228,1.135.109,Private room,55,1,3,29/06/15,0.06,6,357,march,2019
6209278,Lovely 3bd+terrace city center-3908,5056483,Bettina,,Santo Stefano,444.973,1.134.537,Entire home/apt,183,3,38,02/01/19,1.00,64,196,march,2019
6218074,55 sqm 1bd city center BOLOGNA 4056,5056483,Bettina,,Porto - Saragozza,4.450.162,1.133.535,Entire home/apt,117,3,2,30/10/18,0.24,64,1,march,2019
6220720,Quiet apartment in city centre,31714094,Maria Elisa,,Santo Stefano,4.450.139,1.134.941,Entire home/apt,88,4,4,22/08/15,0.09,1,66,march,2019
6241921,Un'isola di cielo tra torri e città,32402444,Stefania,,Porto - Saragozza,4.449.833,1.133.269,Entire home/apt,90,1,34,12/10/18,0.74,2,353,march,2019
6259117,Accogliente Camera Singola,32511362,Marta,,Borgo Panigale - Reno,4.452.115,1.127.104,Private room,23,2,13,07/03/19,0.29,1,348,march,2019
6267074,Centro storico in BO,29740854,Annamaria,,Santo Stefano,4.448.762,1.134.741,Private room,22,1,38,26/09/18,0.90,1,7,march,2019
6271151,stanza con letto matrimoniale,32590947,Paola,,Savena,4.448.308,1.137.828,Private room,25,1,20,07/07/17,0.44,1,0,march,2019
6334060,Casa Donata,4406023,Donata,,Santo Stefano,4.447.835,1.134.011,Private room,42,1,15,14/09/17,0.36,1,328,march,2019
6341138,Lovely and quiet large double+ room - city centre,32491350,Andrea,,Porto - Saragozza,4.449.329,1.133.713,Private room,35,2,34,22/12/18,0.73,3,5,march,2019
6353643,La casa di Barbara vi accoglie a Bo,11966417,Barbara E Franco,,Navile,44.51,1.134.594,Entire home/apt,93,1,68,01/03/19,1.47,1,19,march,2019
6357613,The White Chambre Renaissance house in the centre,2491014,Matilde,,Santo Stefano,4.448.949,1.134.484,Entire home/apt,40,2,68,16/02/19,2.73,1,258,march,2019
6370697,IN FIERA 14:elegant and comfortable,3858191,Ennio,,San Donato - San Vitale,4.450.433,1.136.285,Entire home/apt,228,1,12,23/09/18,0.29,3,329,march,2019
6393945,Lovely B&B in Bologna,33308513,Cristina,,Borgo Panigale - Reno,4.451.778,1.129.273,Private room,40,1,120,22/02/19,2.61,1,353,march,2019
6445982,RESIDENCE SANT'ORSOLA - FAMILY SUITE APARTMENT,33654532,Alpe,,San Donato - San Vitale,4.449.371,113.609,Entire home/apt,90,1,25,02/10/18,0.54,4,158,march,2019
6461406,penthouse in the center with large terrace,33743816,Francesco,,Porto - Saragozza,4.449.999,1.134.061,Entire home/apt,98,1,272,07/03/19,6.42,1,306,march,2019
6469289,Funtanìr rooms Bologna center,33796853,Caterina&Valerio,,Porto - Saragozza,4.449.904,1.133.614,Entire home/apt,500,2,59,10/02/19,1.33,7,270,march,2019
6473456,RESIDENCE SANT'ORSOLA -  SUITE DELUXE APARTMENT,33654532,Alpe,,San Donato - San Vitale,4.449.413,11.363,Entire home/apt,75,1,19,14/10/18,0.41,4,168,march,2019
6478607,RESIDENCE SANT'ORSOLA - JUNIOR SUITE APARTMENT,33654532,Alpe,,San Donato - San Vitale,444.937,113.633,Entire home/apt,75,1,11,12/10/18,0.24,4,174,march,2019
6478617,Ensuite room Bologna center,33796853,Caterina&Valerio,,Porto - Saragozza,4.449.792,1.133.726,Private room,50,1,81,22/02/19,1.79,7,298,march,2019
6478631,Ensuite double room Bologna center,33796853,Caterina&Valerio,,Porto - Saragozza,4.449.779,113.373,Private room,39,2,51,04/10/18,1.12,7,107,march,2019
6478930,Ensuite Single Room Bologna Center,33796853,Caterina&Valerio,,Porto - Saragozza,4.449.763,113.371,Private room,40,2,15,14/09/18,0.33,7,202,march,2019
6491955,Minimal House - Bologna city centre!,22527944,Izumi,,Porto - Saragozza,4.449.925,1.133.923,Entire home/apt,61,2,39,03/03/19,0.85,1,347,march,2019
6499910,B&B Matteotti (Station Area),33975181,Calogero Giuseppe,,Santo Stefano,4.450.438,1.134.589,Private room,40,1,123,18/02/19,2.77,2,145,march,2019
6501948,RESIDENCE SANT'ORSOLA - SUPERIOR SUITE APARTMENT,33654532,Alpe,,San Donato - San Vitale,4.449.396,1.136.192,Entire home/apt,84,1,12,29/07/18,0.29,4,163,march,2019
6527153,Apartment near historic center and Fiera District,13375837,Manuela,,San Donato - San Vitale,4.449.886,1.136.466,Entire home/apt,60,1,14,03/11/18,0.84,1,30,march,2019
6554987,Offresi accogliente appartamento,20594552,Giorgio,,Navile,4.454.305,1.135.602,Entire home/apt,64,1,48,24/02/19,1.33,1,332,march,2019
6580679,Wonderful double room for rent,34423776,Ivano,,Navile,4.451.052,1.134.733,Private room,40,1,55,25/11/18,1.29,1,357,march,2019
6581339,charming apartment in the historic,30037800,Carlo,,Porto - Saragozza,4.448.982,1.133.668,Entire home/apt,64,2,102,25/02/19,2.32,1,143,march,2019
6596388,Monolocale 1 room in Centro Storico,10276898,Luca,,Santo Stefano,4.448.804,1.135.368,Entire home/apt,29,1,180,17/02/19,3.93,1,345,march,2019
6617704,Feste e grigliate tra amici,19982224,Maurizia,,San Donato - San Vitale,4.452.647,1.140.216,Entire home/apt,30,1,14,16/08/18,0.43,3,218,march,2019
6617713,Antico podere nel verde di Bologna,19982224,Maurizia,,San Donato - San Vitale,4.452.763,1.140.257,Private room,311,1,11,03/10/17,0.28,3,346,march,2019
6620330,BigBright&Beautiful free wi-fi&park,10565373,Michela Borghetto,,Borgo Panigale - Reno,4.451.549,1.128.544,Entire home/apt,109,1,54,18/08/18,1.19,15,361,march,2019
6708660,B&B App.to strategico fiere turismo,35121280,Maria,,Navile,4.452.877,1.133.563,Entire home/apt,50,5,2,26/11/16,0.07,1,213,march,2019
6711629,Ensuite Room Bologna Center,33796853,Caterina&Valerio,,Porto - Saragozza,4.449.872,1.133.726,Private room,50,1,61,23/09/18,1.34,7,298,march,2019
6711715,Ensuite Twin Room Bologna center,33796853,Caterina&Valerio,,Porto - Saragozza,4.449.752,1.133.709,Private room,53,1,25,02/01/18,0.56,7,268,march,2019
6722201,Casa 29,35200144,Renata,,Porto - Saragozza,4.448.935,1.133.622,Entire home/apt,73,2,40,15/10/18,0.96,1,66,march,2019
6722756,Best location great view fab flat,35203525,Valeria,,Porto - Saragozza,4.450.307,1.134.374,Entire home/apt,78,3,190,06/03/19,4.23,1,58,march,2019
6753167,B & B 21,35359157,Luana,,Santo Stefano,4.450.093,1.134.845,Entire home/apt,139,2,69,17/02/19,1.54,4,140,march,2019
6791285,LARGE TWIN ROOM in front of the TRAIN STATION,2755999,Elisa,,Navile,4.450.712,1.134.461,Private room,38,2,6,11/02/19,0.35,3,78,march,2019
6808897,QUIET  DOUBLE ROOM in front of the TRAIN STATION,2755999,Elisa,,Navile,4.450.657,1.134.272,Private room,38,2,14,19/08/18,0.47,3,78,march,2019
6817384,CONVENIENT APARTMENT in front of CENTRAL STATION,2755999,Elisa,,Navile,4.450.623,1.134.267,Entire home/apt,70,1,48,22/02/19,1.68,3,68,march,2019
6866454,Lovely apartment Bologna center,34944455,Daniela,,Porto - Saragozza,4.449.638,1.133.349,Entire home/apt,59,2,184,27/02/19,4.09,1,0,march,2019
6875438,Quiet and close to Fair City Centre Station,19727113,Matilde,,Navile,4.450.923,1.135.233,Private room,29,2,2,25/02/19,1.76,1,2,march,2019
6903319,Double room #2,29404800,Diego,,Santo Stefano,4.450.069,1.135.111,Private room,30,2,36,19/02/19,0.83,6,350,march,2019
6908341,Stanza privata centro storico,36202931,Elisabetta,,Santo Stefano,4.448.763,1.134.988,Private room,27,2,31,14/08/18,0.69,1,18,march,2019
6908792,Double room #1,29404800,Diego,,Santo Stefano,445.013,1.134.951,Private room,40,2,22,29/04/18,0.50,6,353,march,2019
6909146,Single Room #1,29404800,Diego,,Santo Stefano,4.450.092,1.135.073,Private room,25,2,78,22/02/19,1.74,6,328,march,2019
6909267,Single room #2,29404800,Diego,,Santo Stefano,4.450.253,1.135.015,Private room,28,2,20,03/02/19,0.57,6,350,march,2019
6909825,New cozy apt - wifi free with typical balcony,36210420,Anna,,Santo Stefano,4.448.797,1.135.224,Entire home/apt,70,3,85,05/03/19,2.04,5,257,march,2019
6926821,"Luxury 65 Mq  beside the ""2 Towers""",25500072,Federico,,Santo Stefano,4.449.358,1.134.358,Entire home/apt,120,2,218,17/02/19,4.87,1,116,march,2019
7007234,appartamento San mamolo.Osp Rizzoli,11776376,Giovanni,,Santo Stefano,4.448.072,1.133.809,Entire home/apt,68,3,38,04/02/19,0.85,3,346,march,2019
7033000,MASTER BEDROOM THE CENTER,36863433,Alessandro,,Porto - Saragozza,4.449.937,1.133.432,Private room,35,1,94,17/02/19,2.13,1,344,march,2019
7034054,Da Elena casa in centro con garage,36876763,Elena,,Porto - Saragozza,4.449.843,1.133.524,Entire home/apt,65,1,268,28/02/19,5.99,1,44,march,2019
7044491,Al Terrazzino B&B,2439904,Valeria,,San Donato - San Vitale,4.449.339,1.136.637,Private room,75,2,1,18/03/17,0.04,4,88,march,2019
7046151,Casa Albert Stanley,36947468,Ennio,,Navile,44.509,1.134.584,Private room,58,1,28,08/09/18,0.63,1,361,march,2019
7057153,A piece of paradise under the tower,2866803,Chiara,,Santo Stefano,4.448.775,1.134.909,Entire home/apt,60,1,24,09/12/18,0.57,1,0,march,2019
7065515,bnb  in Salento,36866658,Giuliana,,Santo Stefano,4.450.036,1.135.109,Private room,38,1,9,01/12/18,0.20,2,352,march,2019
7087465,Mascarella home,37136282,Viviana,,Santo Stefano,4.450.004,1.134.636,Entire home/apt,45,2,110,07/03/19,2.48,1,339,march,2019
7112907,Spaziosa stanza in centro storico!,37259831,Franca,,Santo Stefano,4.449.375,113.518,Private room,30,2,86,08/12/18,1.94,1,4,march,2019
7123891,Comfortable little flat in the heart of Bologna,37315415,Vincenza,,Porto - Saragozza,4.449.079,1.133.635,Entire home/apt,100,3,73,31/01/19,1.69,1,281,march,2019
7138583,QUIET LOVELY ROOM IN THE HEART OF BOLOGNA,37387758,Matteo,,Porto - Saragozza,4.449.684,1.133.287,Private room,44,2,58,04/11/18,1.31,1,72,march,2019
7142878,Beatiful loft close to the center,19150366,Stefano,,Porto - Saragozza,4.449.951,1.132.402,Entire home/apt,200,3,2,08/10/15,0.05,1,363,march,2019
7143441,Stop Over BLQ - vicino all'aeroporto BLQ,37408057,Roberto/Esther,,Borgo Panigale - Reno,4.451.847,1.129.326,Private room,29,1,117,19/02/19,3.49,1,4,march,2019
7153722,Loft with secret garden,32501685,Carmen,,Santo Stefano,4.449.059,1.134.698,Entire home/apt,40,3,12,11/10/18,0.32,1,12,march,2019
7155821,Appartamento: 2 camere da letto 2 bagni e cucina,37474650,Clemente,,Santo Stefano,4.448.977,1.136.055,Entire home/apt,70,2,13,11/11/18,0.32,4,0,march,2019
7157747,Bilocale Centro Università S.Orsola Sismer,37474650,Clemente,,Santo Stefano,4.448.903,1.136.048,Entire home/apt,60,3,3,12/09/18,0.17,4,0,march,2019
7164887,Lovely central apartment in Bologna,9698638,Marco,,Porto - Saragozza,444.952,1.133.016,Entire home/apt,55,3,89,03/01/19,2.03,1,120,march,2019
7173025,Casa in centro immersa nel verde,12755150,Barbara,,Porto - Saragozza,444.884,1.133.619,Entire home/apt,70,2,8,02/01/19,0.19,1,52,march,2019
7183613,Casa Ranocchi - Elegant home in central Bologna,6855688,Fabio E Marina,,Santo Stefano,4.449.294,1.134.327,Entire home/apt,120,3,88,02/03/19,2.10,1,284,march,2019
7187900,Ensuite double room Bologna center,33796853,Caterina&Valerio,,Porto - Saragozza,444.993,113.362,Private room,50,1,99,16/02/19,2.24,7,296,march,2019
7188003,Asinelli - 2bdr 85 sq.mt in Piazza Maggiore,5056483,Bettina,,Santo Stefano,4.449.388,1.134.285,Entire home/apt,415,1,21,07/01/19,0.49,64,178,march,2019
7195704,Marta's House,36602952,Marta,,Porto - Saragozza,4.450.086,1.133.814,Entire home/apt,110,5,3,24/03/16,0.07,1,151,march,2019
7197274,Sunny Loft Filled with Original Art near Piazza Maggiore,36812437,Simona Rita,,Porto - Saragozza,4.449.189,1.134.157,Entire home/apt,235,3,113,01/03/19,3.14,1,209,march,2019
7231160,Charming and Modern Studioflat,8188283,Alessandro,,Santo Stefano,4.449.185,1.134.785,Entire home/apt,79,2,214,08/03/19,5.03,20,346,march,2019
7238747,Mansarda Teatro Duse | Centro,33080120,Nicoletta,,Santo Stefano,4.448.927,1.134.903,Entire home/apt,145,1,104,03/02/19,2.37,1,241,march,2019
7244343,A double-room in the nicest street,2179522,Maria Teresa,,Santo Stefano,4.448.828,1.134.191,Private room,36,1,256,04/03/19,5.85,2,31,march,2019
7253230,Zamboni apartment,37298851,Leon,,Santo Stefano,4.449.739,1.135.407,Entire home/apt,85,1,19,27/07/18,0.55,5,0,march,2019
7257982,AIR OF ART - OLD TOWN,37999104,Titti,,Santo Stefano,4.448.735,1.135.287,Entire home/apt,120,1,88,26/01/19,2.09,1,189,march,2019
7274845,Stanza luminosa soffitto azzurro,31055815,Rita,,Santo Stefano,4.448.172,1.137.078,Private room,30,1,7,16/11/15,0.17,1,281,march,2019
7298587,Camera in centro storico,38229371,Lorenza,,Santo Stefano,4.449.512,1.135.261,Private room,31,1,197,16/02/19,4.44,1,73,march,2019
7313783,COMFORTABLE & WARM CLOSE TO THE CITY CENTER,38318219,Pilar,,Porto - Saragozza,4.449.329,1.130.449,Private room,35,2,1,20/03/16,0.03,1,250,march,2019
7392442,Camera per 1/2 persone,6939724,Sara,,San Donato - San Vitale,4.449.291,1.136.326,Private room,20,1,1,26/01/19,0.71,2,0,march,2019
7406917,meditation room,10164387,Morena,,Santo Stefano,4.449.235,1.134.774,Private room,50,1,24,10/06/18,1.00,1,0,march,2019
7428585,Bologna Inn Room&Breakfast,38911508,Giovanni,,Porto - Saragozza,4.449.983,1.133.789,Private room,85,1,1,08/12/18,0.33,1,329,march,2019
7442902,Charming Apartment two towers view,38991644,Francesca,,Santo Stefano,4.449.332,1.134.445,Entire home/apt,210,3,21,04/01/19,0.51,3,305,march,2019
7468742,Awesome apartment in Strada Maggiore,36417229,Nereo,,Santo Stefano,4.449.273,1.135.401,Entire home/apt,75,2,107,03/03/19,2.45,1,295,march,2019
7508130,Cozy room with Private Bathroom,39333094,Carla E Franck,,Borgo Panigale - Reno,4.450.471,1.130.357,Private room,34,1,225,24/02/19,5.16,3,298,march,2019
7550271,"On""the top""in the heart of the city",21181030,Marianna,,Santo Stefano,444.998,1.134.482,Private room,55,2,49,11/11/18,1.12,1,3,march,2019
7553325,Stanza matrimoniale in centro,35359157,Luana,,Santo Stefano,4.450.024,1.134.921,Private room,46,1,74,01/03/19,2.26,4,69,march,2019
7554228,Stanza singola in centro,35359157,Luana,,Santo Stefano,4.450.042,1.134.898,Private room,26,1,138,02/03/19,3.18,4,76,march,2019
7555420,Stanza matrimoniale o doppia,35359157,Luana,,Santo Stefano,4.449.893,1.134.808,Private room,46,1,75,27/02/19,1.99,4,82,march,2019
7568453,Spacious two bedroom apartment,39681587,Rino,,Santo Stefano,4.449.404,1.134.456,Entire home/apt,141,3,4,20/08/18,0.29,2,332,march,2019
7640057,A casa di TonyMan,15869169,Tony,,Porto - Saragozza,4.449.155,1.130.757,Entire home/apt,66,2,102,05/03/19,2.38,1,53,march,2019
7659286,Palazzo San Vitale very central and quiet,11196379,Giancarlo,,Santo Stefano,4.449.358,113.491,Entire home/apt,70,3,46,03/03/19,1.10,3,252,march,2019
7660182,Gracious home near center and Fiera,35657878,Giacomo,,Navile,445.171,1.135.125,Entire home/apt,35,2,148,03/03/19,3.41,1,12,march,2019
7701958,OPEN SPACE APT DOWNTOWN,16002613,Massimo,,Porto - Saragozza,4.449.288,1.133.471,Entire home/apt,67,2,199,02/03/19,4.70,2,242,march,2019
7707561,Bentivogli Panoramic skyView - La casa nido -,40485831,Annalisa,,San Donato - San Vitale,444.995,1.136.508,Entire home/apt,48,1,336,02/03/19,7.80,1,185,march,2019
7714312,Under San Luca - Your home in BO!,40526874,Maddalena,,Borgo Panigale - Reno,4.449.078,1.130.078,Entire home/apt,68,2,24,16/07/18,0.57,1,143,march,2019
7746682,Monolocale Lu.Na a 10 min dalla stazione centrale,9207967,Natascia,,Porto - Saragozza,4.449.835,1.133.995,Entire home/apt,65,2,87,01/01/19,2.05,1,340,march,2019
7755344,Attic with character,40673764,Barbara,,Porto - Saragozza,444.996,1.133.879,Entire home/apt,103,2,53,07/10/18,1.28,1,260,march,2019
7758864,Neptune's Suite city center.,40786854,Alessio,,Porto - Saragozza,4.449.399,1.134.186,Entire home/apt,58,3,167,05/03/19,3.87,1,151,march,2019
7767032,Blue Room cozy flat in city center,4238164,Fernando,,Porto - Saragozza,4.449.124,1.133.681,Private room,45,2,61,24/02/19,1.67,1,111,march,2019
7772868,D'Azeglio16,34640632,Susanna,,Porto - Saragozza,4.449.206,1.134.112,Entire home/apt,75,2,56,27/01/19,1.33,1,328,march,2019
7816981,Cozy large two bedroom,8948505,Giovanni,,Santo Stefano,4.449.885,1.135.451,Entire home/apt,70,2,3,31/07/16,0.07,1,300,march,2019
7835050,appartamento serlio 24/1,36840561,Pierandrea,,Navile,4.450.915,1.135.168,Entire home/apt,120,2,0,,,2,359,march,2019
7835540,appartamento serlio 24/2,36840561,Pierandrea,,Navile,4.450.748,1.135.123,Entire home/apt,120,1,0,,,2,358,march,2019
7853307,..in un borgo nel centro storico,40468377,Monica,,Porto - Saragozza,4.449.008,1.133.916,Entire home/apt,150,3,46,02/01/19,1.10,2,264,march,2019
7858288,doubleroom in the nicest  street!,2179522,Maria Teresa,,Santo Stefano,4.449.058,113.426,Private room,40,1,346,15/01/19,8.05,2,249,march,2019
7868219,CAMERA DOPPIA AMPIA E LUMINOSA,4128634,Danielino,,Navile,4.451.557,1.134.419,Private room,45,3,8,27/09/18,0.19,1,144,march,2019
7890711,RESIDENCE VALLESCURA MONOLOCALE,21480118,Daniela,,Santo Stefano,4.448.793,1.133.126,Entire home/apt,84,2,2,28/10/17,0.07,11,335,march,2019
7890786,Residence Vallescura apt in Bologna,21480118,Daniela,,Santo Stefano,444.867,1.132.954,Entire home/apt,67,2,2,28/09/18,0.21,11,335,march,2019
7925205,Appartamento (a4) privato in centro,41791621,Matteo,,Santo Stefano,4.449.788,1.134.364,Entire home/apt,50,2,60,23/02/19,1.41,3,340,march,2019
7930874,Casa indipendente con giardino,35355843,Annamaria,,Navile,4.454.727,1.135.101,Entire home/apt,35,1,2,03/10/15,0.05,1,281,march,2019
7932120,Appartamento centrale con terrazzo a Bologna,17855782,Francesco,,Porto - Saragozza,4.449.994,1.133.258,Entire home/apt,58,7,34,24/10/18,0.81,2,1,march,2019
7948416,Appartamento ad uso turistico,41915298,Stefano,,Porto - Saragozza,444.917,1.131.436,Entire home/apt,55,1,38,11/11/18,0.89,1,349,march,2019
7948987,Magica casa nel centro di Bologna,41918202,Ilaria,,Santo Stefano,4.449.115,1.135.034,Private room,145,1,3,29/03/18,0.07,1,361,march,2019
7962569,bologna centro storico delizioso,23743642,Lavinia,,Porto - Saragozza,4.449.218,1.134.066,Entire home/apt,60,7,0,,,1,0,march,2019
7963175,Piccola mansarda presso l'aeroporto,42003309,Amy,,Borgo Panigale - Reno,4.452.869,1.128.073,Entire home/apt,30,1,43,03/02/17,1.02,1,188,march,2019
