id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location,
15884631,1179,38142153,Private room,,Bologna,,Santo Stefano,1,,2,1,,39,,"Ampia Camera, Bagno Privato, Ottima Posizione",2017-04-30 22:48:41.109675,44.484468,11.359345,0101000020E610000055F65D11FCB72640B1FA230C033E4640,
16870642,1179,112431935,Private room,,Bologna,,Porto - Saragozza,2,,2,1,,28,,Singola e Doppia,2017-04-30 22:48:41.111850,44.502936,11.318519,0101000020E61000002B4F20EC14A3264093FDF33460404640,
18224595,1179,125857360,Private room,,Bologna,,Santo Stefano,0,,1,1,,21,,Camera con letto matrimoniale in pieno centro,2017-04-30 22:48:41.113872,44.489044,11.342235,0101000020E6100000D717096D39AF26400B2769FE983E4640,
18177095,1179,19958088,Private room,,Bologna,,Navile,0,,2,1,,25,,Bologna Stazione AV,2017-04-30 22:48:42.199921,44.507568,11.345453,0101000020E6100000349C3237DFB02640813FFCFCF7404640,
18219942,1179,114122433,Private room,,Bologna,,Porto - Saragozza,0,,2,1,,29,,cosy room in the center,2017-04-30 22:48:43.839610,44.495244,11.334061,0101000020E6100000F5BC1B0B0AAB264026C5C727643F4640,
18222224,1179,63642785,Private room,,Bologna,,Porto - Saragozza,0,,1,1,,23,,Stanza singola con bagno privato in pieno centro,2017-04-30 22:48:43.847407,44.494451,11.335232,0101000020E610000035255987A3AB2640BC3C9D2B4A3F4640,
15105582,1179,37783394,Private room,,Bologna,,Santo Stefano,2,,4,1,,34,,accogliente atelier in centro,2017-04-30 22:49:34.734298,44.496309,11.351305,0101000020E6100000B2D7BB3FDEB32640F0DAA50D873F4640,
7504486,1179,732573,Private room,,Bologna,,Navile,0,,2,1,,34,,Stanza privata vicino stazione fs,2017-04-30 22:49:34.743698,44.506652,11.341309,0101000020E610000033A9A10DC0AE2640FC3905F9D9404640,
3869505,1179,19982224,Private room,,Bologna,,San Donato - San Vitale,1,,6,1,,30,,Casa Morandi una Bologna insolita,2017-04-30 22:49:34.758284,44.526524,11.402185,0101000020E61000002EE23B31EBCD26409147702365434640,
11356382,1179,59482470,Private room,,Bologna,,Porto - Saragozza,0,,2,1,,39,,"Doppia, due singoli, Sant'Isaia",2017-04-30 22:49:36.256886,44.495269,11.328365,0101000020E6100000554D10751FA826407FDC7EF9643F4640,
15333701,1179,71415646,Private room,,Bologna,,Santo Stefano,1,,2,1,,40,,VASTA CAMERA DAL SAPORE ANTICO,2017-04-30 22:49:42.264807,44.499426,11.348128,0101000020E6100000CFA44DD53DB22640D462F030ED3F4640,
11495009,1179,24018357,Private room,,Bologna,,Porto - Saragozza,0,,2,1,,39,,STANZA PRIVATA S.FELICE/MONTELLO,2017-04-30 22:49:42.272606,44.497499,11.322213,0101000020E61000002DB1321AF9A426407765170CAE3F4640,
18218903,1179,57731713,Private room,,Bologna,,Santo Stefano,0,,2,1,,41,,Camera matrimoniale in centro storico,2017-04-30 22:49:42.283512,44.503215,11.350435,0101000020E61000005DBF60376CB32640A6ED5F5969404640,
12791479,1179,8206556,Private room,,Bologna,,Santo Stefano,0,,1,1,,39,,Singola centro storico,2017-04-30 22:49:46.139222,44.495238,11.350002,0101000020E6100000B6114F7633B3264044DE72F5633F4640,
14986929,1179,93974570,Private room,,Bologna,,Navile,2,,1,1,,23,,Posto letto in camera condivisa,2017-04-30 22:49:47.234549,44.530518,11.380513,0101000020E6100000DC679599D2C226403CF88903E8434640,
17032601,1179,64299513,Private room,,Bologna,,Navile,0,,2,2,,34,,Bologna Rainbow Rooms,2017-04-30 22:49:48.214382,44.524827,11.314292,0101000020E6100000F3C98AE1EAA026406687F8872D434640,
12200080,1179,44678377,Private room,,Bologna,,Navile,1,,2,1,,28,,宜家风格的简约单人独立房间,2017-04-30 22:49:48.245042,44.520082,11.350661,0101000020E61000001FF7ADD689B32640809E060C92424640,
16835382,1179,105896709,Private room,,Bologna,,San Donato - San Vitale,2,,1,2,,34,,camere luminose affascinante strada,2017-04-30 22:49:51.039452,44.494379,11.375687,0101000020E61000009010E50B5AC02640236AA2CF473F4640,
15887844,1179,8498620,Private room,,Bologna,,Savena,1,,2,1,,37,,Bologna per non bolognesi,2017-04-30 22:49:51.049669,44.481348,11.379003,0101000020E6100000FA2B64AE0CC226405CFFAECF9C3D4640,
7554348,1179,39595027,Private room,,Bologna,,Savena,0,,1,1,,23,,Ampia Camera singola con Balcone,2017-04-30 22:49:51.064122,44.485711,11.380499,0101000020E61000004852D2C3D0C226405B272EC72B3E4640,
14020225,1179,83879275,Private room,,Bologna,,Savena,1,,1,1,,25,,Camera singola,2017-04-30 22:49:51.075450,44.480976,11.384728,0101000020E610000003B68311FBC4264098141F9F903D4640,
10363053,1179,41535572,Private room,,Bologna,,Savena,0,,2,1,,39,,stanza in zona S.Orsola,2017-04-30 22:49:51.585317,44.482901,11.37701,0101000020E6100000A987687407C12640541A31B3CF3D4640,
18387133,1179,104864720,Private room,,Bologna,,Porto - Saragozza,0,,2,1,,34,,Camera doppia a due passi dal centro,2017-04-30 22:49:56.521648,44.499903,11.321416,0101000020E610000080D250A390A426400E164ED2FC3F4640,
16341695,1179,106696042,Private room,,Bologna,,Navile,2,,2,1,,36,,2ST2# - Camera doppia singola letti separati,2017-04-30 22:50:01.252486,44.512728,11.342063,0101000020E6100000E257ACE122AF26402BDF3312A1414640,
11531860,1179,60821476,Private room,,Bologna,,San Donato - San Vitale,2,,5,1,,34,,Double room+sofa bed in Bologna,2017-04-30 22:50:01.979359,44.505429,11.358241,0101000020E6100000342C465D6BB7264099B9C0E5B1404640,
16331347,1179,106696042,Private room,,Bologna,,Porto - Saragozza,2,,4,1,,40,,1AS# NICE ROOM DOWNTOWN CITY + SELF SERVICE,2017-04-30 22:50:04.465257,44.49941,11.338537,0101000020E6100000CFF8BEB854AD2640CEA5B8AAEC3F4640,
9093250,1179,47411703,Private room,,Bologna,,Santo Stefano,2,,2,1,,32,,Borghina senior - Double room in the center!,2017-04-30 22:50:06.686921,44.499539,11.348533,0101000020E61000004E27D9EA72B22640CC09DAE4F03F4640,
17695075,1179,22584990,Private room,,Bologna,,San Donato - San Vitale,0,,1,1,,18,,Bologna Single Room for Long Term rent,2017-04-30 22:50:10.136173,44.486234,11.367787,0101000020E6100000B4C9E1934EBC2640051A6CEA3C3E4640,
17603448,1179,99510758,Private room,,Bologna,,Porto - Saragozza,0,,4,1,,29,,Stanza accogliente ed enorme,2017-04-30 22:50:10.138397,44.497294,11.318921,0101000020E6100000E603029D49A326409E3F6D54A73F4640,
17069842,1179,49879733,Private room,,Bologna,,Santo Stefano,1,,1,1,,28,,Accogliente  singola centro Bologna,2017-04-30 22:50:12.451351,44.486395,11.350654,0101000020E6100000556CCCEB88B326400EF8FC30423E4640,
16401822,1179,107455226,Private room,,Bologna,,Porto - Saragozza,2,,2,1,,30,,Casa SanCarlo,2017-04-30 22:50:12.481505,44.500088,11.340754,0101000020E61000005EF6EB4E77AE26409F8F32E202404640,
15840555,1179,101607309,Private room,,Bologna,,Porto - Saragozza,1,,2,1,,39,,Matrimoniale in centro a Bologna,2017-04-30 22:50:13.790137,44.503542,11.33942,0101000020E610000076374F75C8AD2640CB14731074404640,
11731626,1179,50117984,Private room,,Bologna,,Santo Stefano,2,,3,1,,34,,Stanza accogliente con terazza,2017-04-30 22:50:13.801044,44.482087,11.359904,0101000020E610000030664B5645B82640D369DD06B53D4640,
14718190,1179,8727362,Private room,,Bologna,,San Donato - San Vitale,2,,2,1,,34,,Cozy room close to University and City Centre,2017-04-30 22:50:17.668464,44.499146,11.360078,0101000020E6100000A704C4245CB82640F1F62004E43F4640,
9070628,1179,47309812,Private room,,Bologna,,San Donato - San Vitale,1,,2,1,,34,,Grandissima e luminosa stanza,2017-04-30 22:50:24.483705,44.508948,11.356094,0101000020E6100000899AE8F351B62640ABAE433525414640,
6916896,1179,35971063,Private room,,Bologna,,San Donato - San Vitale,0,,1,1,,39,,La tua singola perfetta,2017-04-30 22:50:24.488188,44.504766,11.368139,0101000020E6100000A8C30AB77CBC2640FD101B2C9C404640,
5849723,1179,3797846,Private room,,Bologna,,San Donato - San Vitale,0,,1,1,,28,,From June 2017 University area-Room available,2017-04-30 22:50:24.491550,44.503742,11.363765,0101000020E6100000E0DBF4673FBA264092CF2B9E7A404640,
15339799,1179,27149336,Private room,,Bologna,,Santo Stefano,2,,4,1,,30,,Cozy big room next to train station,2017-04-30 22:50:24.505166,44.5044,11.348531,0101000020E6100000CB48BDA772B226401B0DE02D90404640,
12841238,1179,21094036,Private room,,Bologna,,Borgo Panigale - Reno,0,,2,1,,39,,Camera Matrimoniale,2017-04-30 22:50:30.956119,44.504857,11.307182,0101000020E6100000F9D687F5469D26400E1478279F404640,
4504188,1179,23359220,Private room,,Bologna,,Navile,0,,1,1,,28,,SINGOLA VICINO STAZIONE,2017-04-30 22:50:32.564134,44.50803,11.343097,0101000020E610000020B6F468AAAF264085B1852007414640,
7909275,1179,41702684,Private room,,Bologna,,Porto - Saragozza,0,,1,1,,28,,Camera matrimoniale e bagno privato,2017-04-30 22:50:32.566870,44.503054,11.319463,0101000020E6100000699082A790A326409D0FCF1264404640,
15599680,1179,100540054,Private room,,Bologna,,Porto - Saragozza,0,,1,1,,28,,Cameretta tranquilla e riservata,2017-04-30 22:50:32.575174,44.502481,11.311529,0101000020E6100000DC82A5BA809F264042EE224C51404640,
17442333,1179,118039227,Private room,,Bologna,,Navile,2,,3,1,,39,,cozy big double room,2017-04-30 22:50:32.599705,44.513384,11.340955,0101000020E6100000BBD05CA791AE264014252191B6414640,
13744429,1179,80480880,Private room,,Bologna,,Navile,1,,2,1,,34,,Cosy room and free wifi,2017-04-30 22:50:33.733372,44.513504,11.347306,0101000020E6100000BE688F17D2B12640BE2EC37FBA414640,
16209593,1179,105896709,Private room,,Bologna,,San Donato - San Vitale,0,,1,2,,39,,appartamento con due camere,2017-04-30 22:50:36.682299,44.491935,11.364755,0101000020E6100000DF1AD82AC1BA2640FE60E0B9F73E4640,
18205635,1179,28437044,Private room,,Bologna,,Santo Stefano,1,,1,2,,14,,Appartamento con giardino in centro a Bologna,2017-04-30 22:50:36.699309,44.493092,11.35534,0101000020E6100000D9EBDD1FEFB52640A9F57EA31D3F4640,
9675144,1179,49991159,Private room,,Bologna,,Santo Stefano,0,,1,1,,34,,Appartamento luminoso e caldo,2017-04-30 22:50:41.263142,44.484504,11.362984,0101000020E61000004AF1F109D9B92640FE63213A043E4640,
13111759,1179,67063975,Private room,,Bologna,,Santo Stefano,0,,2,1,,24,,Affittasi camera matrimoniale,2017-04-30 22:50:41.273263,44.493248,11.355408,0101000020E61000003A799109F8B52640A1681EC0223F4640,
8533389,1179,44927499,Private room,,Bologna,,Santo Stefano,0,,1,1,,29,,Cosiest place in the heart of Bolo,2017-04-30 22:50:46.784059,44.498689,11.350738,0101000020E6100000CCED5EEE93B32640FEEF880AD53F4640,
7540394,1179,39508244,Private room,,Bologna,,Santo Stefano,0,,3,1,,23,,two lovely rooms for travelers,2017-04-30 22:50:46.790516,44.487054,11.363032,0101000020E61000008ECD8E54DFB9264068B114C9573E4640,
15227971,1179,60650886,Private room,,Bologna,,Santo Stefano,2,,2,1,,34,,Camera singola (anche uso matrimoniale),2017-04-30 22:50:48.253193,44.485687,11.347662,0101000020E6100000B81FF0C000B22640D28BDAFD2A3E4640,
6540972,1179,7326727,Private room,,Bologna,,Santo Stefano,0,,2,1,,39,,Super-cozy double room,2017-04-30 22:50:48.258649,44.488381,11.347432,0101000020E6100000F12A6B9BE2B126406F7EC344833E4640,
14147831,1179,41535572,Private room,,Bologna,,Santo Stefano,0,,2,1,,39,,Stanza a 10 min dalle due torri,2017-04-30 22:50:48.262749,44.485109,11.369319,0101000020E61000003695456117BD264065FF3C0D183E4640,
15963268,1179,37878412,Private room,,Bologna,,Santo Stefano,0,,1,1,,16,,"Great ROOM, close to the center.",2017-04-30 22:50:48.268883,44.482123,11.358439,0101000020E6100000CE380D5185B7264020D3DA34B63D4640,
13200014,1179,30656997,Private room,,Bologna,,San Donato - San Vitale,1,,1,1,,20,,Camera Singola a 5 minuti dal centro di Bologna,2017-04-30 22:50:48.276324,44.501995,11.362739,0101000020E6100000ADF71BEDB8B92640B5E0455F41404640,
13054532,1179,63076822,Private room,,Bologna,,Santo Stefano,0,,1,1,,28,,Lovely room and garden,2017-04-30 22:50:48.279376,44.47554,11.370323,0101000020E6100000C9E9EBF99ABD26404DF8A57EDE3C4640,
14032877,1179,63862559,Private room,,Bologna,,Santo Stefano,2,,1,1,,23,,Stanza privata Bologna centro(single room Bologna),2017-04-30 22:50:48.281610,44.485214,11.3469,0101000020E6100000FDF675E09CB12640DAC70A7E1B3E4640,
15369387,1179,98165702,Private room,,Bologna,,San Donato - San Vitale,1,,2,1,,39,,Casa Mazzini low cost,2017-04-30 22:50:48.285264,44.48462,11.37279,0101000020E61000003B8DB454DEBE2640677E3507083E4640,
15550349,1179,97420360,Private room,,Bologna,,San Donato - San Vitale,0,,1,1,,39,,Casa di Lara,2017-04-30 22:50:49.756926,44.485517,11.371785,0101000020E61000006649809A5ABE26407653CA6B253E4640,
17082259,1179,114462140,Private room,,Bologna,,San Donato - San Vitale,0,,1,1,,28,,Camera singola Viale della Repubblica 5,2017-04-30 22:50:49.762780,44.504498,11.363045,0101000020E6100000E0F3C308E1B92640DE72F56393404640,
12111570,1179,64955661,Private room,,Bologna,,San Donato - San Vitale,2,,3,1,,34,,Camera in centro con giardino,2017-04-30 22:50:49.765991,44.497886,11.358102,0101000020E6100000AF43352559B7264071917BBABA3F4640,
17049048,1179,49879733,Private room,,Bologna,,Santo Stefano,1,,2,1,,30,,accogliente camera centro Bologna,2017-04-30 22:50:49.779815,44.48692,11.351952,0101000020E61000000A86730D33B4264058E20165533E4640,
13658884,1179,66461202,Private room,,Bologna,,Santo Stefano,1,,3,1,,23,,Stanza spaziosa con bagno privato,2017-04-30 22:50:49.782261,44.487557,11.361167,0101000020E6100000F3C98AE1EAB82640CBF78C44683E4640,
6704479,1179,34982287,Private room,,Bologna,,San Donato - San Vitale,0,,1,1,,34,,AFFITTASI STANZA LUGLIO E AGOSTO,2017-04-30 22:50:51.101075,44.494787,11.357542,0101000020E610000093E4B9BE0FB7264034BE2F2E553F4640,
6455355,1179,33712746,Private room,,Bologna,,San Donato - San Vitale,0,,2,1,,34,,Large Bedroom with Parking Included,2017-04-30 22:50:51.110929,44.496668,11.357615,0101000020E61000003A1E335019B72640207C28D1923F4640,
11060553,1179,57405898,Private room,,Bologna,,Santo Stefano,1,,3,1,,36,,Affittiamo una stanza doppia,2017-04-30 22:50:51.116245,44.494125,11.34856,0101000020E61000003563D17476B226406891ED7C3F3F4640,
12748161,1179,69341519,Private room,,Bologna,,Santo Stefano,0,,2,1,,29,,A quite room for you,2017-04-30 22:50:51.125154,44.490518,11.3463,0101000020E6100000A835CD3B4EB12640B70C384BC93E4640,
8120768,1179,20020227,Private room,,Bologna,,San Donato - San Vitale,0,,2,1,,25,,Camera matrimoniale Bologna,2017-04-30 22:50:51.130578,44.501127,11.364465,0101000020E6100000C2120F289BBA26404012F6ED24404640,
4547969,1179,23562255,Private room,,Bologna,,Santo Stefano,0,,1,1,,28,,Camera a due letti singoli con bagno riservato,2017-04-30 22:50:52.768892,44.48525,11.358273,0101000020E61000006214048F6FB72640273108AC1C3E4640,
16409863,1179,29687901,Private room,,Bologna,,Santo Stefano,0,,1,1,,23,,"Small room, big apartment!",2017-04-30 22:50:52.776264,44.488248,11.354466,0101000020E61000007F164B917CB52640302B14E97E3E4640,
8989830,1179,5824455,Private room,,Bologna,,Santo Stefano,2,,1,1,,14,,Cosy 4 rooms two steps from Gardens,2017-04-30 22:50:52.780969,44.482283,11.361643,0101000020E610000098A7734529B9264059350873BB3D4640,
17781463,1179,4640202,Private room,,Bologna,,Porto - Saragozza,1,,1,1,,23,,Accogliente stanza all'ultimo piano,2017-04-30 22:48:45.302986,44.492414,11.307239,0101000020E61000008A1C226E4E9D2640D80B056C073F4640,
15005112,1179,28751538,Private room,,Bologna,,Porto - Saragozza,2,,2,1,,39,,CASA FELICE: luminose stanze con terrazzino,2017-04-30 22:48:45.305873,44.498718,11.332477,0101000020E61000002A58E36C3AAA264098F6CDFDD53F4640,
18453442,1179,38883668,Private room,,Bologna,,Porto - Saragozza,0,,1,1,,20,,APPARTAMENTO IN PIENO CENTRO,2017-04-30 22:48:47.885810,44.493682,11.339939,0101000020E610000017450F7C0CAE2640DB4FC6F8303F4640,
18028685,1179,123395630,Private room,,Bologna,,Santo Stefano,0,,1,1,,29,,Ad Domus Camera D'Angolo,2017-04-30 22:48:47.890931,44.500577,11.350163,0101000020E6100000DB89929048B326409D103AE812404640,
18184522,1179,7441756,Private room,,Bologna,,Porto - Saragozza,0,,1,1,,34,,Singola a 500mt da P.zza Maggiore,2017-04-30 22:48:47.905000,44.495922,11.338562,0101000020E610000032569BFF57AD2640F7AE415F7A3F4640,
18469097,1179,128075095,Private room,,Bologna,,Santo Stefano,0,,1,1,,32,,Stanza Castiglione,2017-04-30 22:48:47.910544,44.485222,11.348659,0101000020E610000081E9B46E83B226405DA626C11B3E4640,
9641378,1179,49855689,Private room,,Bologna,,Santo Stefano,1,,2,1,,23,,Ampia casa dentro le mura di Bologna: Enjoy Home,2017-04-30 22:48:49.084760,44.489512,11.331261,0101000020E610000069E1B20A9BA92640F17F4754A83E4640,
5831060,1179,29535403,Private room,,Bologna,,Porto - Saragozza,1,,1,1,,25,,Camera privata,2017-04-30 22:48:49.114346,44.499218,11.327735,0101000020E61000005682C5E1CCA726408AC91B60E63F4640,
18019010,1179,113275272,Private room,,Bologna,,Borgo Panigale - Reno,0,,1,1,,34,,Stanza Singola Vicina al centro di Bologna,2017-04-30 22:48:50.682265,44.515006,11.281287,0101000020E6100000759483D904902640349F73B7EB414640,
16330531,1179,106696042,Private room,,Bologna,,Navile,1,,1,1,,36,,4ST# - CAMERA SINGOLA + CUCINA STAZIONE CENTRO,2017-04-30 22:48:50.694394,44.507309,11.342349,0101000020E6100000F9A23D5E48AF2640B5FB5580EF404640,
17207838,1179,7219966,Private room,,Bologna,,Porto - Saragozza,2,,1,1,,39,,Deliziosa stanza privata con bagno,2017-04-30 22:48:59.027053,44.488605,11.321765,0101000020E6100000B0FECF61BEA42640BFD4CF9B8A3E4640,
18453209,1179,38883668,Private room,,Bologna,,Porto - Saragozza,0,,2,1,,29,,APPARTAMENTO SU DUE LIVELLI IN PIENO CENTRO,2017-04-30 22:48:59.062348,44.494015,11.340045,0101000020E61000002E56D4601AAE2640E15D2EE23B3F4640,
18099161,1179,124370060,Private room,,Bologna,,Savena,0,,2,1,,38,,camera straconfortevole e luminosa Villa Laura,2017-04-30 22:48:59.070357,44.478777,11.392054,0101000020E61000002F88484DBBC82640DB899290483D4640,
16341751,1179,106696042,Private room,,Bologna,,Navile,1,,2,1,,36,,3ST2# - Camera doppia singola letti separati,2017-04-30 22:48:59.072852,44.512164,11.34241,0101000020E61000008FA50F5D50AF2640221807978E414640,
18468918,1179,128075095,Private room,,Bologna,,Santo Stefano,0,,1,1,,34,,Stanza degli Angeli,2017-04-30 22:48:59.081293,44.486363,11.348473,0101000020E6100000F913950D6BB22640027E8D24413E4640,
17665092,1179,51730000,Private room,,Bologna,,Navile,2,,2,2,,39,,Comfortable room near the train station!,2017-04-30 22:49:00.773719,44.509439,11.34128,0101000020E6100000C98E8D40BCAE26404A27124C35414640,
17431960,1179,8378199,Private room,,Bologna,,Navile,2,,2,1,,25,,Stanza near station 2,2017-04-30 22:49:02.261950,44.518523,11.342246,0101000020E6100000A65F22DE3AAF2640A69C2FF65E424640,
17651439,1179,17970971,Private room,,Bologna,,San Donato - San Vitale,1,,1,1,,28,,Stanza porta San Vitale,2017-04-30 22:49:02.268456,44.494303,11.357915,0101000020E6100000E57E87A240B7264048A81952453F4640,
18407301,1179,33811223,Private room,,Bologna,,San Donato - San Vitale,0,,1,1,,28,,Stanza singola per brevi soggiorni a Bologna,2017-04-30 22:49:02.309039,44.509342,11.379405,0101000020E6100000B5E0455F41C22640573D601E32414640,
18463269,1179,29212508,Private room,,Bologna,,Santo Stefano,0,,2,1,,38,,HUGE ROOM IN BOLOGNA CENTRE,2017-04-30 22:49:03.916855,44.491332,11.350637,0101000020E6100000FD885FB186B3264038BD8BF7E33E4640,
18427333,1179,11583173,Private room,,Bologna,,Savena,0,,2,1,,23,,Grazioso appartamento in periferia,2017-04-30 22:49:03.922067,44.46361,11.372052,0101000020E6100000A2D288997DBE26409E0C8E92573B4640,
18001949,1179,42862389,Private room,,Bologna,,Porto - Saragozza,0,,1,1,,34,,Singola Maggiore,2017-04-30 22:49:03.945810,44.49974,11.321219,0101000020E610000028B517D176A426406440F67AF73F4640,
18306699,1179,82907702,Private room,,Bologna,,Savena,0,,1,1,,23,,Camera matrimoniale,2017-04-30 22:49:03.948963,44.474893,11.387704,0101000020E6100000880E812381C62640B70C384BC93C4640,
17052259,1179,75579783,Private room,,Bologna,,San Donato - San Vitale,2,,2,1,,27,,Comfortable double room in the city center,2017-04-30 22:49:03.951981,44.49637,11.358091,0101000020E6100000DFFB1BB457B72640965B5A0D893F4640,
13742508,1179,8480950,Private room,,Bologna,,Navile,2,,2,1,,35,,Aquarius On fire for fun and relax,2017-04-30 22:49:05.787818,44.51833,11.339519,0101000020E6100000C2BD326FD5AD264091442FA358424640,
18472007,1179,128115705,Private room,,Bologna,,Porto - Saragozza,0,,10,4,,23,,via milazzo bologna,2017-04-30 22:49:05.797931,44.504476,11.34182,0101000020E6100000C93CF20703AF2640F6CE68AB92404640,
17246867,1179,5891146,Private room,,Bologna,,Porto - Saragozza,0,,1,3,,28,,Ampia singola con vista colli,2017-04-30 22:49:05.800977,44.488128,11.320447,0101000020E6100000DF3312A111A42640862172FA7A3E4640,
7555250,1179,39599450,Private room,,Bologna,,Porto - Saragozza,0,,2,1,,39,,Stanza in B&B adiacenze centro,2017-04-30 22:49:05.828624,44.501855,11.332405,0101000020E6100000C30DF8FC30AA2640C32ADEC83C404640,
17507935,1179,118670623,Private room,,Bologna,,San Donato - San Vitale,1,,3,1,,28,,camera accogliente,2017-04-30 22:49:05.834046,44.506373,11.359066,0101000020E61000000936AE7FD7B72640E94999D4D0404640,
18368057,1179,127179104,Private room,,Bologna,,San Donato - San Vitale,0,,2,1,,28,,Stanza a uso SINGOLA o DOPPIA davanti al S.ORSOLA,2017-04-30 22:49:07.558870,44.49389,11.364981,0101000020E6100000A05225CADEBA264025E99AC9373F4640,
17442258,1179,83806997,Private room,,Bologna,,Santo Stefano,2,,1,1,,24,,Cozy single room with bathroom,2017-04-30 22:49:07.581664,44.486251,11.348737,0101000020E610000070CFF3A78DB22640DB5207793D3E4640,
18169768,1179,16582151,Private room,,Bologna,,Savena,1,,2,1,,33,,Comoda matrimoniale in luminoso appartamento,2017-04-30 22:49:07.587385,44.471369,11.370384,0101000020E61000005FECBDF8A2BD264093ACC3D1553C4640,
18467668,1179,128075095,Private room,,Bologna,,Santo Stefano,0,,2,1,,34,,Stanza del terrazzo,2017-04-30 22:49:07.594125,44.485386,11.349546,0101000020E61000002EE57CB1F7B22640D7F7E120213E4640,
11784389,1179,32326150,Private room,,Bologna,,Borgo Panigale - Reno,2,,3,1,,23,,single room,2017-04-30 22:49:08.869387,44.522238,11.290784,0101000020E61000006F66F4A3E19426403E5DDDB1D8424640,
16993890,1179,46056137,Private room,,Bologna,,Santo Stefano,0,,2,1,,28,,Quite room with private bathroom in city centre,2017-04-30 22:49:08.895492,44.485841,11.346006,0101000020E61000008670CCB227B126402907B309303E4640,
18470097,1179,101690840,Private room,,Bologna,,Santo Stefano,0,,2,1,,34,,Confortevole stanza privata nel centro storico,2017-04-30 22:49:08.907743,44.495167,11.355748,0101000020E61000001D3C139A24B626407B87DBA1613F4640,
13679610,1179,27256604,Private room,,Bologna,,Porto - Saragozza,0,,3,1,,23,,Well-lighted room at Porta Saragozza,2017-04-30 22:49:10.851754,44.490949,11.328158,0101000020E61000006FD74B5304A826408080B56AD73E4640,
18390275,1179,55301415,Private room,,Bologna,,Savena,0,,2,2,,22,,Fattasi camera per brevi periodi,2017-04-30 22:49:10.880509,44.470667,11.365234,0101000020E610000047C66AF3FFBA26403927F6D03E3C4640,
12297897,1179,63538515,Private room,,Bologna,,Santo Stefano,1,,2,1,,23,,Stanza in Centro storico,2017-04-30 22:49:10.893239,44.496231,11.35031,0101000020E61000006CEC12D55BB326407521567F843F4640,
8780352,1179,35500617,Private room,,Bologna,,Santo Stefano,0,,1,1,,25,,Stanza ampia.,2017-04-30 22:49:12.427497,44.479989,11.367366,0101000020E61000001E53776517BC26404AB89047703D4640,
18005068,1179,123760290,Private room,,Bologna,,Porto - Saragozza,0,,1,1,,28,,Alla Villa,2017-04-30 22:49:12.453501,44.45887,11.301778,0101000020E6100000F94D61A5829A2640C98E8D40BC3A4640,
18340160,1179,29674506,Private room,,Bologna,,Santo Stefano,1,,2,1,,27,,Cozy and nice room near Santo Stefano,2017-04-30 22:49:12.467722,44.488192,11.355049,0101000020E61000007BF486FBC8B526409C1551137D3E4640,
18083113,1179,124524649,Private room,,Bologna,,Porto - Saragozza,1,,3,1,,25,,Double bedroom close to the central station,2017-04-30 22:49:13.886784,44.50385,11.331545,0101000020E6100000FD4D2844C0A92640780B24287E404640,
9055509,1179,47243425,Private room,,Bologna,,San Donato - San Vitale,2,,2,1,,23,,bella camera a 5 minuti dal centro,2017-04-30 22:49:13.889176,44.501585,11.361289,0101000020E610000020CF2EDFFAB826400395F1EF33404640,
12636107,1179,67063975,Private room,,Bologna,,San Donato - San Vitale,1,,2,1,,23,,Affittasi camera doppia,2017-04-30 22:49:13.897468,44.493063,11.357184,0101000020E6100000164F3DD2E0B626400FEF39B01C3F4640,
15881868,1179,49269504,Private room,,Bologna,,Borgo Panigale - Reno,2,,3,1,,28,,Room and Bike by Pumpo,2017-04-30 22:49:13.909276,44.506636,11.303876,0101000020E61000001F1494A2959B2640F67CCD72D9404640,
18443277,1179,127848087,Private room,,Bologna,,Savena,0,,2,1,,23,,Camera sull'antica via Emilia a 15 min dal centro,2017-04-30 22:49:13.915004,44.477442,11.388581,0101000020E6100000A7B1BD16F4C6264051DEC7D11C3D4640,
16362346,1179,105944027,Private room,,Bologna,,Savena,2,,2,1,,39,,Appartamento a due passi dal centro di Bologna,2017-04-30 22:49:13.919914,44.477176,11.378997,0101000020E6100000719010E50BC22640D237691A143D4640,
17927255,1179,40778208,Private room,,Bologna,,San Donato - San Vitale,0,,2,1,,23,,LUMINOSA STANZA DOPPIA/BRIGHT DOUBLE ROOM,2017-04-30 22:49:17.030439,44.500701,11.360134,0101000020E6100000F75AD07B63B8264089096AF816404640,
18190951,1179,125529314,Private room,,Bologna,,Santo Stefano,0,,2,1,,28,,Singola/Double Room near Stazione Centrale,2017-04-30 22:49:18.524285,44.501354,11.34497,0101000020E6100000C63368E89FB0264001DC2C5E2C404640,
17650347,1179,81265394,Private room,,Bologna,,Porto - Saragozza,1,,1,1,,50,,stanza privata a porta s. felice,2017-04-30 22:55:18.989277,44.499799,11.323278,0101000020E61000005708ABB184A5264069C9E369F93F4640,
18191982,1179,119516080,Private room,,Bologna,,Porto - Saragozza,2,,2,1,,62,,NiCasa: Luminosa Accoglienza,2017-04-30 22:55:18.992604,44.499241,11.335255,0101000020E610000016A4198BA6AB264042E90B21E73F4640,
17364839,1179,117294473,Private room,,Bologna,,Porto - Saragozza,2,,2,1,,56,,"Cozy provate room by ""LaFunivia""",2017-04-30 22:55:18.995185,44.491163,11.302554,0101000020E6100000488C9E5BE89A2640AC00DF6DDE3E4640,
