,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,zone
72,72,795585,Strada Maggiore Trentasette Studio,4190791,Samantha,,Santo Stefano,44.49265,11.35216,Entire home/apt,80,3,9,2015-11-22,0.11,1,93,Irnerio
73,73,804596,A quiet Place to stay,4235069,Elena,,Porto - Saragozza,44.49824,11.33956,Entire home/apt,59,2,184,2019-08-12,2.25,2,159,Marconi
74,74,813260,Very cosy bedroom in a flat in a beatiful side,4129542,Neva,,Santo Stefano,44.47918,11.35856,Entire home/apt,120,1,3,2013-03-28,0.04,1,365,Murri
75,75,823379,Zer051 Apartment Dossetti,4322997,Elena,,Navile,44.5132,11.35663,Entire home/apt,70,2,54,2019-05-19,0.68,7,348,Bolognina
76,76,838885,Very good Double room with private Bathroom -,4350204,Marco,,Porto - Saragozza,44.49205,11.31838,Private room,30,2,3,2019-04-02,0.13,1,171,Costa Saragozza
77,77,840951,Attic in historical center in Bolog,4170880,Laura,,Porto - Saragozza,44.49559,11.33109,Entire home/apt,83,2,98,2019-06-08,1.21,2,279,Malpighi
78,78,842573,Artist's house,4399085,Anna,,Santo Stefano,44.48749,11.3487,Entire home/apt,65,5,44,2019-06-09,0.57,1,108,Galvani
79,79,859833,large room to let in Bologna,2865895,Daniele,,San Donato - San Vitale,44.49776,11.37099,Private room,50,5,2,2013-09-27,0.03,2,294,San Donato
80,80,860436,close to the center & trainstation,4506590,Alessandro,,Navile,44.50938,11.34944,Private room,45,1,23,2018-10-17,0.3,1,291,Bolognina
81,81,884148,APOSA FLAT / CITY CENTER - BO,4664996,Sandra,,Santo Stefano,44.49945,11.34566,Entire home/apt,47,1,587,2019-09-13,7.36,5,131,Irnerio
82,82,891807,Rainbow House. Entire home in the heart of Bologna,4738194,Zita,,Porto - Saragozza,44.49663,11.33152,Entire home/apt,100,1,200,2018-10-08,2.51,3,3,Malpighi
83,83,892817,"DOUBLE ROOM, PRIVATE BATH BOLOGNA MINIMUM 2 PEOPLE",4747696,Lella,,Porto - Saragozza,44.49064,11.33281,Private room,50,1,7,2018-10-05,0.36,4,337,Malpighi
84,84,892847,flat 3 rooms 3 bath bologna for you,4747696,Lella,,Porto - Saragozza,44.49247,11.33267,Entire home/apt,95,2,11,2019-05-13,0.28,4,148,Malpighi
85,85,895034,Family friendly place with parking!,2717396,Emily,,Santo Stefano,44.47455,11.37133,Entire home/apt,61,1,95,2019-09-08,1.2,1,351,Murri
86,86,915905,Prestigious loft in central Bologna,4916370,Paola,,Santo Stefano,44.48814,11.3491,Entire home/apt,160,2,25,2019-06-24,0.31,1,261,Galvani
87,87,926472,Room & Bath near fair district,3442402,Alfonso,,Navile,44.51016,11.35419,Private room,85,2,23,2019-03-18,0.29,2,86,Bolognina
88,88,935973,"Little Cottage, charme in Bologna!",5050571,Clara,,Santo Stefano,44.48906,11.36393,Entire home/apt,95,3,132,2019-09-01,1.66,1,0,S. Vitale
89,89,944794,PrettyJewelAttic in Typical Village,3715410,Katia,,Borgo Panigale - Reno,44.51513,11.28441,Entire home/apt,40,2,138,2019-09-09,1.75,1,102,Borgo Panigale
90,90,952460,Apartment in the historical center,4928901,Anna E Elena,,Santo Stefano,44.48694,11.34884,Entire home/apt,70,2,157,2019-09-08,1.99,1,126,Galvani
91,91,953017,AmaBologna B&B Double Room,374533,Ersi,,Porto - Saragozza,44.49044,11.32101,Private room,79,2,8,2019-03-18,0.1,2,354,Costa Saragozza
92,92,961864,"LARGE DOUBLE ROOM, IN THE CENTER",705535,Valerio,,Porto - Saragozza,44.49247,11.33704,Private room,60,5,39,2019-04-04,0.49,9,358,Malpighi
93,93,967017,Luminous peaceful comfortable loft,5275503,Paola,,Santo Stefano,44.48879,11.34208,Entire home/apt,72,2,187,2019-05-30,2.39,1,27,Galvani
94,94,967061,"""NEW""   Little Venice/Center BO",4664996,Sandra,,Santo Stefano,44.49872,11.34541,Entire home/apt,50,1,373,2019-09-02,4.71,5,204,Irnerio
95,95,978836,Appartamento dentro porta,1882258,Morena,,Porto - Saragozza,44.49887,11.33595,Entire home/apt,153,3,101,2019-07-08,1.31,2,349,Marconi
96,96,978945,Triple room with private bathroom minimum 2 people,4747696,Lella,,Porto - Saragozza,44.49094,11.33192,Private room,45,1,13,2018-10-25,0.35,4,350,Malpighi
97,97,979026,TWIN ROOM WITH  PRIVATE BATHROOM,4747696,Lella,,Porto - Saragozza,44.49135,11.33268,Private room,50,1,6,2019-04-23,0.31,4,340,Malpighi
98,98,981083,Doppia o Matrimoniale con bagno ,3398944,Enzo,,Savena,44.47116,11.37847,Private room,120,1,3,2017-03-21,0.06,2,365,Mazzini
99,99,981727,I 4 GATTI Bologna Guesthouse x4,5234186,Filippo,,Porto - Saragozza,44.49263,11.3271,Private room,80,1,24,2018-03-20,0.36,6,172,Costa Saragozza
100,100,990203,Cute and precious loft downtown ,5437253,Fabrizia,,Porto - Saragozza,44.50086,11.34097,Entire home/apt,67,2,291,2019-09-17,3.68,2,316,Marconi
101,101,993645,Villa Benni An elegant mansion b&b,5458518,Marcella,,Porto - Saragozza,44.48867,11.31842,Private room,104,1,72,2019-09-09,0.96,2,347,Costa Saragozza
102,102,1001947,Casa Dumas,5510279,Alessandro,,Santo Stefano,44.4935,11.35429,Entire home/apt,50,2,91,2019-08-19,1.15,27,33,Irnerio
103,103,1002365,FARM HOUSE with garden and parking,5512231,Federica,,Borgo Panigale - Reno,44.54527,11.24873,Entire home/apt,102,3,7,2019-07-19,0.09,1,347,Borgo Panigale
104,104,1002614,Bologna large flat near Fair district,5513538,Sal,,Porto - Saragozza,44.50387,11.33145,Entire home/apt,52,3,20,2019-03-17,0.27,1,358,Saffi
105,105,1008937,Just like Montmartre in Italy,5549727,Thierry,,Santo Stefano,44.48611,11.35382,Entire home/apt,102,2,128,2019-08-27,1.66,1,316,Galvani
106,106,1013831,A gourmet's cozy apt near the station (+garden),5577185,Bebe,,Navile,44.5163,11.34284,Entire home/apt,45,2,158,2019-08-14,2.1,1,323,Bolognina
107,107,1020738,Summer Terrace,5618464,Carlo,,Porto - Saragozza,44.50166,11.32207,Entire home/apt,40,2,10,2018-08-15,0.13,1,0,Saffi
108,108,1022814,Camera Bolognese di Carlo Alberto,5631196,Carlo,,Porto - Saragozza,44.50326,11.34192,Hotel room,89,1,3,2019-09-08,0.04,1,0,Marconi
109,109,1022914,A whole house and a walk downtown,5630894,Andrea,,Porto - Saragozza,44.49625,11.32006,Entire home/apt,80,2,56,2016-11-01,0.72,1,231,Costa Saragozza
110,110,1023596,APT IN DOWNTOWN WITH A LOT OF GREEN,14234395,Nicola,,Porto - Saragozza,44.49559,11.33248,Entire home/apt,75,2,96,2019-06-23,1.33,2,297,Malpighi
111,111,1027489,Casa Munay Appartments S.Orsola,2845503,Simone,,San Donato - San Vitale,44.49194,11.36801,Entire home/apt,53,4,0,,,4,158,S. Vitale
112,112,1029853,Bologna Best Bed : feel at home,4259314,Nathalie,,Navile,44.51504,11.34018,Entire home/apt,67,2,151,2019-09-06,1.92,1,21,Bolognina
113,113,1076605,FAIR&FICO! ROOM&BREAKFAST From Dusk till Dawn,5923033,Matteo&Tomoko,,San Donato - San Vitale,44.50072,11.37081,Private room,34,1,77,2019-06-20,1.0,1,215,San Donato
114,114,1078032,Modern loft-style flat in Bologna 2284,5056483,Bettina,,Navile,44.52533,11.33335,Entire home/apt,117,3,1,2018-03-20,0.05,68,110,Lame
115,115,1078372,Elegant 2bdr at via D'Azeglio 1150,5056483,Bettina,,Porto - Saragozza,44.48957,11.33888,Entire home/apt,168,3,3,2017-07-15,0.06,68,106,Malpighi
116,116,1093891,Bright&elegant attic in the heart of Bologna! 1471,5056483,Bettina,,Santo Stefano,44.49986,11.35159,Entire home/apt,275,1,3,2018-08-31,0.08,68,271,Irnerio
117,117,1105477,Private room in Bologna,2900560,Laura,,Borgo Panigale - Reno,44.49736,11.29391,Private room,28,1,15,2019-04-15,0.2,1,360,Barca
118,118,1112850,BEAUTIFUL STYLISH FLAT IN TOWN,6029035,Michela,,Porto - Saragozza,44.49766,11.33267,Entire home/apt,200,2,1,2016-09-28,0.03,1,224,Marconi
119,119,1116883,Room Airport,6129734,Manuel,,Borgo Panigale - Reno,44.52355,11.2788,Private room,27,1,184,2018-09-23,2.42,1,5,Borgo Panigale
120,120,1142503,A touch of luxury.GLBT f/ndly wifi,6265596,Maurizio,,Porto - Saragozza,44.48736,11.33923,Entire home/apt,44,3,340,2019-09-08,4.47,2,140,Malpighi
121,121,1149912,Renting room in Bologna Airport,6129693,Manuel,,Borgo Panigale - Reno,44.51978,11.27588,Private room,26,1,151,2019-06-08,1.96,1,300,Borgo Panigale
122,122,1153398,COZY STUDIO IN THE CITY CENTER!!!,6320833,Raffaella,,Santo Stefano,44.49746,11.34908,Entire home/apt,60,2,204,2019-07-28,2.64,1,347,Irnerio
123,123,1175984,Large / Central. Ideal for family,6435724,Angelo & Aurelia,,Santo Stefano,44.49677,11.35425,Entire home/apt,69,2,24,2019-08-11,0.32,1,116,Irnerio
124,124,1181594,lovely flat in Bologna city center,5936779,Laura,,Porto - Saragozza,44.49784,11.33927,Entire home/apt,65,2,397,2019-09-05,5.16,1,318,Marconi
125,125,1189302,Little Venice/Center - BO,4664996,Sandra,,Santo Stefano,44.49925,11.34584,Entire home/apt,50,1,226,2019-09-11,3.13,5,150,Irnerio
126,126,1196676,"ELEGANT 2 bedroom with terrace, HEART OF THE CITY",6537760,Silvia,,Santo Stefano,44.49159,11.35608,Entire home/apt,210,3,12,2019-02-20,0.16,7,230,Irnerio
127,127,1199947,"""NEW "" Aposa / Centro BO",4664996,Sandra,,Santo Stefano,44.49746,11.34565,Entire home/apt,45,1,76,2019-09-14,1.12,5,221,Irnerio
128,128,1207685,Cosy and lovely central attic!,5581314,Martina,,Porto - Saragozza,44.49509000000001,11.33241,Private room,38,3,158,2019-06-10,2.09,1,359,Malpighi
129,129,1214730,"Cozy room,Wifi,kitchen and pvt bath",1884566,Federico,,Santo Stefano,44.49088,11.35648,Entire home/apt,62,2,6,2016-12-07,0.08,4,167,Irnerio
130,130,1222983,In the heart and soul bologna,6670383,Mario,,Porto - Saragozza,44.49867,11.33771,Private room,58,1,5,2016-03-23,0.07,3,0,Marconi
131,131,1228143,Comfortable flat in the city centre,6698997,Francesco,,Porto - Saragozza,44.4948,11.33022,Entire home/apt,70,2,76,2019-09-08,1.0,1,346,Malpighi
132,132,1228557,Single/duble room near fair and city center,4210797,Angela,,Navile,44.51301,11.35102,Private room,45,2,47,2019-09-12,0.65,2,317,Bolognina
133,133,1250727,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49951,11.33786,Private room,58,1,19,2018-03-27,0.26,3,365,Marconi
134,134,1250790,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49828,11.33821,Private room,58,3,10,2016-04-08,0.13,3,365,Marconi
135,135,1311463,PZA MAGGIORE PRETSIGIOUS APARTMENT,3155409,Gabriella,,Porto - Saragozza,44.49571,11.3428,Entire home/apt,200,3,16,2019-06-09,0.24,1,349,Marconi
136,136,1364242,MAST Breakfast Clima Solarium TV SAT,2005506,Massimo,,Borgo Panigale - Reno,44.50554,11.29359,Private room,35,1,37,2019-04-04,0.5,1,360,S. Viola
137,137,1366912,COZY FLAT CASTIGLIONE 35,7415765,Matteo,,Santo Stefano,44.48857,11.34796,Entire home/apt,56,1,223,2019-09-10,3.06,1,139,Galvani
138,138,1391869,charming open space historic center,7524892,Franco,,Porto - Saragozza,44.48942,11.33297,Entire home/apt,80,3,101,2019-09-08,1.38,1,192,Malpighi
139,139,1408005,DOLCE VITA IN THE HEART OF BOLOGNA,7593939,Danilo,,Santo Stefano,44.49888,11.34414,Entire home/apt,70,2,261,2019-09-13,3.5,1,323,Marconi
140,140,1435627,heart of Bologna Piazza Maggiore,7714013,Carlotta,,Porto - Saragozza,44.49248,11.33661,Entire home/apt,59,2,352,2019-09-12,4.84,1,124,Malpighi
141,141,1441056,Stanza privata giardini margherita,3821567,Caroline,,Santo Stefano,44.4859,11.36191,Private room,45,2,18,2019-09-01,0.27,2,272,Murri
142,142,1447762,Inn Pietralata | Studio in Pratello,219702,Elisa,,Porto - Saragozza,44.4964,11.33131,Entire home/apt,65,2,41,2015-06-01,0.61,1,0,Malpighi
143,143,1451486,il cielo sopra Bologna,7789085,Francesca,,Santo Stefano,44.4975,11.35441,Private room,62,2,168,2019-08-07,2.29,1,55,Irnerio
144,144,1451862,Stanze private in elegante villa ,5458518,Marcella,,Porto - Saragozza,44.49032,11.31802,Private room,205,1,16,2019-02-18,0.23,2,339,Costa Saragozza
145,145,1463448,Charming & elegant 2bdr in Bologna centre 544,5056483,Bettina,,Santo Stefano,44.50038,11.35023,Entire home/apt,133,3,5,2019-06-22,0.18,68,17,Irnerio
146,146,1464892,Bright 2bdr w/ample terrace 1259,5056483,Bettina,,Savena,44.48156,11.37708,Entire home/apt,153,3,7,2019-05-26,0.12,68,294,Mazzini
147,147,1468574,Spacious 1 bdr apartment 2111 BO,5056483,Bettina,,Porto - Saragozza,44.50075,11.33855,Entire home/apt,151,3,1,2018-04-30,0.06,68,0,Marconi
148,148,1468732,Spacious one bedroom Gigli/3052 BO,5056483,Bettina,,Santo Stefano,44.47725,11.37036,Entire home/apt,129,3,0,,,68,277,Murri
149,149,1468980,Modern 45sq.mt Fantin/3143 Bologna,5056483,Bettina,,Navile,44.51376,11.3299,Entire home/apt,117,3,3,2018-06-19,0.11,68,180,Lame
150,150,1469018,Elegant 65 sq.mt Marconi/2133 BO,5056483,Bettina,,Porto - Saragozza,44.49961,11.33977,Entire home/apt,161,3,1,2017-11-03,0.04,68,297,Marconi
151,151,1469065,Gorgeous 65 sq.mt Marconi/2131 BO,5056483,Bettina,,Porto - Saragozza,44.50159,11.33985,Entire home/apt,161,3,1,2016-09-18,0.03,68,0,Marconi
152,152,1469097,Elegant 65 sq.mt Marconi/2130 BO,5056483,Bettina,,Porto - Saragozza,44.50091,11.33906,Entire home/apt,161,2,2,2019-03-17,0.13,68,274,Marconi
153,153,1469111,Modern 1 bdr Marconi Int. 1/BO 2095,5056483,Bettina,,Porto - Saragozza,44.49572,11.33788,Entire home/apt,140,3,2,2018-12-23,0.04,68,296,Marconi
154,154,1469638,Modern 1bdrm Marconi int.2B/2112 BO,5056483,Bettina,,Porto - Saragozza,44.49933,11.33886,Entire home/apt,161,3,1,2016-05-08,0.02,68,292,Marconi
155,155,1469982,Elegant apartment in Bologna center - 2421,5056483,Bettina,,Porto - Saragozza,44.49056,11.34022,Entire home/apt,126,3,1,2015-07-17,0.02,68,0,Malpighi
156,156,1470008,Quiet open space in downtown,7871222,Paolo,,Porto - Saragozza,44.49054,11.33246,Entire home/apt,70,2,63,2019-08-31,0.86,1,316,Malpighi
157,157,1491202,Massarenti ospedale sant'orsola,7973070,Andrea,,San Donato - San Vitale,44.49272,11.36821,Entire home/apt,55,1,17,2019-04-14,0.28,5,360,S. Vitale
158,158,1496752,Home away from Home,1373203,Ludovica,,Porto - Saragozza,44.50111,11.34239,Entire home/apt,130,3,63,2019-03-17,0.87,2,0,Marconi
159,159,1538460,""" NEW "" The Mill/ Center BO",4664996,Sandra,,Santo Stefano,44.49895,11.34632,Entire home/apt,57,1,45,2018-11-04,0.62,5,199,Irnerio
